"","ID","Area","x","y","Perim.","Major","Minor","angle","Circ.","Feret","Slice","feret_x","feret_y","feret_angle","MinFeret","AR","round","solidity","germination","convex","feret_diff","debris"
"1654",395,410,903.163,826.376,115.296,45.791,11.4,104.024,0.388,46.573,16,896,802,104.931,15.266,4.017,0.249,0.762,"1",538.057742782152,31.307,"0"
"1655",398,341,585.717,865.808,96.225,38.123,11.389,34.513,0.463,37.643,16,570,876,39.611,13.118,3.347,0.299,0.787,"1",433.290978398983,24.525,"0"
"1656",400,424,273.486,924.017,120.912,45.166,11.953,171.717,0.364,49.041,16,254,913,163.413,17.292,3.779,0.265,0.703,"1",603.129445234708,31.749,"0"
"1657",407,300,672.01,183.073,93.255,38.399,9.947,110.659,0.433,40.249,17,661,164,116.565,13.022,3.86,0.259,0.747,"1",401.606425702811,27.227,"0"
"1658",408,335,260.79,195.04,132.853,32.882,12.972,118.929,0.239,38.949,17,251,176,119.197,19.521,2.535,0.394,0.642,"1",521.806853582554,19.428,"0"
"1659",413,183,459.352,333.697,66.184,25.849,9.014,130.34,0.525,26.627,17,451,322,124.287,11.267,2.868,0.349,0.766,"1",238.903394255875,15.36,"0"
"1660",419,349,951.128,591.907,92.326,34.663,12.819,6.718,0.515,36.139,17,933,596,14.421,16.313,2.704,0.37,0.786,"1",444.020356234097,19.826,"0"
"1661",425,339,444.553,713.922,88.326,31.777,13.583,78.083,0.546,31.953,17,442,730,69.864,16.862,2.34,0.427,0.765,"1",443.137254901961,15.091,"0"
"1662",431,280,681.818,976.868,84.184,35.681,9.991,105.489,0.496,34.928,17,675,960,113.629,12.349,3.571,0.28,0.806,"1",347.394540942928,22.579,"0"
"1663",436,343,49.378,214.978,94.811,36.73,11.89,135.556,0.479,38.419,18,34,200,141.34,16.293,3.089,0.324,0.782,"1",438.618925831202,22.126,"0"
"1664",442,376,759.412,486.128,107.497,37.606,12.731,101.172,0.409,41.485,18,757,463,105.376,17.804,2.954,0.339,0.679,"1",553.755522827688,23.681,"0"
"1665",445,355,320.294,594.672,99.154,36.034,12.544,85.356,0.454,38.21,18,319,575,96.009,16.033,2.873,0.348,0.737,"1",481.68249660787,22.177,"0"
"1666",458,341,511.172,16.735,99.64,39.173,11.084,48.347,0.432,41.037,19,496,32,46.975,14.44,3.534,0.283,0.754,"1",452.254641909814,26.597,"0"
"1667",464,375,591.415,84.569,88.326,35.514,13.444,155.265,0.604,36.359,19,577,75,148.496,15.205,2.642,0.379,0.864,"1",434.027777777778,21.154,"0"
"1668",470,328,335.003,328.884,101.054,34.573,12.079,34.857,0.404,38.275,19,319,335,33.275,17.271,2.862,0.349,0.708,"1",463.276836158192,21.004,"0"
"1669",473,326,539.929,464.448,89.497,37.677,11.017,167.704,0.511,36.346,19,522,462,172.093,12.705,3.42,0.292,0.82,"1",397.560975609756,23.641,"0"
"1670",480,306,392.255,793.605,85.255,34.315,11.354,103.484,0.529,34.176,19,384,779,110.556,14.597,3.022,0.331,0.791,"1",386.85208596713,19.579,"0"
"1671",486,344,52.506,36.044,90.326,33.392,13.117,171.583,0.53,33.838,20,36,29,161.03,15.179,2.546,0.393,0.838,"1",410.501193317422,18.659,"0"
"1672",491,342,567.541,131.187,104.083,43.865,9.927,174.36,0.397,43.105,20,544,130,176.009,12.085,4.419,0.226,0.769,"1",444.733420026008,31.02,"0"
"1673",495,331,397.491,248.174,93.74,36.713,11.479,35.931,0.473,38.013,20,384,258,35.362,15.305,3.198,0.313,0.779,"1",424.903722721438,22.708,"0"
"1674",498,251,947.867,318.125,93.497,36.265,8.812,172.861,0.361,38.471,20,927,313,171.027,13,4.115,0.243,0.668,"1",375.748502994012,25.471,"0"
"1675",502,306,707.222,489.294,89.841,36.397,10.705,178.483,0.476,37.014,20,687,488,178.452,13,3.4,0.294,0.774,"1",395.348837209302,24.014,"0"
"1676",511,378,411.788,888.315,107.397,42.64,11.287,92.35,0.412,42.19,20,412,866,95.44,14.395,3.778,0.265,0.751,"1",503.328894806924,27.795,"0"
"1677",518,343,367.348,122.739,99.054,40.27,10.845,59.589,0.439,41.049,21,358,139,55.923,14.885,3.713,0.269,0.734,"1",467.302452316076,26.164,"0"
"1678",531,376,327.83,630.598,96.083,36.892,12.977,158.824,0.512,37.696,21,310,621,158.199,15.992,2.843,0.352,0.818,"1",459.657701711491,21.704,"0"
"1679",565,305,491.421,101.041,82.326,28.997,13.392,176.319,0.566,31.048,23,476,94,165.069,16,2.165,0.462,0.81,"1",376.543209876543,15.048,"0"
"1680",594,348,470.994,855.828,106.669,36.827,12.032,175.615,0.384,41,23,454,849,167.32,17.611,3.061,0.327,0.66,"1",527.272727272727,23.389,"0"
"1681",612,298,46.718,604.993,86.326,30.874,12.289,80.81,0.503,32.757,24,46,620,77.661,15.878,2.512,0.398,0.746,"1",399.463806970509,16.879,"0"
"1682",1473,294,499.503,465.068,85.397,30.77,12.166,152.255,0.507,32.249,44,484,456,150.255,15.842,2.529,0.395,0.734,"1",400.544959128065,16.407,"0"
"1683",1565,192,751.995,729.948,62.184,20.728,11.794,116.915,0.624,22.136,45,751,720,108.435,14.795,1.757,0.569,0.798,"1",240.601503759398,7.341,"0"
"1684",2071,339,205.963,281.134,140.953,50.538,8.541,66.542,0.214,54.083,58,197,307,70.56,14.99,5.917,0.169,0.473,"1",716.701902748414,39.093,"0"
"1685",2072,282,117.493,514.223,106.711,26.209,13.7,23.323,0.311,32.757,58,100,515,12.339,20.445,1.913,0.523,0.62,"1",454.838709677419,12.312,"0"
"1686",2073,309,77.196,858.765,116.711,39.873,9.867,94.412,0.285,45.891,58,68,839,101.31,15.544,4.041,0.247,0.544,"1",568.014705882353,30.347,"0"
"1687",2074,365,756.903,913.152,136.024,41.948,11.079,111.343,0.248,47.434,58,748,889,108.435,20.869,3.786,0.264,0.525,"1",695.238095238095,26.565,"0"
"1688",2076,451,231.034,59.17,141.539,52.504,10.937,112.693,0.283,58.181,59,218,32,118.768,16.414,4.801,0.208,0.595,"1",757.983193277311,41.767,"0"
"1689",2077,377,563.821,171.15,124.711,51.718,9.281,58.896,0.305,53,59,550,196,58.109,14.479,5.572,0.179,0.628,"1",600.31847133758,38.521,"0"
"1690",2078,369,163.538,267.248,140.368,41.463,11.331,22.358,0.235,53.6,59,136,278,14.036,20.533,3.659,0.273,0.532,"1",693.609022556391,33.067,"0"
"1691",2079,312,342.054,413.792,111.983,31.887,12.458,146.444,0.313,37.736,59,323,406,147.995,18.305,2.56,0.391,0.62,"1",503.225806451613,19.431,"0"
"1692",2088,325,468.577,742.451,100.569,33.504,12.351,132.698,0.404,40,60,461,725,126.87,16.584,2.713,0.369,0.673,"1",482.912332838039,23.416,"0"
"1693",2089,408,321.076,846.336,139.681,40.005,12.986,120.169,0.263,45.804,60,313,825,126.119,21.143,3.081,0.325,0.516,"1",790.697674418605,24.661,"0"
"1694",2093,311,600.207,338.799,111.539,38.541,10.274,93.712,0.314,44.553,61,599,314,99.039,15.224,3.751,0.267,0.616,"1",504.87012987013,29.329,"0"
"1695",2094,318,362.629,441.157,117.296,44.785,9.041,140.905,0.29,48.795,61,344,423,134.17,14.083,4.954,0.202,0.585,"1",543.589743589744,34.712,"0"
"1696",2095,301,197.935,455.261,101.397,32.458,11.808,143.099,0.368,35.511,61,183,445,147.653,16.572,2.749,0.364,0.632,"1",476.26582278481,18.939,"0"
"1697",2097,273,553.507,504.69,96.811,35.83,9.701,44.888,0.366,39.699,61,540,523,49.086,13.735,3.693,0.271,0.682,"1",400.293255131965,25.964,"0"
"1698",2101,376,915.673,946.348,113.296,30.748,15.57,97.404,0.368,34.785,61,906,930,108.435,20.345,1.975,0.506,0.677,"1",555.391432791728,14.44,"0"
"1699",2115,264,362.189,345.356,96.569,32.597,10.312,75.581,0.356,37.947,63,353,366,71.565,15.454,3.161,0.316,0.601,"1",439.267886855241,22.493,"0"
"1700",2117,239,434.642,422.99,88.184,36.473,8.343,84.164,0.386,37.656,63,432,439,79.287,10.295,4.371,0.229,0.765,"1",312.418300653595,27.361,"0"
"1701",2118,326,959.46,805.291,102.083,36.246,11.452,88.133,0.393,39.319,63,954,786,97.306,14,3.165,0.316,0.724,"1",450.276243093923,25.319,"0"
"1702",2120,324,519.302,53.21,108.569,39.875,10.345,69.546,0.345,43.324,64,516,73,71.147,15.339,3.854,0.259,0.596,"1",543.624161073826,27.985,"0"
"1703",2125,277,880.215,417.872,94.912,38.421,9.18,15.057,0.386,39.56,64,863,425,20.726,12.548,4.185,0.239,0.713,"1",388.499298737728,27.012,"0"
"1704",2126,231,746.175,424.69,79.841,26.12,11.26,58.473,0.455,28.018,64,739,437,55.176,14.468,2.32,0.431,0.731,"1",316.005471956224,13.55,"0"
"1705",2127,355,207.385,486.238,112.811,28.748,15.723,140.324,0.351,33.287,64,199,471,122.735,19.825,1.828,0.547,0.635,"1",559.055118110236,13.462,"0"
"1706",2128,217,897.214,503.924,77.598,31.129,8.876,69.462,0.453,33.615,64,889,521,67.249,12,3.507,0.285,0.741,"1",292.847503373819,21.615,"0"
"1707",2129,274,65.427,851.609,91.497,36.455,9.57,76.494,0.411,36.401,64,61,868,74.055,12.102,3.809,0.263,0.744,"1",368.279569892473,24.299,"0"
"1708",2130,312,160.138,854.199,109.841,31.586,12.577,41.253,0.325,39.825,64,140,864,38.884,19.755,2.512,0.398,0.529,"1",589.792060491493,20.07,"0"
"1709",2144,308,162.857,157.299,96.569,31.292,12.532,88.702,0.415,33.242,66,163,140,96.911,16.115,2.497,0.401,0.698,"1",441.260744985673,17.127,"0"
"1710",2147,317,602.333,400.809,92.811,33.926,11.897,97.247,0.462,36.878,66,597,385,102.529,15.207,2.852,0.351,0.756,"1",419.312169312169,21.671,"0"
"1711",2149,355,366.441,588.686,98.326,37.021,12.209,77.248,0.461,38.639,66,363,610,79.563,16.036,3.032,0.33,0.734,"1",483.651226158038,22.603,"0"
"1712",2152,357,176.948,230.856,110.468,37.842,12.012,80.83,0.368,40.447,67,172,252,81.469,16.206,3.15,0.317,0.685,"1",521.167883211679,24.241,"0"
"1713",2161,345,397.196,935.259,98.225,34.183,12.85,92.33,0.449,37.336,67,398,952,82.304,16.757,2.66,0.376,0.723,"1",477.178423236515,20.579,"0"
"1714",2163,254,667.831,71.465,84.569,34.545,9.362,57.459,0.446,36.056,68,655,87,56.31,12.907,3.69,0.271,0.731,"1",347.469220246238,23.149,"0"
"1715",2165,282,381.312,365.638,88.083,32.591,11.017,46.85,0.457,34.205,68,368,378,52.125,15.238,2.958,0.338,0.708,"1",398.305084745763,18.967,"0"
"1716",2166,350,901.923,376.24,88.083,30.802,14.468,37.981,0.567,34.713,68,889,384,41.496,18.467,2.129,0.47,0.79,"1",443.037974683544,16.246,"0"
"1717",2169,397,113.392,703.923,97.255,33.224,15.214,41.914,0.527,35.805,68,97,711,35.91,18.892,2.184,0.458,0.78,"1",508.974358974359,16.913,"0"
"1718",2170,352,365.625,838.673,90.912,33.522,13.37,105.906,0.535,36.249,68,358,821,114.444,16.25,2.507,0.399,0.785,"1",448.407643312102,19.999,"0"
"1719",2212,386,804.018,145.977,109.154,45.469,10.809,118.879,0.407,44.822,73,790,129,128.66,13.546,4.207,0.238,0.721,"1",535.367545076283,31.276,"0"
"1720",2213,362,711.544,255.395,115.983,37.86,12.174,56.381,0.338,41.773,73,697,269,47.911,17.007,3.11,0.322,0.634,"1",570.977917981073,24.766,"0"
"1721",2220,346,608.118,315.916,119.539,39.439,11.17,7.556,0.304,45.398,74,589,316,7.595,17.923,3.531,0.283,0.558,"1",620.071684587814,27.475,"0"
"1722",2223,258,901.915,496.748,95.74,35.415,9.276,8.698,0.354,38.833,74,884,498,11.889,13.481,3.818,0.262,0.634,"1",406.940063091483,25.352,"0"
"1723",2224,368,961.016,653.016,128.853,48.821,9.597,25.629,0.279,53,74,935,669,31.891,14.029,5.087,0.197,0.616,"1",597.402597402597,38.971,"0"
"1724",2227,340,18.465,33.879,105.64,44.319,9.768,118.476,0.383,45.177,75,8,12,117.699,12.516,4.537,0.22,0.719,"1",472.878998609179,32.661,"0"
"1725",2229,332,642.337,85.97,93.154,38.444,10.996,40.363,0.481,38.288,75,629,100,49.236,13.956,3.496,0.286,0.749,"1",443.257676902537,24.332,"0"
"1726",2239,304,442.849,558.914,108.811,37.059,10.445,140.155,0.323,45.343,76,421,546,138.576,15.643,3.548,0.282,0.616,"1",493.506493506494,29.7,"0"
"1727",2241,317,631.834,581.724,120.125,34.094,11.838,101.84,0.276,39.294,76,630,562,104.744,17.227,2.88,0.347,0.553,"1",573.236889692586,22.067,"0"
"1728",2243,359,936.714,758.052,128.225,38.932,11.741,81.875,0.274,45.354,76,935,781,75.964,17.65,3.316,0.302,0.554,"1",648.014440433213,27.704,"0"
"1729",2244,483,635.154,194.38,195.522,60.347,10.191,46.259,0.159,78.518,77,604,216,46.548,17.892,5.922,0.169,0.379,"1",1274.40633245383,60.626,"0"
"1730",2247,364,645.646,563.104,135.154,52.169,8.884,10.198,0.25,57.489,77,618,568,13.069,14.407,5.872,0.17,0.551,"1",660.617059891107,43.082,"0"
"1731",2248,464,478.11,779.034,167.823,54.293,10.881,145.162,0.207,66.219,77,458,760,141.746,21.242,4.99,0.2,0.458,"1",1013.10043668122,44.977,"0"
"1732",2249,443,435.15,93.182,156.995,54.499,10.35,44.122,0.226,62.801,78,420,116,52.765,16.101,5.266,0.19,0.514,"1",861.867704280156,46.7,"0"
"1733",2253,437,881.759,625.628,151.924,52.564,10.585,42.075,0.238,60.208,78,863,651,41.634,17.219,4.966,0.201,0.493,"1",886.409736308316,42.989,"0"
"1734",2254,397,837.359,830.618,124.953,45.36,11.144,96.613,0.32,46.69,78,831,808,99.866,15.532,4.071,0.246,0.651,"1",609.831029185868,31.158,"0"
"1735",2257,492,476.691,69.945,179.681,52.489,11.935,11.247,0.192,71.386,79,449,83,11.31,20.458,4.398,0.227,0.423,"1",1163.12056737589,50.928,"0"
"1736",2258,349,421.254,88.196,119.196,28.463,15.612,28.359,0.309,36.878,79,405,97,12.529,24.69,1.823,0.549,0.585,"1",596.581196581197,12.188,"0"
"1737",2260,415,627.23,300.206,162.51,57.399,9.206,29.652,0.197,67.956,79,596,320,32.989,16.304,6.235,0.16,0.514,"1",807.392996108949,51.652,"0"
"1738",2261,347,422.653,497.97,117.64,31.203,14.159,116.371,0.315,36.249,79,418,479,114.444,22.242,2.204,0.454,0.583,"1",595.197255574614,14.007,"0"
"1739",2262,405,474.391,611.631,158.167,33.211,15.527,136.383,0.203,48.6,79,460,593,126.634,26.163,2.139,0.468,0.468,"1",865.384615384615,22.437,"0"
"1740",2265,466,790.689,775.74,167.581,39.072,15.186,11.002,0.209,49.244,79,769,777,12.907,28.236,2.573,0.389,0.518,"1",899.6138996139,21.008,"0"
"1741",2266,454,836.363,801.857,164.309,40.928,14.124,37.46,0.211,50,79,818,821,36.87,20.768,2.898,0.345,0.53,"1",856.603773584906,29.232,"0"
"1742",2268,297,427.722,77.2,103.054,38.776,9.752,159.821,0.351,43.012,80,406,68,162.408,15.314,3.976,0.252,0.633,"1",469.194312796209,27.698,"0"
"1743",2270,405,384.517,126.749,148.853,40.2,12.827,140.945,0.23,44.822,80,366,113,141.34,18.821,3.134,0.319,0.565,"1",716.814159292035,26.001,"0"
"1744",2272,400,883.872,235.958,154.225,50.206,10.144,4.699,0.211,60.208,80,854,239,11.497,18.764,4.949,0.202,0.493,"1",811.359026369168,41.444,"0"
"1745",2275,483,856.086,376.421,189.924,64.44,9.543,17.675,0.168,77.13,80,820,390,13.496,17.764,6.752,0.148,0.426,"1",1133.80281690141,59.366,"0"
"1746",2278,417,891.519,623.442,133.782,47.337,11.216,89.938,0.293,50.359,80,891,599,96.843,19,4.22,0.237,0.547,"1",762.340036563071,31.359,"0"
"1747",2281,427,216.21,845.523,107.74,42.19,12.886,11.646,0.462,40.608,80,196,847,9.926,15.51,3.274,0.305,0.762,"1",560.367454068241,25.098,"0"
"1748",2287,356,708.385,540.124,123.154,48.872,9.275,77.005,0.295,52.953,81,704,561,79.114,13.746,5.269,0.19,0.68,"1",523.529411764706,39.207,"0"
"1749",2288,256,496.75,546.66,82.77,27.808,11.722,38.759,0.47,31.906,81,480,555,32.196,15.731,2.372,0.422,0.696,"1",367.816091954023,16.175,"0"
"1750",2290,223,301.509,722.316,70.083,27.638,10.273,143.177,0.571,29.411,81,287,714,144.689,12.54,2.69,0.372,0.804,"1",277.363184079602,16.871,"0"
"1751",2291,313,633.717,756.494,107.64,41.352,9.637,146.549,0.339,43.417,81,616,740,141.546,13.26,4.291,0.233,0.618,"1",506.472491909385,30.157,"0"
"1752",2302,332,317.858,737.268,117.255,45.596,9.271,96.583,0.303,50.16,82,318,707,94.574,12.215,4.918,0.203,0.662,"1",501.510574018127,37.945,"0"
"1753",2304,258,722.314,775.209,83.154,30.526,10.761,51.522,0.469,33.601,82,716,788,53.471,14.849,2.837,0.353,0.713,"1",361.851332398317,18.752,"0"
"1754",2309,311,928.359,87.024,106.468,39.529,10.017,162.681,0.345,42.379,83,912,81,160.71,13.682,3.946,0.253,0.682,"1",456.011730205279,28.697,"0"
"1755",2310,254,622.953,92.575,85.154,32.528,9.942,32.14,0.44,35.355,83,604,101,28.74,13.307,3.272,0.306,0.715,"1",355.244755244755,22.048,"0"
"1756",2313,257,382.726,639.768,85.154,33.063,9.897,113.901,0.445,36.235,83,371,622,117.979,13.282,3.341,0.299,0.713,"1",360.448807854137,22.953,"0"
"1757",2318,319,888.967,195.961,91.598,36.965,10.988,94.756,0.478,36.674,84,886,180,101.004,14,3.364,0.297,0.791,"1",403.286978508217,22.674,"0"
"1758",2323,310,798.787,403.632,111.983,40.366,9.778,18.479,0.311,46.098,84,780,409,12.529,13.598,4.128,0.242,0.61,"1",508.196721311475,32.5,"0"
"1759",2328,283,242.716,606.627,94.912,37.132,9.704,170.378,0.395,40.522,84,226,603,164.249,13.408,3.827,0.261,0.694,"1",407.780979827089,27.114,"0"
"1760",2332,237,568.778,880.496,81.012,30.04,10.045,82.521,0.454,31.257,84,566,898,82.648,12.989,2.99,0.334,0.75,"1",316,18.268,"0"
"1761",2333,207,578.031,915.162,78.083,31.001,8.502,53.836,0.427,32.802,84,568,931,52.431,11.514,3.646,0.274,0.723,"1",286.307053941909,21.288,"0"
"1762",2336,392,221.929,136.429,110.811,42.261,11.81,3.377,0.401,43.186,85,199,138,5.315,14.235,3.578,0.279,0.743,"1",527.590847913863,28.951,"0"
"1763",2342,254,564.874,495.488,94.912,35.3,9.161,172.657,0.354,40.2,85,549,493,174.289,12,3.853,0.26,0.723,"1",351.313969571231,28.2,"0"
"1764",2346,323,810.664,959.841,103.882,29.922,13.744,163.348,0.376,35.114,85,793,949,160.017,18.218,2.177,0.459,0.63,"1",512.698412698413,16.896,"0"
"1765",2351,272,484.908,288.037,100.326,29.961,11.559,104.079,0.34,37.363,86,480,265,105.524,16.786,2.592,0.386,0.659,"1",412.746585735964,20.577,"0"
"1766",2354,287,228.287,390.897,103.255,40.528,9.016,174.28,0.338,45.122,86,211,386,167.196,12.944,4.495,0.222,0.703,"1",408.250355618777,32.178,"0"
"1767",2355,277,281.89,404.619,93.154,35.56,9.918,160.418,0.401,40.311,86,267,396,156.615,13.548,3.585,0.279,0.738,"1",375.338753387534,26.763,"0"
"1768",2356,306,630.611,440.794,112.711,40.758,9.559,145.088,0.303,48.01,86,606,424,144.324,13.844,4.264,0.235,0.659,"1",464.339908952959,34.166,"0"
"1769",2357,259,238.805,449.627,101.255,36.671,8.993,83.777,0.317,42.19,86,237,434,95.44,12,4.078,0.245,0.651,"1",397.849462365591,30.19,"0"
"1770",2361,315,236.944,556.662,123.882,43.498,9.221,81.488,0.258,51.971,86,236,577,78.906,14.097,4.717,0.212,0.553,"1",569.620253164557,37.874,"0"
"1771",2363,208,692.894,673.062,74.326,29.876,8.864,145.152,0.473,31.385,86,678,663,149.349,12.075,3.37,0.297,0.766,"1",271.54046997389,19.31,"0"
"1772",2364,333,379.047,803.563,137.296,49.588,8.55,88.708,0.222,57.315,86,376,769,96.009,13,5.8,0.172,0.56,"1",594.642857142857,44.315,"0"
"1773",2366,294,69.673,868.67,95.054,36.672,10.208,127.584,0.409,40.46,86,58,856,129.987,13.435,3.593,0.278,0.741,"1",396.761133603239,27.025,"0"
"1774",2367,327,844.965,919.766,111.255,44.443,9.368,82.725,0.332,48.052,86,842,939,77.989,12.623,4.744,0.211,0.694,"1",471.181556195965,35.429,"0"
"1775",2369,276,352.428,932.37,93.497,33.499,10.49,52.902,0.397,38.601,86,342,944,53.427,15.316,3.193,0.313,0.665,"1",415.037593984962,23.285,"0"
"1776",2370,270,455.926,970.952,92.468,35.483,9.689,35.038,0.397,40,86,442,979,36.87,14.379,3.662,0.273,0.685,"1",394.160583941606,25.621,"0"
"1777",2374,270,458.048,113.604,98.912,28.739,11.962,147.458,0.347,37.443,87,437,103,145.886,16.363,2.402,0.416,0.633,"1",426.54028436019,21.08,"0"
"1778",2377,253,489.733,380.089,92.569,34.004,9.473,163.815,0.371,38.601,87,468,371,163.443,13.872,3.589,0.279,0.665,"1",380.451127819549,24.729,"0"
"1779",2388,288,429.955,954.153,88.426,33.718,10.875,12.298,0.463,36.878,87,415,957,12.529,13.852,3.1,0.323,0.777,"1",370.656370656371,23.026,"0"
"1780",2390,310,849.845,144.99,108.125,38.461,10.262,41.42,0.333,42.202,88,838,159,36.327,13.911,3.748,0.267,0.605,"1",512.396694214876,28.291,"0"
"1781",2391,259,374.477,155.681,88.912,31.998,10.306,81.771,0.412,35.903,88,367,175,77.125,13.804,3.105,0.322,0.685,"1",378.102189781022,22.099,"0"
"1782",2392,317,867.191,208.295,103.598,41.948,9.622,98.283,0.371,44.911,88,864,190,101.56,12.608,4.36,0.229,0.74,"1",428.378378378378,32.303,"0"
"1783",2395,239,316.563,362.119,84.326,31.264,9.733,64.234,0.422,34.886,88,307,381,62.7,13.416,3.212,0.311,0.76,"1",314.473684210526,21.47,"0"
"1784",2396,305,272.749,430.49,103.598,41.34,9.394,90.438,0.357,44.283,88,271,457,83.517,13,4.401,0.227,0.731,"1",417.236662106703,31.283,"0"
"1785",2397,248,85.351,598.843,80.912,28.818,10.957,45.779,0.476,31.401,88,76,608,37.235,14.017,2.63,0.38,0.73,"1",339.72602739726,17.384,"0"
"1786",2399,263,216.5,665.462,98.569,37.827,8.853,61.652,0.34,42.72,88,203,688,57.426,13.332,4.273,0.234,0.678,"1",387.905604719764,29.388,"0"
"1787",2400,286,577.913,696.584,91.255,34.872,10.442,89.665,0.432,37.336,88,577,718,82.304,13.494,3.339,0.299,0.762,"1",375.328083989501,23.842,"0"
"1788",2403,298,654.56,854.188,102.711,37.189,10.203,50.009,0.355,43.417,88,637,874,51.546,14.422,3.645,0.274,0.688,"1",433.139534883721,28.995,"0"
"1789",2404,288,928.378,893.948,87.497,34.408,10.657,156.002,0.473,36.674,88,909,886,154.134,14.257,3.229,0.31,0.769,"1",374.512353706112,22.417,"0"
"1790",2430,298,863.463,603.698,83.497,30.457,12.458,137.104,0.537,33.302,90,852,588,131.348,16.169,2.445,0.409,0.779,"1",382.541720154044,17.133,"0"
"1791",2453,290,716.248,422.324,90.811,31.376,11.768,75.755,0.442,37,92,708,443,71.075,15.876,2.666,0.375,0.739,"1",392.422192151556,21.124,"0"
"1792",2473,286,440.804,627.056,93.74,35.884,10.148,27.331,0.409,39,93,426,634,22.62,14.108,3.536,0.283,0.69,"1",414.492753623188,24.892,"0"
"1793",2474,273,487.244,647.397,81.841,28.808,12.066,74.523,0.512,32.757,93,481,660,77.661,15.566,2.388,0.419,0.75,"1",364,17.191,"0"
"1794",2476,276,77.043,705.942,89.154,33.256,10.567,49.877,0.436,36.401,93,69,719,52.815,14.828,3.147,0.318,0.687,"1",401.74672489083,21.573,"0"
"1795",2483,346,405.763,651.864,107.983,37.305,11.809,23.124,0.373,43.382,94,391,661,25.974,16.724,3.159,0.317,0.686,"1",504.373177842566,26.658,"0"
"1796",2487,249,403.849,23.315,81.497,30.707,10.325,79.374,0.471,31.321,95,400,40,73.301,13.154,2.974,0.336,0.784,"1",317.602040816327,18.167,"0"
"1797",2488,254,926.268,147.882,84.184,29.487,10.968,117.671,0.45,34.482,95,919,129,119.539,14.553,2.689,0.372,0.743,"1",341.85733512786,19.929,"0"
"1798",2492,263,616.47,427.458,83.397,33.999,9.849,47.823,0.475,36.235,95,608,440,50.599,12.728,3.452,0.29,0.784,"1",335.459183673469,23.507,"0"
"1799",2493,225,338.74,450.962,86.811,25.952,11.039,148.531,0.375,29.833,95,327,437,140.44,14.749,2.351,0.425,0.633,"1",355.450236966825,15.084,"0"
"1800",2498,372,62.349,973.763,101.74,37.015,12.796,32.829,0.452,37.443,95,48,984,34.114,16.641,2.893,0.346,0.697,"1",533.715925394548,20.802,"0"
"1801",2499,248,746.984,187.089,86.569,32.022,9.861,33.967,0.416,34.132,96,729,196,31.827,14.495,3.247,0.308,0.66,"1",375.757575757576,19.637,"0"
"1802",2502,265,555.251,388.319,91.983,35.148,9.6,74.34,0.394,37.336,96,546,408,69.624,12.854,3.661,0.273,0.688,"1",385.174418604651,24.482,"0"
"1803",2504,255,541.822,453.347,91.74,35.683,9.099,68.61,0.381,38.079,96,536,468,66.801,12.522,3.922,0.255,0.706,"1",361.189801699717,25.557,"0"
"1804",2507,386,62.886,780.135,100.468,39.709,12.377,121.454,0.481,39.962,96,54,761,121.701,15.105,3.208,0.312,0.752,"1",513.297872340426,24.857,"0"
"1805",2518,468,447.278,79.957,126.953,39.345,15.145,31.917,0.365,41.773,97,430,91,42.089,20.237,2.598,0.385,0.63,"1",742.857142857143,21.536,"0"
"1806",2522,253,489.848,109.219,76.184,28.715,11.218,80.431,0.548,29.428,97,487,122,80.218,13.619,2.56,0.391,0.798,"1",317.042606516291,15.809,"0"
"1807",2542,284,359.405,218.662,87.255,27.67,13.068,40.788,0.469,31.89,97,344,229,41.186,17.507,2.117,0.472,0.752,"1",377.659574468085,14.383,"0"
"1808",2544,164,817.689,230.921,60.77,23.986,8.705,34.561,0.558,25,97,808,237,36.87,10.706,2.755,0.363,0.787,"1",208.386277001271,14.294,"0"
"1809",2560,252,291.103,356.845,77.255,28.668,11.192,53.557,0.531,30.61,97,279,369,51.633,13.957,2.561,0.39,0.76,"1",331.578947368421,16.653,"0"
"1810",2563,273,283.573,387.694,85.497,34.855,9.973,110.947,0.469,35.468,97,276,369,111.501,12.605,3.495,0.286,0.792,"1",344.69696969697,22.863,"0"
"1811",2568,274,413.978,433.485,81.74,32.176,10.843,133.764,0.515,33.302,97,402,419,131.348,13.435,2.968,0.337,0.764,"1",358.638743455497,19.867,"0"
"1812",2589,289,895.033,525.448,85.598,34.856,10.557,83.784,0.496,34.928,97,893,541,76.759,12.177,3.302,0.303,0.834,"1",346.52278177458,22.751,"0"
"1813",2595,253,113.97,573.291,80.083,28.704,11.223,77.212,0.496,31.064,97,111,556,93.691,14.552,2.558,0.391,0.738,"1",342.818428184282,16.512,"0"
"1814",2596,307,641.936,585.992,95.497,35.952,10.872,70.684,0.423,37.108,97,636,602,75.964,14.546,3.307,0.302,0.727,"1",422.283356258597,22.562,"0"
"1815",2613,311,117.619,696.883,93.983,31.811,12.448,179.284,0.442,34.059,97,102,694,176.634,15,2.556,0.391,0.706,"1",440.509915014164,19.059,"0"
"1816",2614,254,911.484,710.917,79.841,28.728,11.258,56.515,0.501,31.064,97,903,722,56.821,14.4,2.552,0.392,0.76,"1",334.210526315789,16.664,"0"
"1817",2616,275,568.984,719.064,74.912,29.908,11.707,152.043,0.616,31.016,97,553,712,159.228,14.261,2.555,0.391,0.855,"1",321.637426900585,16.755,"0"
