"","ID","Area","x","y","Perim.","Major","Minor","angle","Circ.","Feret","Slice","feret_x","feret_y","feret_angle","MinFeret","AR","round","solidity","germination","convex","feret_diff","debris"
"911",6204,178,1638.48,946.8,50.28,18.13,12.5,152.6,0.88,18.87,30,1631,941,147.99,13.6,1.45,0.69,0.91,"0",195.604395604396,5.27,"0"
"912",6205,216,1406.15,956.23,58.53,22.77,12.08,126.96,0.79,24.21,30,1398,947,128.29,13,1.88,0.53,0.92,"0",234.782608695652,11.21,"0"
"913",6213,142,810.34,1045.65,45.46,14.44,12.52,21.12,0.86,15.62,30,805,1051,50.19,12.94,1.15,0.87,0.9,"0",157.777777777778,2.68,"0"
"914",6219,150,1424.9,1113.95,50.63,17.37,11,45.67,0.74,19.85,30,1418,1119,40.91,13.18,1.58,0.63,0.87,"0",172.413793103448,6.67,"0"
"915",6238,178,349.04,1499.71,53.11,18.72,12.1,34.39,0.79,20.62,30,341,1505,39.09,12.97,1.55,0.65,0.91,"0",195.604395604396,7.65,"0"
"916",6260,261,1765.77,1893.91,80.91,28.72,11.57,52.37,0.5,30.48,30,1758,1905,48.99,16.1,2.48,0.4,0.74,"0",352.702702702703,14.38,"0"
"917",6264,241,1043.35,126.84,73.4,29.22,10.5,45.79,0.56,30,31,1035,138,53.13,12.29,2.78,0.36,0.82,"0",293.90243902439,17.71,"0"
"918",6273,144,900.36,457.06,49.94,18.59,9.87,130.44,0.73,20.52,31,892,451,136.97,10.61,1.88,0.53,0.89,"0",161.797752808989,9.91,"0"
"919",6280,124,142.85,850.25,42.04,13.89,11.37,135.39,0.88,15.56,31,137,845,135,12.02,1.22,0.82,0.9,"0",137.777777777778,3.54,"0"
"920",6281,152,1232.3,859.16,47.46,17.64,10.97,92.13,0.85,18.03,31,1228,851,109.44,11,1.61,0.62,0.92,"0",165.217391304348,7.03,"0"
"921",6283,182,103.36,883.46,57.11,22.64,10.23,159.83,0.7,23.71,31,93,877,152.35,11.28,2.21,0.45,0.88,"0",206.818181818182,12.43,"0"
"922",6284,144,735.31,899.1,48.77,19.5,9.4,44.1,0.76,20,31,727,906,36.87,10.61,2.07,0.48,0.85,"0",169.411764705882,9.39,"0"
"923",6285,207,1695.79,999.97,57.46,21.5,12.26,101.96,0.79,22.47,31,1690,990,110.85,13,1.75,0.57,0.91,"0",227.472527472527,9.47,"0"
"924",6288,145,926.2,1136.84,49.7,18.93,9.75,140.56,0.74,20.62,31,917,1130,140.91,11.31,1.94,0.52,0.88,"0",164.772727272727,9.31,"0"
"925",6295,205,421.74,1500.08,55.7,21.3,12.25,106.65,0.83,21.54,31,418,1490,111.8,12.55,1.74,0.58,0.92,"0",222.826086956522,8.99,"0"
"926",6297,202,392.84,1593.09,56.87,21.13,12.17,178.35,0.78,21.19,31,383,1589,160.71,12,1.74,0.58,0.91,"0",221.978021978022,9.19,"0"
"927",6298,142,988.03,1596.18,46.87,15.72,11.5,173.45,0.81,16.55,31,981,1601,25.02,13,1.37,0.73,0.87,"0",163.218390804598,3.55,"0"
"928",6300,190,1596.79,1691.3,59.01,22.75,10.64,124.18,0.69,24.6,31,1592,1681,116.57,12.02,2.14,0.47,0.85,"0",223.529411764706,12.58,"0"
"929",6303,289,15.33,1957.05,79.25,29,12.69,59.92,0.58,30.81,31,5,1970,54.25,16.18,2.29,0.44,0.77,"0",375.324675324675,14.63,"0"
"930",6305,235,1643.67,1978.01,62.43,21.5,13.91,28,0.76,21.95,31,1634,1984,30.07,15.09,1.55,0.65,0.88,"0",267.045454545455,6.86,"0"
"931",6314,196,605.21,757.84,54.28,20.29,12.3,169.52,0.84,20.88,32,595,755,163.3,13,1.65,0.61,0.92,"0",213.04347826087,7.88,"0"
"932",6320,107,627.05,1135.16,38.63,12.9,10.56,90.29,0.9,13.93,32,625,1142,68.96,11,1.22,0.82,0.91,"0",117.582417582418,2.93,"0"
"933",6322,191,1938.84,1175.24,52.87,19.99,12.17,5.23,0.86,20.22,32,1929,1174,171.47,12,1.64,0.61,0.93,"0",205.376344086022,8.22,"0"
"934",6325,152,460.32,1390.78,46.87,17.89,10.82,138.85,0.87,19.21,32,453,1384,141.34,12.02,1.65,0.6,0.91,"0",167.032967032967,7.19,"0"
"935",6329,185,744.49,1604.77,57.6,19.87,11.85,76.64,0.7,21.02,32,738,1614,64.65,13,1.68,0.6,0.86,"0",215.116279069767,8.02,"0"
"936",6334,190,1255.04,1837.11,52.87,19.71,12.27,158.34,0.85,21.1,32,1246,1831,148.57,13,1.61,0.62,0.93,"0",204.301075268817,8.1,"0"
"937",6347,198,1915.53,752.83,55.6,22.85,11.04,141.63,0.8,23.02,33,1906,747,145.62,11.56,2.07,0.48,0.91,"0",217.582417582418,11.46,"0"
"938",6349,158,547.61,858.31,51.7,15.65,12.85,157.24,0.74,18.79,33,540,853,154.8,14,1.22,0.82,0.85,"0",185.882352941176,4.79,"0"
"939",6351,199,663.43,890.63,58.43,21.82,11.61,41.52,0.73,23.02,33,657,901,55.62,12.42,1.88,0.53,0.87,"0",228.735632183908,10.6,"0"
"940",6352,115,948.62,892.17,40.63,12.95,11.3,41,0.88,14.21,33,943,897,39.29,12,1.15,0.87,0.92,"0",125,2.21,"0"
"941",6361,203,28.55,1260.61,55.11,21.18,12.2,108.98,0.84,21.93,33,23,1251,114.23,13,1.74,0.58,0.92,"0",220.652173913043,8.93,"0"
"942",6369,134,70.84,65.38,46.87,16.82,10.15,137.51,0.77,18.6,34,63,59,143.75,12,1.66,0.6,0.87,"0",154.022988505747,6.6,"0"
"943",6373,186,1008.19,654.02,56.77,21.57,10.98,158.1,0.73,22.14,34,997,652,161.57,11.95,1.96,0.51,0.87,"0",213.793103448276,10.19,"0"
"944",6374,186,1711.66,736.7,53.11,21.26,11.14,137.35,0.83,22.63,34,1703,729,135,11.31,1.91,0.52,0.94,"0",197.872340425532,11.32,"0"
"945",6396,104,1245.76,955.16,40.04,12.08,10.96,140.52,0.82,13.89,35,1240,950,120.26,12,1.1,0.91,0.9,"0",115.555555555556,1.89,"0"
"946",6410,102,1347.09,1680.57,38.38,12.74,10.19,118.57,0.87,14.87,35,1342,1675,132.27,10,1.25,0.8,0.93,"0",109.677419354839,4.87,"0"
"947",6418,250,831.36,254.52,65.94,25.16,12.65,105.06,0.72,27.31,36,825,241,113.75,13.73,1.99,0.5,0.89,"0",280.898876404494,13.58,"0"
"948",6437,164,915.92,1995.42,53.94,20.88,10,140.81,0.71,22.02,36,908,1989,140.53,12.02,2.09,0.48,0.86,"0",190.697674418605,10,"0"
"949",6439,116,1307.12,177.3,42.04,13.97,10.57,127.87,0.82,15,37,1303,171,126.87,12,1.32,0.76,0.87,"0",133.333333333333,3,"0"
"950",6440,145,1219.8,237.6,46.04,16.47,11.21,104.43,0.86,17.2,37,1215,231,125.54,11.74,1.47,0.68,0.91,"0",159.340659340659,5.46,"0"
"951",6442,156,399.21,261.2,54.53,22.82,8.7,123.86,0.66,23.6,37,393,252,126.38,10.15,2.62,0.38,0.85,"0",183.529411764706,13.45,"0"
"952",6443,152,612.49,367.8,49.7,19.68,9.84,120.91,0.77,21.1,37,607,359,121.43,10.73,2,0.5,0.9,"0",168.888888888889,10.37,"0"
"953",6444,178,79.74,424.85,55.94,18.45,12.29,132.65,0.71,21.26,37,75,416,131.19,14.14,1.5,0.67,0.88,"0",202.272727272727,7.12,"0"
"954",6454,223,430.45,862.35,59.7,22.49,12.63,106.04,0.79,24.7,37,425,851,111.37,13,1.78,0.56,0.93,"0",239.784946236559,11.7,"0"
"955",6473,133,1734.58,1884.59,45.7,13.87,12.21,146.52,0.8,16.49,37,1726,1881,165.96,13,1.14,0.88,0.87,"0",152.873563218391,3.49,"0"
"956",6478,127,687.07,251.15,43.46,15.62,10.35,127.88,0.85,16.64,38,683,244,122.74,11.63,1.51,0.66,0.89,"0",142.696629213483,5.01,"0"
"957",6491,217,1392.12,898.06,63.11,23.6,11.71,129.33,0.68,25.61,38,1386,888,128.66,14.47,2.02,0.5,0.86,"0",252.325581395349,11.14,"0"
"958",6493,121,210.52,1084.82,45.11,15.05,10.24,162.56,0.75,16.28,38,202,1085,169.38,11.07,1.47,0.68,0.85,"0",142.352941176471,5.21,"0"
"959",6511,177,1020.04,51.3,53.7,19.4,11.61,103.79,0.77,21.54,39,1016,41,111.8,12,1.67,0.6,0.91,"0",194.505494505495,9.54,"0"
"960",6520,228,859.81,277.05,63.84,18.93,15.33,61.7,0.7,20.25,39,855,286,57.09,16.6,1.23,0.81,0.87,"0",262.068965517241,3.65,"0"
"961",6523,172,751.63,488.27,53.36,21.03,10.41,134.94,0.76,22.02,39,744,480,129.47,11.65,2.02,0.49,0.88,"0",195.454545454545,10.37,"0"
"962",6524,217,346.62,512.28,58.53,21.06,13.12,105.63,0.8,22.85,39,344,501,113.2,13.72,1.61,0.62,0.92,"0",235.869565217391,9.13,"0"
"963",6525,185,1321.26,512.39,53.11,20.89,11.27,69.87,0.82,21.19,39,1316,522,70.71,12.02,1.85,0.54,0.93,"0",198.924731182796,9.17,"0"
"964",6526,238,639.61,578.18,63.25,23.88,12.69,26.85,0.75,24.35,39,628,582,19.18,13.64,1.88,0.53,0.88,"0",270.454545454545,10.71,"0"
"965",6527,140,1159.69,594.64,43.46,15.06,11.83,88.84,0.93,15.65,39,1157,602,63.43,12,1.27,0.79,0.93,"0",150.537634408602,3.65,"0"
"966",6530,169,66.9,863,48.28,16.5,13.04,168.84,0.91,17.46,39,59,859,156.37,14,1.27,0.79,0.91,"0",185.714285714286,3.46,"0"
"967",6532,324,80.4,1049.85,79.15,29.82,13.83,48.29,0.65,30,39,73,1063,53.13,17.25,2.16,0.46,0.82,"0",395.121951219512,12.75,"0"
"968",6535,190,1521.08,1117.09,55.46,21.34,11.33,81.44,0.78,21.84,39,1519,1128,74.05,11.74,1.88,0.53,0.9,"0",211.111111111111,10.1,"0"
"969",6538,116,1183.69,1371.61,40.87,15.2,9.72,123.51,0.87,16.12,39,1180,1365,119.74,10.54,1.56,0.64,0.91,"0",127.472527472527,5.58,"0"
"970",6539,187,1369.98,1459.65,53.94,20.3,11.73,83.59,0.81,21.21,39,1368,1470,81.87,12,1.73,0.58,0.91,"0",205.494505494505,9.21,"0"
"971",6540,158,1161.39,1512.92,49.46,17.78,11.32,73.33,0.81,19.72,39,1156,1522,59.53,12,1.57,0.64,0.9,"0",175.555555555556,7.72,"0"
"972",6547,221,1108.95,370.41,63.46,24.82,11.34,102.91,0.69,25.08,40,1105,359,113.5,12.36,2.19,0.46,0.9,"0",245.555555555556,12.72,"0"
"973",6558,172,1681.22,904.61,50.63,19.56,11.2,175.46,0.84,19.42,40,1672,901,168.11,11,1.75,0.57,0.93,"0",184.94623655914,8.42,"0"
"974",6563,190,1903.52,1106.86,53.11,19.98,12.11,151.65,0.85,20.62,40,1894,1102,157.17,13.67,1.65,0.61,0.9,"0",211.111111111111,6.95,"0"
"975",6570,116,1759.67,1374.37,44.04,16.22,9.11,6.54,0.75,17.09,40,1751,1377,20.56,10,1.78,0.56,0.86,"0",134.883720930233,7.09,"0"
"976",6573,315,195.55,1590.86,80.77,29.01,13.83,4.13,0.61,30.08,40,182,1599,21.45,16.47,2.1,0.48,0.85,"0",370.588235294118,13.61,"0"
"977",6576,120,1094.72,1653.97,40.97,13.89,11,175.62,0.9,14.76,40,1088,1650,151.7,11,1.26,0.79,0.94,"0",127.659574468085,3.76,"0"
"978",6586,114,405.26,120.82,39.8,14.55,9.97,137.54,0.9,16.28,41,399,116,137.49,10.61,1.46,0.69,0.94,"0",121.276595744681,5.67,"0"
"979",6593,117,84.61,730.93,41.46,14.4,10.35,141.91,0.86,16.12,41,78,726,150.26,11.31,1.39,0.72,0.9,"0",130,4.81,"0"
"980",6595,178,59.65,859.12,54.04,20.22,11.21,161.85,0.77,21.63,41,51,852,146.31,12,1.8,0.55,0.91,"0",195.604395604396,9.63,"0"
"981",6636,195,1907.49,853.37,58.87,22.77,10.9,76.8,0.71,22.47,43,1905,864,69.15,12.09,2.09,0.48,0.88,"0",221.590909090909,10.38,"0"
"982",6650,188,717.73,1965.01,59.94,21.57,11.1,146.31,0.66,24.08,43,708,1957,138.37,12.43,1.94,0.51,0.86,"0",218.604651162791,11.65,"0"
"983",6664,291,228.86,810.15,82.33,30.97,11.96,150.33,0.54,33.29,44,215,801,147.26,14.3,2.59,0.39,0.85,"0",342.352941176471,18.99,"0"
"984",6667,153,133.38,1028.85,47.46,14.3,13.62,35.92,0.85,15.81,44,125,1030,18.43,14,1.05,0.95,0.9,"0",170,1.81,"0"
"985",6670,142,1159.31,1147.66,49.8,16.02,11.28,21.04,0.72,18.6,44,1152,1153,36.25,13,1.42,0.7,0.87,"0",163.218390804598,5.6,"0"
"986",6675,152,1009.26,1374.13,48.28,19.32,10.02,155.27,0.82,19.72,44,1001,1369,149.53,10.73,1.93,0.52,0.91,"0",167.032967032967,8.99,"0"
"987",6679,110,53.03,1459.97,42.63,13.69,10.23,150.86,0.76,15.62,44,49,1453,129.81,11.37,1.34,0.75,0.88,"0",125,4.25,"0"
"988",6682,132,1687.54,1630.39,43.46,16.09,10.45,78.26,0.88,16.76,44,1684,1638,72.65,11,1.54,0.65,0.91,"0",145.054945054945,5.76,"0"
"989",6693,116,842.34,476.5,42.04,14.96,9.87,118.49,0.82,16.4,45,837,471,127.57,10.91,1.51,0.66,0.89,"0",130.337078651685,5.49,"0"
"990",6695,111,765.17,518.24,41.21,14.52,9.73,67.68,0.82,16.12,45,762,525,60.26,10.91,1.49,0.67,0.9,"0",123.333333333333,5.21,"0"
"991",6720,204,340,85.08,62.43,21.06,12.33,48.36,0.66,22.02,46,333,94,50.53,14.85,1.71,0.59,0.82,"0",248.780487804878,7.17,"0"
"992",6722,164,649.62,179.48,49.11,18.93,11.03,39.18,0.85,19.42,46,642,185,34.51,12.02,1.72,0.58,0.91,"0",180.21978021978,7.4,"0"
"993",6730,205,168.34,903.77,65.84,19.63,13.29,35.93,0.59,21.19,46,158,907,19.29,16.55,1.48,0.68,0.79,"0",259.493670886076,4.64,"0"
"994",6734,201,13.95,1280.77,60.77,20.14,12.71,22.46,0.68,21.54,46,4,1286,21.8,13.52,1.58,0.63,0.86,"0",233.720930232558,8.02,"0"
"995",6754,397,1462.89,54.68,100.33,36.91,13.69,171.71,0.5,39,47,1445,46,157.38,16.45,2.7,0.37,0.78,"0",508.974358974359,22.55,"0"
"996",6756,306,1676.21,71.34,76.18,29.15,13.36,77.27,0.66,30.81,47,1671,86,76.87,15.35,2.18,0.46,0.86,"0",355.813953488372,15.46,"0"
"997",6772,191,1591.85,236.65,56.28,19.77,12.3,168.02,0.76,21.47,47,1582,231,152.24,13,1.61,0.62,0.9,"0",212.222222222222,8.47,"0"
"998",6775,114,1517.04,262.5,41.46,13.83,10.5,68.62,0.83,15.26,47,1514,270,58.39,11.18,1.32,0.76,0.88,"0",129.545454545455,4.08,"0"
"999",6781,122,1589.98,334.39,44.28,15.63,9.94,41.97,0.78,17,47,1582,338,28.07,11.66,1.57,0.64,0.86,"0",141.860465116279,5.34,"0"
"1000",6801,249,1367.81,610.83,67.6,25.67,12.35,153.55,0.68,27.29,47,1357,602,151.56,13.41,2.08,0.48,0.88,"0",282.954545454545,13.88,"0"
"1001",6818,197,775.46,388.47,58.77,20.71,12.11,60.27,0.72,21.1,48,769,397,58.57,13.86,1.71,0.58,0.88,"0",223.863636363636,7.24,"0"
"1002",6819,142,1524.86,413.01,47.21,16.43,11.01,85.85,0.8,17.09,48,1523,405,110.56,11,1.49,0.67,0.91,"0",156.043956043956,6.09,"0"
"1003",6823,191,46.35,666.84,53.11,20.33,11.96,16.58,0.85,21.19,48,36,670,19.29,12.85,1.7,0.59,0.92,"0",207.608695652174,8.34,"0"
"1004",6825,158,1171.7,886.1,51.21,16.81,11.97,96.74,0.76,18.36,48,1169,878,119.36,12,1.4,0.71,0.91,"0",173.626373626374,6.36,"0"
"1005",6827,193,1655.67,904.51,54.87,20.72,11.86,66.56,0.81,21.47,48,1651,914,62.24,12.69,1.75,0.57,0.91,"0",212.087912087912,8.78,"0"
"1006",6836,158,1714.66,1622.87,48.63,17.35,11.59,90.05,0.84,17.72,48,1711,1615,106.39,12,1.5,0.67,0.92,"0",171.739130434783,5.72,"0"
"1007",6837,174,456.99,1630.06,54.53,20.3,10.91,52.75,0.74,21.26,48,450,1638,48.81,11.8,1.86,0.54,0.86,"0",202.325581395349,9.46,"0"
"1008",6841,167,457.57,1921.13,49.21,17.36,12.25,159.12,0.87,18.87,48,449,1917,147.99,12.87,1.42,0.71,0.93,"0",179.569892473118,6,"0"
"1009",6844,204,715.81,351.93,56.53,20.4,12.73,96.34,0.8,21.38,49,715,341,100.78,13,1.6,0.62,0.91,"0",224.175824175824,8.38,"0"
"1010",6845,188,1549.47,409.81,58.53,21.87,10.95,44.92,0.69,23.35,49,1541,417,43.26,13.44,2,0.5,0.87,"0",216.091954022989,9.91,"0"
"1011",6850,206,1397.54,613.89,57.01,19.06,13.76,124.97,0.8,20,49,1390,607,143.13,14.97,1.38,0.72,0.88,"0",234.090909090909,5.03,"0"
"1012",6856,163,763.11,931.57,46.87,17.76,11.69,71.24,0.93,18.38,49,759,940,67.62,12,1.52,0.66,0.95,"0",171.578947368421,6.38,"0"
"1013",6860,114,1065.61,1047.65,42.04,14.4,10.08,15.42,0.81,15.65,49,1058,1050,26.57,10.67,1.43,0.7,0.89,"0",128.089887640449,4.98,"0"
"1014",6862,273,647.94,1194.67,67.11,23.95,14.51,94.74,0.76,24.52,49,646,1207,78.23,15,1.65,0.61,0.89,"0",306.741573033708,9.52,"0"
"1015",6863,162,771.33,1232.2,48.87,16.76,12.31,14.82,0.85,17.49,49,764,1237,30.96,13,1.36,0.73,0.91,"0",178.021978021978,4.49,"0"
"1016",6870,166,1419.22,1740.26,56.28,18.17,11.63,54.96,0.66,19.21,49,1414,1748,51.34,13.59,1.56,0.64,0.86,"0",193.023255813953,5.62,"0"
"1017",6884,239,1391.52,1256.92,73.84,29.18,10.43,115.56,0.55,30.53,50,1384,1246,121.61,12.26,2.8,0.36,0.83,"0",287.951807228916,18.27,"0"
"1018",6887,266,152.65,1676.77,71.6,29.37,11.53,156.44,0.65,30.46,50,138,1672,156.8,12.87,2.55,0.39,0.87,"0",305.747126436782,17.59,"0"
"1019",6889,192,390.55,1772.91,56.28,22.28,10.97,165.16,0.76,22.85,50,380,1769,156.8,11.81,2.03,0.49,0.9,"0",213.333333333333,11.04,"0"
"1020",6894,154,784.9,332.03,46.63,14.28,13.73,70.59,0.89,16.4,51,780,338,52.43,13,1.04,0.96,0.92,"0",167.391304347826,3.4,"0"
"1021",6896,140,1566.32,499.06,45.46,15.54,11.47,73.3,0.85,17,51,1564,507,61.93,12,1.36,0.74,0.92,"0",152.173913043478,5,"0"
"1022",6902,180,604.8,1105.64,53.36,20.85,10.99,61.48,0.79,21.1,51,600,1115,58.57,11.63,1.9,0.53,0.9,"0",200,9.47,"0"
"1023",6904,235,56.84,1513.01,63.11,23.81,12.56,98.31,0.74,24.17,51,53,1501,114.44,13,1.9,0.53,0.92,"0",255.434782608696,11.17,"0"
"1024",6910,227,485.49,426.39,58.77,20.88,13.84,73.25,0.83,21.54,52,481,436,68.2,15,1.51,0.66,0.92,"0",246.739130434783,6.54,"0"
"1025",6912,217,1413.46,501.02,58.28,21.03,13.14,9.97,0.8,22.14,52,1403,503,18.43,14,1.6,0.62,0.91,"0",238.461538461538,8.14,"0"
"1026",6924,345,1531.66,1247.96,87.5,31.08,14.13,6.87,0.57,31.78,52,1516,1250,12.72,17.67,2.2,0.45,0.82,"0",420.731707317073,14.11,"0"
"1027",6930,125,924.34,1687.36,46.28,15.63,10.18,10.4,0.73,16.76,52,916,1691,17.35,12,1.53,0.65,0.84,"0",148.809523809524,4.76,"0"
"1028",6937,121,632.95,1956.55,42.28,14.51,10.62,171.05,0.85,16.16,52,625,1953,158.2,11,1.37,0.73,0.89,"0",135.955056179775,5.16,"0"
"1029",6938,100,1595.25,8.72,36.38,12.18,10.45,133.8,0.95,13.6,53,1591,3,126.03,11,1.16,0.86,0.93,"0",107.52688172043,2.6,"0"
"1030",6942,149,1811.24,285.56,48.28,16.49,11.5,134.71,0.8,17.69,53,1805,279,132.71,13.15,1.43,0.7,0.88,"0",169.318181818182,4.54,"0"
"1031",6946,162,1244.48,715.28,49.94,18.48,11.16,32.43,0.82,19.21,53,1237,721,38.66,12.07,1.66,0.6,0.89,"0",182.022471910112,7.14,"0"
"1032",6966,101,1601.42,114.14,37.46,12.12,10.61,76.86,0.9,13.34,54,1599,108,102.99,10.73,1.14,0.88,0.89,"0",113.483146067416,2.61,"0"
"1033",6968,198,1532.51,198.9,56.77,21.39,11.78,140.3,0.77,22.02,54,1525,190,129.47,13.54,1.82,0.55,0.87,"0",227.586206896552,8.48,"0"
"1034",6970,103,1206,295.34,40.04,12.05,10.88,156.6,0.81,13.6,54,1199,298,36.03,11,1.11,0.9,0.88,"0",117.045454545455,2.6,"0"
"1035",6973,127,660.74,759.5,42.77,13.7,11.81,39.07,0.87,14.87,54,653,761,19.65,12.02,1.16,0.86,0.89,"0",142.696629213483,2.85,"0"
"1036",6975,188,1726.19,917.35,55.36,22.21,10.78,134.92,0.77,23.35,54,1718,909,136.74,11.31,2.06,0.49,0.91,"0",206.593406593407,12.04,"0"
"1037",6980,163,1485.52,1243.77,52.87,19.93,10.42,126.94,0.73,21.63,54,1480,1234,123.69,12.52,1.91,0.52,0.88,"0",185.227272727273,9.11,"0"
"1038",6985,175,1448.53,1494.84,59.7,22.86,9.75,179.13,0.62,23.54,54,1436,1491,167.74,11.82,2.35,0.43,0.81,"0",216.049382716049,11.72,"0"
"1039",6988,229,1193.51,1605.91,72.43,25.95,11.24,46,0.55,29.73,54,1183,1619,42.27,13.73,2.31,0.43,0.77,"0",297.402597402597,16,"0"
"1040",6989,148,1869.79,1648.97,45.94,15.16,12.43,124.44,0.88,16.12,54,1862,1646,150.26,13.19,1.22,0.82,0.91,"0",162.637362637363,2.93,"0"
"1041",6990,103,920.23,1777.48,38.63,11.71,11.2,71.3,0.87,13.6,54,916,1783,53.97,12,1.05,0.96,0.88,"0",117.045454545455,1.6,"0"
"1042",6994,161,709.75,1978.85,48.28,18.13,11.31,163.71,0.87,18.68,54,701,1976,164.48,12,1.6,0.62,0.92,"0",175,6.68,"0"
"1043",7000,264,1186.37,126.23,76.91,23.99,14.01,32.16,0.56,26.63,55,1172,132,34.29,16.97,1.71,0.58,0.78,"0",338.461538461538,9.66,"0"
"1044",7004,138,1891.57,178.62,44.28,13.73,12.8,84.64,0.88,15.3,55,1891,186,78.69,13,1.07,0.93,0.9,"0",153.333333333333,2.3,"0"
"1045",7009,198,582.99,264.26,55.36,20.79,12.12,115.93,0.81,22.36,55,579,254,116.57,12.97,1.72,0.58,0.92,"0",215.217391304348,9.39,"0"
"1046",7011,148,391.82,283.3,48.53,18.31,10.29,142,0.79,19.21,55,385,276,128.66,12.02,1.78,0.56,0.87,"0",170.114942528736,7.19,"0"
"1047",7030,242,594.89,552.74,66.18,23.24,13.26,85.22,0.69,24.52,55,594,541,101.77,13.77,1.75,0.57,0.88,"0",275,10.75,"0"
"1048",7032,148,1900.51,571.68,45.46,14.44,13.05,47.78,0.9,16.4,55,1894,576,37.57,13,1.11,0.9,0.91,"0",162.637362637363,3.4,"0"
"1049",7034,201,1770.76,600.09,56.28,21.76,11.76,66.81,0.8,22.36,55,1765,610,63.43,12.47,1.85,0.54,0.91,"0",220.879120879121,9.89,"0"
"1050",7036,144,217.27,636.42,45.46,16.37,11.2,144.6,0.88,18.03,55,209,632,146.31,12.33,1.46,0.68,0.91,"0",158.241758241758,5.7,"0"
"1051",7051,187,586.74,875.1,52.28,19.28,12.35,112.45,0.86,20.25,55,582,866,122.91,13.58,1.56,0.64,0.9,"0",207.777777777778,6.67,"0"
"1052",7055,213,983.41,909.87,60.77,22.65,11.97,132.26,0.72,23.35,55,976,901,133.26,13.2,1.89,0.53,0.88,"0",242.045454545455,10.15,"0"
"1053",7071,111,1233.61,1150.23,39.21,13.5,10.47,114.45,0.91,14.87,55,1229,1144,132.27,11,1.29,0.78,0.91,"0",121.978021978022,3.87,"0"
"1054",7079,195,1827.05,1280.27,55.7,20.21,12.29,29.76,0.79,21.26,55,1818,1286,41.19,12.97,1.65,0.61,0.9,"0",216.666666666667,8.29,"0"
"1055",7081,201,184.64,1308.56,54.28,19.68,13,67.07,0.86,20.62,55,181,1318,67.17,14,1.51,0.66,0.93,"0",216.129032258065,6.62,"0"
"1056",7086,187,1524.46,1358.68,51.94,19.55,12.18,132.01,0.87,20.25,55,1519,1350,122.91,13.44,1.61,0.62,0.9,"0",207.777777777778,6.81,"0"
"1057",7090,105,1380.44,1424.25,40.63,11.77,11.36,25.35,0.8,13.6,55,1376,1418,126.03,12,1.04,0.97,0.88,"0",119.318181818182,1.6,"0"
"1058",7104,112,1193.12,1599.16,39.21,13.23,10.78,108.75,0.92,14.42,55,1189,1593,123.69,11,1.23,0.81,0.91,"0",123.076923076923,3.42,"0"
"1059",7111,201,250.88,1665.22,53.11,19.51,13.12,19.79,0.9,20.25,55,241,1668,20.22,14,1.49,0.67,0.92,"0",218.478260869565,6.25,"0"
"1060",7114,142,518.38,1677.75,46.97,15.15,11.94,10.41,0.81,17.2,55,511,1683,35.54,12,1.27,0.79,0.92,"0",154.347826086957,5.2,"0"
"1061",7128,209,1270.16,1860.81,59.11,21.44,12.41,65.32,0.75,23.02,55,1263,1870,55.62,13.83,1.73,0.58,0.9,"0",232.222222222222,9.19,"0"
"1062",7130,211,1526.89,1862.1,56.87,21.69,12.38,169.08,0.82,21.84,55,1516,1859,164.05,13,1.75,0.57,0.93,"0",226.881720430108,8.84,"0"
"1063",7133,140,1863.08,1883.06,45.36,15.78,11.29,139.7,0.86,17.46,55,1855,1880,156.37,12.02,1.4,0.72,0.88,"0",159.090909090909,5.44,"0"
"1064",7139,197,419.96,43.15,56.28,21.96,11.42,150.94,0.78,23.6,56,410,37,143.62,12.76,1.92,0.52,0.91,"0",216.483516483516,10.84,"0"
"1065",7150,181,579.26,166.51,57.11,17.74,12.99,16.19,0.7,18.68,56,570,164,164.48,14,1.37,0.73,0.86,"0",210.46511627907,4.68,"0"
"1066",7153,223,545.6,187.8,62.77,21.14,13.43,27.61,0.71,21.63,56,537,194,33.69,15.45,1.57,0.64,0.86,"0",259.302325581395,6.18,"0"
"1067",7167,218,115.37,438.94,59.36,22.71,12.22,144.42,0.78,23.02,56,106,433,145.62,13,1.86,0.54,0.89,"0",244.943820224719,10.02,"0"
"1068",7172,203,473.29,483.55,55.94,21.19,12.2,39.6,0.82,22.2,56,464,490,35.84,13.34,1.74,0.58,0.89,"0",228.089887640449,8.86,"0"
"1069",7178,239,302.94,573.9,65.7,23.83,12.77,173.15,0.7,25.08,56,291,570,156.5,14.47,1.87,0.54,0.85,"0",281.176470588235,10.61,"0"
"1070",7190,373,157.47,705.89,88.43,32.95,14.41,73.34,0.6,32.89,56,150,720,70.46,16.44,2.29,0.44,0.86,"0",433.720930232558,16.45,"0"
"1071",7193,210,1572.72,718.08,57.94,21.92,12.2,155.87,0.79,22.47,56,1563,712,147.72,13.66,1.8,0.56,0.91,"0",230.769230769231,8.81,"0"
"1072",7197,201,1597.26,784.6,54.87,20.97,12.2,72.92,0.84,21.93,56,1593,795,65.77,13,1.72,0.58,0.93,"0",216.129032258065,8.93,"0"
"1073",7209,157,754.89,889.96,48.28,16.62,12.03,1.28,0.85,17.46,56,746,888,166.76,12.97,1.38,0.72,0.89,"0",176.404494382022,4.49,"0"
