"","ID","Area","x","y","Perim.","Major","Minor","angle","Circ.","Feret","Slice","feret_x","feret_y","feret_angle","MinFeret","AR","round","solidity","germination","convex","feret_diff","debris"
"693",6786,168,1391.21,384.55,52.04,16.48,12.98,105.51,0.78,18.38,47,1383,379,135,14,1.27,0.79,0.9,"na",186.666666666667,4.38,"1"
"694",6797,278,1043.87,576.76,118.85,29.05,12.19,44.3,0.25,41.23,47,1028,593,50.91,18.86,2.38,0.42,0.58,"na",479.310344827586,22.37,"1"
"695",6803,271,1490.11,649.64,68.77,21.17,16.3,158.91,0.72,23.02,47,1481,642,145.62,18.68,1.3,0.77,0.85,"na",318.823529411765,4.34,"1"
"696",6804,175,1184.59,724.57,65.01,22.53,9.89,162.19,0.52,23.32,47,1175,718,149.04,12.44,2.28,0.44,0.76,"na",230.263157894737,10.88,"1"
"697",6806,126,1130.67,775.17,45.46,15.16,10.58,47.13,0.77,17.03,47,1125,782,40.24,12.76,1.43,0.7,0.83,"na",151.807228915663,4.27,"1"
"698",6807,273,1080.82,954.53,85.4,31.42,11.06,118.59,0.47,35.85,47,1071,938,120.14,14.85,2.84,0.35,0.75,"na",364,21,"1"
"699",6808,111,788.28,987.53,43.21,16.46,8.59,22.17,0.75,17.8,47,782,994,38.16,9.59,1.92,0.52,0.89,"na",124.719101123596,8.21,"1"
"700",6811,249,471,1620.43,108.77,48.99,6.47,178.87,0.26,48.09,47,445,1618,176.42,8,7.57,0.13,0.76,"na",327.631578947368,40.09,"1"
"701",6814,181,370.99,1651.54,68.43,23.79,9.69,56.75,0.49,26.25,47,364,1664,49.64,13.23,2.46,0.41,0.73,"na",247.945205479452,13.02,"1"
"702",6849,133,607.66,603.57,47.11,18.1,9.35,58.25,0.75,18.6,49,602,611,53.75,10.63,1.94,0.52,0.88,"na",151.136363636364,7.97,"1"
"703",6852,304,976.24,749.02,112.08,46.4,8.34,107.17,0.3,48.27,49,970,724,103.17,10.77,5.56,0.18,0.79,"na",384.810126582278,37.5,"1"
"704",6853,303,988.78,798.14,102.33,42.95,8.98,106.05,0.36,44.01,49,982,777,111.32,10.89,4.78,0.21,0.78,"na",388.461538461538,33.12,"1"
"705",6855,343,1120.96,850.98,97.54,41.71,10.47,141.31,0.45,42.01,49,1103,839,141.77,12.89,3.98,0.25,0.83,"na",413.253012048193,29.12,"1"
"706",6859,162,1729.12,1023.36,54.04,18.14,11.37,7.12,0.7,20.12,49,1720,1029,26.57,11,1.6,0.63,0.89,"na",182.022471910112,9.12,"1"
"707",6865,329,821.91,1350.72,94.81,29.35,14.27,96.82,0.46,32.56,49,818,1334,100.62,15.78,2.06,0.49,0.83,"na",396.385542168675,16.78,"1"
"708",6867,263,857.22,1386.25,82.43,31.02,10.79,91.82,0.49,32.25,49,856,1369,97.13,12.87,2.87,0.35,0.8,"na",328.75,19.38,"1"
"709",6899,491,888.57,986.75,128.12,50.36,12.41,111.28,0.38,48.47,51,879,965,111.8,15.52,4.06,0.25,0.77,"na",637.662337662338,32.95,"1"
"710",6907,116,950.28,85.47,50.18,17.65,8.37,48.19,0.58,20.25,52,946,95,57.09,9.9,2.11,0.47,0.82,"na",141.463414634146,10.35,"1"
"711",6915,380,1202.98,623.52,97.15,39.24,12.33,70.19,0.51,37.36,52,1196,641,74.48,13.6,3.18,0.31,0.86,"na",441.860465116279,23.76,"1"
"712",6919,231,127.81,847.24,68.43,21.81,13.48,9.4,0.62,23.41,52,116,848,19.98,14.51,1.62,0.62,0.86,"na",268.604651162791,8.9,"1"
"713",6931,254,59.28,1722,65.6,22.68,14.26,105.34,0.74,23.77,52,55,1710,112.25,15.66,1.59,0.63,0.86,"na",295.348837209302,8.11,"1"
"714",6933,130,476.41,1728.75,46.97,18.66,8.87,84.09,0.74,18.68,52,475,1738,74.48,9,2.1,0.48,0.91,"na",142.857142857143,9.68,"1"
"715",6951,118,647.79,1121.05,42.38,12.65,11.87,137.81,0.83,14.87,53,641,1116,132.27,12,1.07,0.94,0.9,"na",131.111111111111,2.87,"1"
"716",6986,572,1532.39,1536.45,137.3,62.24,11.7,111.45,0.38,59.24,54,1522,1509,111.8,13.14,5.32,0.19,0.83,"na",689.156626506024,46.1,"1"
"717",7013,379,533.58,316.09,90.91,32.76,14.73,75.98,0.58,34.13,55,533,331,84.96,18.33,2.22,0.45,0.83,"na",456.626506024096,15.8,"1"
"718",7020,430,472.97,422.02,130.12,42.15,12.99,88.27,0.32,45.22,55,468,398,108.03,19,3.24,0.31,0.62,"na",693.548387096774,26.22,"1"
"719",7022,402,700.58,483.87,107.98,38.15,13.42,110.27,0.43,41.18,55,690,468,119.05,17.84,2.84,0.35,0.77,"na",522.077922077922,23.34,"1"
"720",7024,490,500.33,504.82,126.71,42.46,14.69,77.41,0.38,48.66,55,499,525,80.54,21,2.89,0.35,0.69,"na",710.144927536232,27.66,"1"
"721",7028,311,1428.18,546.8,80.81,35.57,11.13,52.2,0.6,33.84,55,1418,561,55.84,12.34,3.2,0.31,0.86,"na",361.627906976744,21.5,"1"
"722",7054,570,722.84,923.95,153.4,36.45,19.91,31.34,0.3,49.04,55,695,932,39.21,30.99,1.83,0.55,0.61,"na",934.426229508197,18.05,"1"
"723",7072,370,1428.18,1171.19,95.15,36.64,12.86,68.44,0.51,36.77,55,1422,1188,67.62,14.86,2.85,0.35,0.84,"na",440.47619047619,21.91,"1"
"724",7084,138,7.78,1345.62,49.36,20.55,8.55,59.19,0.71,20.59,55,3,1355,60.95,9.52,2.4,0.42,0.88,"na",156.818181818182,11.07,"1"
"725",7092,390,1777.72,1469.2,95.64,38.91,12.76,44.43,0.54,38.21,55,1764,1483,42.88,14.6,3.05,0.33,0.84,"na",464.285714285714,23.61,"1"
"726",7112,385,89.31,1674.88,88.91,34.5,14.21,24.54,0.61,34.18,55,73,1680,20.56,17.56,2.43,0.41,0.81,"na",475.308641975309,16.62,"1"
"727",7124,295,1707.23,1841.33,112.61,46.37,8.1,150,0.29,47.43,55,1685,1826,145.3,11.73,5.73,0.17,0.68,"na",433.823529411765,35.7,"1"
"728",7140,502,186.09,64.44,107.64,41.21,15.51,74.09,0.54,40.45,56,186,85,81.47,17.77,2.66,0.38,0.82,"na",612.19512195122,22.68,"1"
"729",7156,325,737.72,271.66,87.74,33,12.54,141.64,0.53,34.71,56,725,259,138.5,16.6,2.63,0.38,0.81,"na",401.234567901235,18.11,"1"
"730",7182,310,824.05,603.57,78.91,32.41,12.18,43.87,0.63,32.56,56,811,614,42.51,13.44,2.66,0.38,0.86,"na",360.46511627907,19.12,"1"
"731",7195,337,514.15,742.46,78.43,29.91,14.35,172.03,0.69,31.78,56,499,737,167.28,15.7,2.08,0.48,0.89,"na",378.651685393258,16.08,"1"
"732",7199,351,574.98,813.98,83.84,33.4,13.38,18.26,0.63,33.11,56,559,820,25.02,14.67,2.5,0.4,0.89,"na",394.38202247191,18.44,"1"
"733",7203,471,375.75,875.89,108.67,45.25,13.25,87.21,0.5,42.95,56,371,855,102.09,15,3.41,0.29,0.84,"na",560.714285714286,27.95,"1"
"734",7204,320,968.63,865.18,83.01,33.96,12,12.34,0.58,32.7,56,954,872,23.43,13.14,2.83,0.35,0.86,"na",372.093023255814,19.56,"1"
"735",7206,529,233.2,891.2,120.85,52.74,12.77,41.86,0.46,50.25,56,214,907,42.58,14.85,4.13,0.24,0.81,"na",653.086419753086,35.4,"1"
"736",7217,597,1035.69,998.25,100.71,33.01,23.03,78.43,0.74,35.74,56,1030,1017,72.07,25,1.43,0.7,0.9,"na",663.333333333333,10.74,"1"
"737",7221,279,566.87,1028.4,71.6,29.45,12.06,158.57,0.68,29.15,56,554,1021,157.83,12.77,2.44,0.41,0.89,"na",313.483146067416,16.38,"1"
"738",7244,299,584.88,1495.41,78.08,32.38,11.76,34.07,0.62,31.76,56,570,1502,28.18,13.4,2.75,0.36,0.84,"na",355.952380952381,18.36,"1"
"739",7270,287,56.02,12.21,69.5,21.88,16.7,46.61,0.75,25.46,57,45,21,45,16.97,1.31,0.76,0.88,"na",326.136363636364,8.49,"1"
"740",7284,329,389.75,175.08,81.6,32.46,12.9,2.83,0.62,31.58,57,374,172,169.05,13.41,2.52,0.4,0.87,"na",378.16091954023,18.17,"1"
"741",7305,266,1467.87,628.9,72.18,29.42,11.51,57.89,0.64,29.41,57,1459,641,54.69,13.15,2.56,0.39,0.84,"na",316.666666666667,16.26,"1"
"742",7309,452,1450.93,700.43,113.74,48.36,11.9,101.95,0.44,46.87,57,1447,679,101.07,13.33,4.06,0.25,0.87,"na",519.540229885057,33.54,"1"
"743",7316,525,1238.14,855.66,124.23,54.9,12.18,69.48,0.43,52.39,57,1227,880,66.37,14.79,4.51,0.22,0.82,"na",640.243902439024,37.6,"1"
"744",7323,302,1882.63,922.74,85.5,29.66,12.96,27.21,0.52,30.89,57,1869,930,29.05,16.99,2.29,0.44,0.77,"na",392.207792207792,13.9,"1"
"745",7327,321,218.33,977.13,80.33,33.7,12.13,126.48,0.63,34.06,57,207,964,130.24,13.78,2.78,0.36,0.86,"na",373.255813953488,20.28,"1"
"746",7332,463,1252.6,1001.74,104.47,44.73,13.18,58.01,0.53,44.41,57,1239,1020,54.16,16.2,3.39,0.29,0.82,"na",564.634146341463,28.21,"1"
"747",7380,422,1368.01,1668.98,94.47,40.69,13.21,50.48,0.59,39.41,57,1356,1685,54.29,14.11,3.08,0.32,0.88,"na",479.545454545455,25.3,"1"
"748",7411,414,601.56,127.13,94.08,31.8,16.57,84.38,0.59,33.53,58,593,114,107.35,21,1.92,0.52,0.81,"na",511.111111111111,12.53,"1"
"749",7414,436,890.52,205.48,110.81,42.84,12.96,34.9,0.45,42.44,58,873,217,34.44,16.49,3.31,0.3,0.74,"na",589.189189189189,25.95,"1"
"750",7430,384,1028.16,459.67,89.4,39,12.54,137.72,0.6,38.95,58,1014,446,138.12,14.11,3.11,0.32,0.88,"na",436.363636363636,24.84,"1"
"751",7454,335,953.29,763.26,82.53,34.5,12.36,93.7,0.62,32.76,58,950,747,102.34,12.51,2.79,0.36,0.91,"na",368.131868131868,20.25,"1"
"752",7459,312,1536.78,796.6,83.25,33.54,11.84,67.82,0.57,34,58,1528,811,61.93,13.6,2.83,0.35,0.85,"na",367.058823529412,20.4,"1"
"753",7460,164,383.17,804.46,52.87,15.84,13.18,41.54,0.74,18.44,58,376,812,40.6,14.69,1.2,0.83,0.85,"na",192.941176470588,3.75,"1"
"754",7508,560,272.5,1691.27,127.4,56.51,12.62,18.41,0.43,53.85,58,248,1701,21.8,14.44,4.48,0.22,0.83,"na",674.698795180723,39.41,"1"
"755",7609,598,683.97,48.92,151.78,28.89,26.35,126.36,0.33,39.81,60,675,34,115.28,34.72,1.1,0.91,0.64,"na",934.375,5.09,"1"
"756",7629,292,1301.14,411.02,76.67,32.31,11.51,36.71,0.62,32.02,60,1289,421,38.66,13.17,2.81,0.36,0.85,"na",343.529411764706,18.85,"1"
"757",7633,469,1031.07,532.43,100.33,33.14,18.02,16.15,0.59,34.93,60,1013,538,13.24,22.12,1.84,0.54,0.82,"na",571.951219512195,12.81,"1"
"758",7637,519,1732.32,568.94,143.2,50.58,13.06,32.37,0.32,57.14,60,1712,584,32.86,19.33,3.87,0.26,0.65,"na",798.461538461538,37.81,"1"
"759",7686,335,670.29,1343.88,82.77,33.15,12.87,77.94,0.61,31.95,60,666,1359,69.86,14.03,2.58,0.39,0.88,"na",380.681818181818,17.92,"1"
"760",7693,275,1212.94,1488.78,74.08,29.63,11.82,68.3,0.63,29.73,60,1208,1503,70.35,13.31,2.51,0.4,0.85,"na",323.529411764706,16.42,"1"
"761",7706,225,431.24,1641.04,61.11,21.76,13.16,47.01,0.76,23.43,60,423,1650,50.19,15.56,1.65,0.6,0.87,"na",258.620689655172,7.87,"1"
"762",7725,386,1592.38,20.12,98.08,40.09,12.26,103.06,0.5,40.16,61,1586,2,108.89,13.95,3.27,0.31,0.82,"na",470.731707317073,26.21,"1"
"763",7730,534,202.6,120.41,140.61,41.68,16.31,8.44,0.34,42.2,61,184,129,13.71,23.28,2.55,0.39,0.71,"na",752.112676056338,18.92,"1"
"764",7758,352,680.76,478.7,85.5,31.96,14.02,32.9,0.61,31.78,61,667,486,24.15,16.83,2.28,0.44,0.79,"na",445.569620253165,14.95,"1"
"765",7772,426,759.15,695.76,104.33,36.34,14.93,112.06,0.49,37.16,61,752,679,113.81,18.14,2.43,0.41,0.78,"na",546.153846153846,19.02,"1"
"766",7777,380,1085.76,758.18,91.4,38.79,12.47,44.29,0.57,38.95,61,1070,772,41.88,14.85,3.11,0.32,0.85,"na",447.058823529412,24.1,"1"
"767",7787,337,160.38,946.09,84.43,31.61,13.58,86.24,0.59,32.76,61,154,930,102.34,15.93,2.33,0.43,0.83,"na",406.024096385542,16.83,"1"
"768",7790,334,416.91,965.33,82.18,35.02,12.14,173.58,0.62,34.37,61,400,964,171.63,13,2.88,0.35,0.9,"na",371.111111111111,21.37,"1"
"769",7826,360,1979.71,1466.54,89.25,38.42,11.93,112.45,0.57,36.89,61,1969,1452,122.83,13.41,3.22,0.31,0.86,"na",418.604651162791,23.48,"1"
"770",7831,306,1542.78,1536.4,79.5,32.74,11.9,28.17,0.61,32.45,61,1530,1546,33.69,14.73,2.75,0.36,0.83,"na",368.674698795181,17.72,"1"
"771",7834,291,1037.8,1596.85,75.94,31.04,11.94,168,0.63,30.08,61,1023,1594,164.58,13.32,2.6,0.38,0.88,"na",330.681818181818,16.76,"1"
"772",7851,548,686.78,1804.62,129.3,53.76,12.98,18.06,0.41,51.26,61,664,1815,20.56,14.86,4.14,0.24,0.84,"na",652.380952380952,36.4,"1"
"773",7854,541,1768.49,1879.95,125.64,48.73,14.14,111.91,0.43,47.93,61,1760,1856,113.36,18.52,3.45,0.29,0.78,"na",693.589743589744,29.41,"1"
"774",7870,475,100.16,97.16,114.95,44.77,13.51,119.18,0.45,46.32,62,90,77,122.66,18.34,3.31,0.3,0.77,"na",616.883116883117,27.98,"1"
"775",7896,554,1270.88,441.24,135.2,36.21,19.48,154.67,0.38,46.65,62,1253,422,149.04,27.75,1.86,0.54,0.64,"na",865.625,18.9,"1"
"776",7936,584,550.97,998.74,153.44,50.5,14.72,101.67,0.31,56.75,62,540,969,104.28,20.15,3.43,0.29,0.68,"na",858.823529411765,36.6,"1"
"777",7945,467,665.04,1116.72,120.81,37.91,15.68,117.88,0.4,43.27,62,650,1101,123.69,21.55,2.42,0.41,0.68,"na",686.764705882353,21.72,"1"
"778",7958,309,774.44,1292.27,79.11,33.2,11.85,97.15,0.62,32.76,62,771,1276,102.34,12.42,2.8,0.36,0.9,"na",343.333333333333,20.34,"1"
"779",7963,288,1879.02,1325.19,73.7,30.33,12.09,174.28,0.67,29.41,62,1865,1321,162.18,12.61,2.51,0.4,0.88,"na",327.272727272727,16.8,"1"
"780",7995,428,289.02,1760.2,116.23,37.94,14.36,75.34,0.4,39.96,62,276,1777,58.3,16.86,2.64,0.38,0.81,"na",528.395061728395,23.1,"1"
"781",8007,481,1752.1,1928.33,124.12,50.76,12.06,62.25,0.39,49.65,62,1740,1949,62.4,14.27,4.21,0.24,0.81,"na",593.827160493827,35.38,"1"
"782",8048,107,1596.29,582.27,41.11,14.52,9.38,175.81,0.8,15.3,63,1589,580,168.69,10.61,1.55,0.65,0.85,"na",125.882352941176,4.69,"1"
"783",8085,100,1074.91,1280.09,42.04,16.75,7.6,110.99,0.71,18.03,63,1070,1273,123.69,8.63,2.2,0.45,0.87,"na",114.942528735632,9.4,"1"
"784",8148,383,599.9,102.3,90.43,30.6,15.94,34.57,0.59,32.65,64,590,115,40.03,21.4,1.92,0.52,0.8,"na",478.75,11.25,"1"
"785",8189,215,379.43,702.69,65.84,20.24,13.53,32.6,0.62,23.71,64,369,705,27.65,15.69,1.5,0.67,0.81,"na",265.432098765432,8.02,"1"
"786",8226,558,186.34,1335.03,148.51,42.48,16.73,143.91,0.32,48.6,64,167,1324,143.37,23.37,2.54,0.39,0.66,"na",845.454545454545,25.23,"1"
"787",8248,526,730.46,1840.8,134.27,48.05,13.94,88.12,0.37,50.8,64,726,1819,100.2,17.47,3.45,0.29,0.7,"na",751.428571428571,33.33,"1"
"788",8301,557,97.03,706.95,93.74,28.13,25.21,52.65,0.8,31.38,65,88,721,59.35,26.16,1.12,0.9,0.91,"na",612.087912087912,5.22,"1"
"789",8381,431,1301.53,188.27,114.23,43.44,12.63,77.69,0.42,46.24,66,1296,211,68.43,17.28,3.44,0.29,0.71,"na",607.042253521127,28.96,"1"
"790",8386,430,778.15,409.19,109.74,42.66,12.84,168.38,0.45,42.45,66,759,406,164.98,15.13,3.32,0.3,0.82,"na",524.390243902439,27.32,"1"
"791",8396,373,493.57,644.05,102.12,44.26,10.73,43.84,0.45,43.14,66,478,659,44.06,13.37,4.12,0.24,0.81,"na",460.493827160494,29.77,"1"
"792",8400,595,200.08,769.04,149.1,56.23,13.47,30.04,0.34,60.46,66,179,786,34.22,20.12,4.17,0.24,0.67,"na",888.059701492537,40.34,"1"
"793",8411,450,635.44,1073.56,107.78,37.95,15.1,61.55,0.49,40.85,66,631,1095,68.46,18.03,2.51,0.4,0.79,"na",569.620253164557,22.82,"1"
"794",8491,315,876.83,640.86,84.08,34.65,11.57,132.97,0.56,34.66,67,864,629,136.17,13.83,2.99,0.33,0.8,"na",393.75,20.83,"1"
"795",8530,340,1076.47,1532.31,79.15,24.88,17.4,137.47,0.68,27.29,67,1068,1520,118.44,20.36,1.43,0.7,0.86,"na",395.348837209302,6.93,"1"
"796",8543,498,1254.98,1803.37,127.3,48.38,13.11,9.16,0.39,48.08,67,1231,1807,16.93,17.09,3.69,0.27,0.7,"na",711.428571428571,30.99,"1"
"797",8582,393,156.47,378.71,87.5,29.89,16.74,40.7,0.65,30.08,68,142,385,15.42,18.98,1.79,0.56,0.8,"na",491.25,11.1,"1"
"798",8610,486,1862.95,801.56,123.44,31.58,19.6,156.71,0.4,40.61,68,1842,804,170.07,24.98,1.61,0.62,0.72,"na",675,15.63,"1"
"799",8617,484,1843.77,826.98,140.81,57.5,10.72,5.48,0.31,55.58,68,1816,831,8.28,14.34,5.37,0.19,0.71,"na",681.69014084507,41.24,"1"
"800",8655,370,380.17,1315.2,89.74,32.1,14.67,28.34,0.58,34.13,68,368,1326,31.83,18.35,2.19,0.46,0.8,"na",462.5,15.78,"1"
"801",8661,579,55.9,1494.56,175.24,63.55,11.6,31.63,0.24,69.07,68,33,1512,34.38,20.43,5.48,0.18,0.59,"na",981.35593220339,48.64,"1"
"802",8665,565,71.39,1572.49,126.57,55.28,13.01,10.27,0.44,54.15,68,45,1575,4.24,14.81,4.25,0.24,0.84,"na",672.619047619048,39.34,"1"
"803",8672,276,146.85,1675.31,68.18,24.23,14.5,26.63,0.75,25.81,68,136,1684,35.54,16.44,1.67,0.6,0.89,"na",310.112359550562,9.37,"1"
"804",8696,380,1854.74,150.07,119.64,47.59,10.17,68.67,0.33,47.76,69,1847,173,70.43,13.99,4.68,0.21,0.71,"na",535.211267605634,33.77,"1"
"805",8760,117,1213.01,1495.7,43.46,12.81,11.63,113.52,0.78,14.42,69,1208,1501,56.31,12,1.1,0.91,0.88,"na",132.954545454545,2.42,"1"
"806",8824,581,420.49,620.98,162.07,69.05,10.71,44.92,0.28,66.47,70,396,642,45,14.14,6.44,0.16,0.68,"na",854.411764705882,52.33,"1"
"807",8837,549,638.05,895.06,147.34,38.54,18.14,132.73,0.32,48.41,70,624,877,128.29,24.7,2.12,0.47,0.67,"na",819.402985074627,23.71,"1"
"808",8930,381,809.25,562.54,92.81,40.31,12.03,136.29,0.56,40.31,71,795,548,133.99,14.14,3.35,0.3,0.85,"na",448.235294117647,26.17,"1"
"809",8954,296,957.02,938.05,70.08,24.48,15.4,27.93,0.76,25.63,71,945,943,20.56,17.49,1.59,0.63,0.87,"na",340.229885057471,8.14,"1"
"810",8969,502,1511.72,1111.34,120.33,54.91,11.64,11.44,0.44,51.42,71,1487,1116,13.5,12.94,4.72,0.21,0.84,"na",597.619047619048,38.48,"1"
"811",9025,151,1497.36,28.83,51.94,15.57,12.35,179.41,0.7,17.49,72,1489,33,30.96,14,1.26,0.79,0.84,"na",179.761904761905,3.49,"1"
"812",9064,351,1291.02,636.2,88.43,36.32,12.3,98.6,0.56,35.9,72,1288,619,102.88,13.45,2.95,0.34,0.85,"na",412.941176470588,22.45,"1"
"813",9090,358,1376.52,942.67,91.01,38.15,11.95,108.13,0.54,37.16,72,1368,926,113.81,12.97,3.19,0.31,0.87,"na",411.494252873563,24.19,"1"
"814",9096,367,471.75,984.75,85.25,26.55,17.6,87.52,0.63,28.18,72,469,999,62.53,20.93,1.51,0.66,0.85,"na",431.764705882353,7.25,"1"
"815",9102,131,1655,1022.97,45.21,14.63,11.4,149.18,0.81,16.4,72,1649,1017,142.43,12,1.28,0.78,0.9,"na",145.555555555556,4.4,"1"
"816",9107,210,1940.85,1117.38,57.36,21.43,12.47,60.91,0.8,22.83,72,1935,1127,61.19,13.6,1.72,0.58,0.91,"na",230.769230769231,9.23,"1"
"817",9168,307,1643.86,1942.46,77.84,29.87,13.09,124.46,0.64,31.91,72,1636,1928,122.2,15.61,2.28,0.44,0.85,"na",361.176470588235,16.3,"1"
"818",9188,513,766.96,239.9,114.67,50.99,12.81,95.48,0.49,48.51,73,764,216,98.3,13.69,3.98,0.25,0.89,"na",576.404494382022,34.82,"1"
"819",9193,506,618.66,309.19,168.07,34.74,18.54,70.72,0.23,38.08,73,612,329,76.33,25.61,1.87,0.53,0.67,"na",755.223880597015,12.47,"1"
"820",9204,395,1462.83,394.47,96.18,42.04,11.96,81.14,0.54,40.26,73,1458,414,75.62,12.65,3.51,0.28,0.88,"na",448.863636363636,27.61,"1"
"821",9205,305,276.71,400.12,77.36,32.67,11.89,104.38,0.64,32.31,73,271,385,111.8,12.61,2.75,0.36,0.89,"na",342.696629213483,19.7,"1"
"822",9213,355,611.91,540.52,81.84,27.27,16.57,73.74,0.67,29.15,73,605,551,59.04,20,1.65,0.61,0.88,"na",403.409090909091,9.15,"1"
"823",9250,321,676.15,1204.01,83.25,24.99,16.36,152.42,0.58,27.86,73,663,1202,158.96,20.3,1.53,0.65,0.82,"na",391.463414634146,7.56,"1"
"824",9252,389,1548.74,1221.09,92.67,38.77,12.77,39.83,0.57,39.62,73,1534,1235,42.95,15.46,3.04,0.33,0.85,"na",457.647058823529,24.16,"1"
"825",9275,383,530.39,1769.13,91.11,39.54,12.33,83.8,0.58,37.66,73,526,1787,79.29,13.5,3.21,0.31,0.88,"na",435.227272727273,24.16,"1"
"826",9279,536,1453.69,1843.16,127.2,57.1,11.95,121.59,0.42,54.92,73,1438,1820,123.11,13.84,4.78,0.21,0.82,"na",653.658536585366,41.08,"1"
"827",9294,246,226.76,38.25,65.84,19.58,15.99,63.81,0.71,21.21,74,226,28,98.13,17.89,1.22,0.82,0.86,"na",286.046511627907,3.32,"1"
"828",9306,385,1031.87,216.56,89.5,34.48,14.22,11.42,0.6,34.48,74,1015,221,16.86,17.42,2.43,0.41,0.83,"na",463.855421686747,17.06,"1"
"829",9314,438,115.06,258.16,104.91,44.49,12.53,166.11,0.5,42.72,74,95,251,159.44,13.82,3.55,0.28,0.85,"na",515.294117647059,28.9,"1"
"830",9318,381,1653.78,346.69,99.4,28.29,17.15,1.83,0.48,29.61,74,1639,348,11.69,21.96,1.65,0.61,0.76,"na",501.315789473684,7.65,"1"
"831",9327,443,661.5,432.52,95.98,38.47,14.66,21.53,0.6,37.34,74,644,439,20.38,16.34,2.62,0.38,0.84,"na",527.380952380952,21,"1"
"832",9333,470,1483.49,556.45,113.2,51.49,11.62,147.33,0.46,49.24,74,1463,544,150.83,13.33,4.43,0.23,0.82,"na",573.170731707317,35.91,"1"
"833",9335,445,1142.87,596.69,105.6,46.7,12.13,89.5,0.5,44.18,74,1140,575,95.19,12,3.85,0.26,0.9,"na",494.444444444444,32.18,"1"
"834",9343,446,1088.23,659.61,108.12,48.32,11.75,130.16,0.48,46.4,74,1075,641,127.12,13.58,4.11,0.24,0.84,"na",530.952380952381,32.82,"1"
"835",9349,366,260.86,800.57,89.01,37.21,12.52,10.77,0.58,36.22,74,243,805,6.34,13.56,2.97,0.34,0.86,"na",425.581395348837,22.66,"1"
"836",9351,342,562.06,848.18,84.23,35.72,12.19,43.43,0.61,34.71,74,549,860,41.5,13.44,2.93,0.34,0.87,"na",393.103448275862,21.27,"1"
"837",9359,318,1276.06,963.88,83.98,35.89,11.28,142.68,0.57,35.23,74,1261,954,145.41,12.99,3.18,0.31,0.84,"na",378.571428571429,22.24,"1"
"838",9362,364,11.7,1001.85,88.91,32.13,14.42,100.67,0.58,35.34,74,4,986,115.11,16.53,2.23,0.45,0.85,"na",428.235294117647,18.81,"1"
"839",9404,534,1781.34,1750.07,121.3,28.73,23.67,160.77,0.46,36.35,74,1767,1761,7.91,28.5,1.21,0.82,0.75,"na",712,7.85,"1"
"840",9419,427,549.24,1929.59,98.71,42.99,12.65,127.71,0.55,42.2,74,535,1913,126.33,13.7,3.4,0.29,0.87,"na",490.804597701149,28.5,"1"
"841",9430,372,834.49,257.68,97.15,38.99,12.15,25.42,0.5,39.82,75,818,267,28.5,15.08,3.21,0.31,0.81,"na",459.259259259259,24.74,"1"
"842",9451,287,1449.04,546.36,76.57,33.17,11.02,47,0.62,32.56,75,1438,559,47.49,12.38,3.01,0.33,0.84,"na",341.666666666667,20.18,"1"
"843",9474,282,1207.79,698.7,71.84,30.33,11.84,130.42,0.69,30.41,75,1197,688,133.67,13.4,2.56,0.39,0.87,"na",324.137931034483,17.01,"1"
"844",9478,515,1793.27,787.49,125.88,42.19,15.54,86.51,0.41,45.88,75,1786,811,73.54,19.81,2.71,0.37,0.74,"na",695.945945945946,26.07,"1"
"845",9496,546,1097.86,1018.89,108.12,36.49,19.05,114.99,0.59,37.36,75,1092,1001,105.52,20.12,1.91,0.52,0.85,"na",642.352941176471,17.24,"1"
"846",9517,382,191.94,1355.71,90.33,28.7,16.95,66.9,0.59,31.06,75,184,1369,56.82,19.99,1.69,0.59,0.81,"na",471.604938271605,11.07,"1"
"847",9518,405,235.85,1363.8,104.57,36.91,13.97,5.02,0.47,38.33,75,215,1367,15.12,17.77,2.64,0.38,0.8,"na",506.25,20.56,"1"
"848",9550,300,1948.76,1703.03,95.15,27.41,13.94,171.88,0.42,32.65,75,1937,1696,152.65,19,1.97,0.51,0.69,"na",434.782608695652,13.65,"1"
"849",9559,560,1310.99,1852.96,134.17,59.96,11.89,54.92,0.39,58.26,75,1294,1874,50.57,14.09,5.04,0.2,0.79,"na",708.860759493671,44.17,"1"
"850",9585,487,1505.2,190.04,112.57,48.97,12.66,167.13,0.48,46.84,76,1482,184,163.89,13.97,3.87,0.26,0.84,"na",579.761904761905,32.87,"1"
"851",9618,115,34.45,575.64,39.8,13.1,11.18,31.89,0.91,14.76,76,28,580,28.3,11,1.17,0.85,0.93,"na",123.655913978495,3.76,"1"
"852",9634,388,84.31,768.45,89.64,37.8,13.07,127.26,0.61,37.22,76,75,752,120.7,15.24,2.89,0.35,0.85,"na",456.470588235294,21.98,"1"
"853",9637,115,144.13,811.33,42.63,15.41,9.5,153.83,0.8,16.64,76,137,806,147.26,10.79,1.62,0.62,0.87,"na",132.183908045977,5.85,"1"
"854",9645,184,39.26,927.67,56.43,19.35,12.11,136.36,0.73,20.81,76,30,923,144.78,13.2,1.6,0.63,0.89,"na",206.741573033708,7.61,"1"
"855",9651,337,1938.61,1034.43,88.81,36.62,11.72,38.33,0.54,36.4,76,1924,1045,37.18,14.18,3.12,0.32,0.81,"na",416.049382716049,22.22,"1"
