ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Solidity,Convex,FeretRatio,Germinated,Debris
605,157,46.63,17.5,11.42,0.91,17.72,11.0,1.53,0.94,167,0.621,0,0
606,135,50.28,18.56,9.26,0.67,18.68,9.0,2.0,0.91,148,0.482,0,0
607,127,41.8,15.23,10.62,0.91,16.12,11.0,1.43,0.94,135,0.682,0,0
608,135,43.21,15.54,11.06,0.91,16.4,11.38,1.4,0.93,145,0.694,0,0
609,168,47.46,17.34,12.34,0.94,18.03,12.0,1.41,0.95,176,0.666,0,0
610,165,51.11,18.54,11.33,0.79,19.1,12.0,1.64,0.9,183,0.628,0,0
611,159,47.7,17.67,11.46,0.88,18.44,12.52,1.54,0.92,172,0.679,0,0
612,164,47.46,17.31,12.07,0.92,18.03,12.0,1.43,0.93,176,0.666,0,0
613,160,48.87,17.64,11.55,0.84,18.6,12.97,1.53,0.91,175,0.697,0,0
614,164,47.7,18.08,11.55,0.91,18.87,12.52,1.57,0.93,176,0.663,0,0
615,171,48.63,17.7,12.3,0.91,18.38,12.0,1.44,0.95,180,0.653,0,0
616,172,49.46,17.61,12.44,0.88,18.44,12.0,1.42,0.92,186,0.651,0,0
617,147,47.7,17.32,10.81,0.81,18.36,11.63,1.6,0.89,165,0.633,0,0
618,170,49.7,18.45,11.73,0.86,19.85,12.42,1.57,0.93,182,0.626,0,0
619,148,46.28,17.38,10.85,0.87,18.44,11.93,1.6,0.91,162,0.647,0,0
620,168,50.28,19.24,11.12,0.83,20.25,12.07,1.73,0.92,182,0.596,0,0
621,138,44.04,15.71,11.18,0.89,16.49,11.0,1.4,0.92,150,0.667,0,0
622,178,50.53,19.4,11.68,0.88,20.62,12.02,1.66,0.93,191,0.583,0,0
623,140,44.28,16.74,10.65,0.9,18.03,11.31,1.57,0.92,152,0.627,0,0
624,331,80.77,32.32,13.04,0.64,31.05,13.78,2.48,0.87,380,0.444,-1,1
625,137,46.28,15.91,10.97,0.8,16.76,11.0,1.45,0.9,152,0.656,0,0
626,169,51.11,19.76,10.89,0.81,21.1,12.02,1.82,0.92,183,0.57,0,0
627,334,86.18,37.7,11.28,0.57,36.5,12.0,3.34,0.9,371,0.329,-1,1
628,170,48.87,17.84,12.14,0.89,19.24,13.0,1.47,0.92,184,0.676,0,0
629,162,49.6,18.52,11.14,0.83,19.31,11.71,1.66,0.88,184,0.606,0,0
630,127,42.87,15.15,10.68,0.87,16.55,11.63,1.42,0.9,141,0.703,0,0
631,228,65.84,27.48,10.56,0.66,27.46,12.16,2.6,0.87,262,0.443,-1,1
632,120,42.04,15.33,9.97,0.85,16.4,11.09,1.54,0.9,133,0.676,0,0
633,153,46.87,17.18,11.34,0.88,18.03,12.0,1.52,0.91,168,0.666,0,0
