ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,germination
5257,444,143.34,58.24,9.71,0.27,60.8,14.2,6.0,1
5353,451,137.44,46.84,12.26,0.3,52.33,19.53,3.82,1
367,312,88.083,32.036,12.4,0.505,33.971,16.523,2.584,1
5888,478,153.05,62.1,9.8,0.26,64.33,14.16,6.34,1
6706,377,114.81,39.04,12.3,0.36,44.6,17.75,3.17,1
4966,326,102.23,36.91,11.25,0.39,39.0,15.98,3.28,1
4910,294,99.25,40.54,9.23,0.38,40.8,13.05,4.39,1
4855,426,125.88,49.46,10.97,0.34,51.89,16.37,4.51,1
3825,570,186.21,71.29,10.18,0.21,78.52,16.4,7.0,1
2330,251,94.912,35.169,9.087,0.35,39.623,12.284,3.87,1
2214,341,106.468,39.436,11.01,0.378,43.909,15.941,3.582,1
5737,463,133.3,41.28,14.28,0.33,47.76,20.77,2.89,1
8283,470,127.15,54.04,11.07,0.37,53.24,13.89,4.88,1
2356,306,112.711,40.758,9.559,0.303,48.01,13.844,4.264,1
2129,274,91.497,36.455,9.57,0.411,36.401,12.102,3.809,1
5667,370,112.81,44.18,10.66,0.37,47.43,15.02,4.14,1
5770,209,81.5,32.89,8.09,0.4,33.54,12.26,4.06,1
225,436,145.095,49.441,11.228,0.26,52.202,19.77,4.403,1
484,298,89.154,34.408,11.027,0.471,35.805,14.234,3.12,1
4400,238,82.53,33.05,9.17,0.44,33.62,12.53,3.6,1
4822,514,154.75,38.79,16.87,0.27,51.62,25.69,2.3,1
6429,344,95.5,34.72,12.62,0.47,37.16,17.02,2.75,1
8590,211,74.43,30.04,8.94,0.48,30.08,12.16,3.36,1
9544,266,95.3,35.88,9.44,0.37,36.62,13.21,3.8,1
305,406,113.196,33.619,15.376,0.398,37.855,17.765,2.186,1
2472,290,95.74,34.995,10.551,0.398,38.471,14.883,3.317,1
224,333,98.125,36.76,11.534,0.435,39.699,15.556,3.187,1
212,294,98.811,28.077,13.332,0.378,32.016,19.4,2.106,1
8721,352,106.81,42.88,10.45,0.39,42.45,14.96,4.1,1
478,348,100.711,37.429,11.838,0.431,38.419,16.163,3.162,1
6898,356,112.91,46.95,9.65,0.35,47.54,13.68,4.86,1
4978,469,151.1,57.15,10.45,0.26,62.65,15.02,5.47,1
5137,528,123.2,40.49,16.6,0.44,46.04,22.09,2.44,1
4948,345,102.43,40.09,10.96,0.41,43.17,14.6,3.66,1
5162,256,86.67,31.22,10.44,0.43,32.39,14.7,2.99,1
4103,368,102.91,38.51,12.17,0.44,40.71,17.11,3.16,1
4181,515,154.02,52.78,12.42,0.27,59.67,17.97,4.25,1
282,376,115.882,39.791,12.031,0.352,42.059,16.91,3.307,1
173,509,152.024,55.785,11.617,0.277,58.31,16.678,4.802,1
4325,304,86.08,33.23,11.65,0.52,35.51,14.76,2.85,1
6190,232,75.84,29.45,10.03,0.51,31.06,12.94,2.94,1
4088,399,123.05,50.35,10.09,0.33,51.08,13.42,4.99,1
4638,372,109.74,44.18,10.72,0.39,44.6,14.77,4.12,1
4108,467,155.44,51.11,11.63,0.24,64.51,18.4,4.39,1
8286,425,132.41,59.49,9.1,0.3,58.9,12.27,6.54,1
3944,559,162.12,49.06,14.51,0.27,56.3,25.52,3.38,1
518,343,99.054,40.27,10.845,0.439,41.049,14.885,3.713,1
5939,446,134.61,49.72,11.42,0.31,52.35,15.8,4.35,1
2251,430,157.095,48.891,11.198,0.219,60.166,21.907,4.366,1
6649,378,102.37,36.69,13.12,0.45,39.85,18.08,2.8,1
9750,391,109.4,43.97,11.32,0.41,46.1,13.79,3.88,1
9844,328,91.84,36.02,11.59,0.49,37.48,14.95,3.11,1
6275,323,101.4,36.18,11.37,0.39,37.48,16.26,3.18,1
170,558,175.64,65.162,10.903,0.227,72.993,17.533,5.977,1
2318,319,91.598,36.965,10.988,0.478,36.674,14.0,3.364,1
5166,438,148.61,56.15,9.93,0.25,59.14,15.65,5.65,1
8841,277,81.15,30.43,11.59,0.53,32.8,14.68,2.63,1
3801,548,181.2,61.65,11.32,0.21,72.37,18.08,5.45,1
6157,237,79.4,31.78,9.5,0.47,33.29,13.31,3.35,1
4432,415,109.05,42.09,12.55,0.44,45.19,16.83,3.35,1
4107,421,110.81,41.96,12.77,0.43,44.27,17.42,3.28,1
3848,482,140.71,51.77,11.85,0.31,55.08,16.45,4.37,1
5359,445,140.37,51.85,10.93,0.28,58.82,16.41,4.75,1
5927,513,157.92,61.72,10.58,0.26,63.98,16.68,5.83,1
5139,218,68.53,24.73,11.22,0.58,26.48,13.0,2.2,1
3843,541,169.68,45.02,15.3,0.24,57.56,23.0,2.94,1
517,310,88.326,37.32,10.576,0.499,37.59,13.714,3.529,1
8304,435,140.17,60.55,9.15,0.28,61.55,13.41,6.62,1
8270,508,142.95,59.58,10.86,0.31,58.69,15.29,5.49,1
7539,532,154.61,55.56,12.19,0.28,60.83,18.96,4.56,1
7097,358,100.81,39.58,11.52,0.44,39.96,14.71,3.44,1
2995,255,92.326,34.209,9.491,0.376,37.216,15.346,3.604,1
8710,460,142.27,52.92,11.07,0.29,57.14,17.56,4.78,1
4642,415,136.23,56.26,9.39,0.28,57.87,14.67,5.99,1
4586,431,144.41,50.2,10.93,0.26,55.04,16.2,4.59,1
4995,495,129.3,42.57,14.8,0.37,46.69,18.9,2.88,1
155,383,112.711,38.183,12.771,0.379,44.418,17.716,2.99,1
4459,438,126.91,54.35,10.26,0.34,54.45,14.1,5.3,1
4570,480,153.92,52.59,11.62,0.25,60.14,18.35,4.53,1
4332,541,169.38,66.95,10.29,0.24,73.24,16.16,6.51,1
7129,448,134.47,56.73,10.06,0.31,55.73,14.78,5.64,1
6218,384,136.17,50.69,9.65,0.26,52.35,15.72,5.25,1
7697,504,159.4,68.82,9.32,0.25,68.07,13.35,7.38,1
6764,467,124.85,34.39,17.29,0.38,41.63,25.11,1.99,1
4049,362,92.81,34.77,13.25,0.53,36.72,17.27,2.62,1
4411,541,158.07,51.82,13.29,0.27,58.82,20.46,3.9,1
5797,275,92.67,33.59,10.42,0.4,35.44,13.93,3.22,1
9499,425,137.15,56.31,9.61,0.28,55.08,14.03,5.86,1
4463,507,148.71,61.06,10.57,0.29,59.2,14.69,5.78,1
5264,530,154.99,62.19,10.85,0.28,66.4,16.94,5.73,1
2240,313,101.983,36.97,10.78,0.378,39.205,15.431,3.43,1
3752,572,191.54,72.25,10.08,0.2,81.1,15.98,7.17,1
8287,526,160.17,68.0,9.85,0.26,69.32,14.76,6.9,1
6135,577,161.14,71.13,10.33,0.28,70.77,14.98,6.89,1
8713,524,149.15,66.5,10.03,0.3,65.19,13.8,6.63,1
2529,212,75.598,25.583,10.551,0.466,28.46,13.532,2.425,1
2371,383,122.125,37.076,13.153,0.323,45.277,18.008,2.819,1
6050,447,111.64,39.87,14.28,0.45,44.1,19.89,2.79,1
8810,511,160.27,61.88,10.51,0.25,66.53,17.76,5.89,1
7608,490,155.68,50.51,12.35,0.25,61.66,19.89,4.09,1
8894,481,142.27,50.12,12.22,0.3,54.67,18.16,4.1,1
5948,341,103.74,36.49,11.9,0.4,40.71,18.03,3.07,1
7852,339,95.15,36.39,11.86,0.47,39.0,15.18,3.07,1
6056,490,139.1,53.27,11.71,0.32,55.47,18.75,4.55,1
3833,486,144.99,62.98,9.82,0.29,60.96,13.91,6.41,1
5201,254,88.81,34.07,9.49,0.4,36.12,13.7,3.59,1
8284,443,128.81,51.15,11.03,0.34,54.74,14.8,4.64,1
2213,362,115.983,37.86,12.174,0.338,41.773,17.007,3.11,1
373,450,127.054,45.695,12.539,0.35,46.573,18.341,3.644,1
6923,337,110.81,42.41,10.12,0.34,45.19,14.61,4.19,1
4483,496,146.61,60.19,10.49,0.29,62.77,15.15,5.74,1
6083,438,150.61,56.52,9.87,0.24,63.69,14.93,5.73,1
5332,425,136.51,56.55,9.57,0.29,56.94,16.4,5.91,1
4998,244,105.05,33.99,9.14,0.28,39.96,15.42,3.72,1
2629,237,73.255,25.757,11.715,0.555,27.459,14.598,2.199,1
5091,493,157.82,60.19,10.43,0.25,66.29,16.46,5.77,1
8827,443,127.78,43.64,12.93,0.34,49.65,18.4,3.38,1
3001,313,106.711,39.995,9.964,0.345,44.553,14.347,4.014,1
5017,244,84.57,30.96,10.03,0.43,33.24,13.88,3.09,1
3420,386,141.924,61.141,8.038,0.241,62.61,12.856,7.606,1
5796,305,95.98,35.33,10.99,0.42,36.36,14.38,3.21,1
5718,388,105.74,33.29,14.84,0.44,35.81,19.72,2.24,1
4361,302,108.23,32.8,11.72,0.32,39.96,17.75,2.8,1
9532,210,62.87,24.03,11.13,0.67,25.0,12.0,2.16,1
5782,369,92.57,33.98,13.83,0.54,36.06,17.31,2.46,1
2328,283,94.912,37.132,9.704,0.395,40.522,13.408,3.827,1
3183,206,69.598,26.928,9.74,0.534,28.32,12.69,2.765,1
5033,357,111.88,46.75,9.72,0.36,45.69,13.71,4.81,1
8589,343,90.33,33.92,12.88,0.53,33.42,15.95,2.63,1
4164,216,77.6,28.61,9.61,0.45,30.08,14.31,2.98,1
6962,311,104.71,42.62,9.29,0.36,43.86,13.79,4.59,1
5851,297,90.77,36.93,10.24,0.45,36.5,12.0,3.61,1
5223,453,118.71,42.14,13.69,0.4,43.57,18.33,3.08,1
2882,229,70.669,28.304,10.302,0.576,28.844,12.907,2.748,1
5240,472,145.98,61.33,9.8,0.28,62.97,14.52,6.26,1
4152,381,136.12,50.09,9.68,0.26,55.36,14.93,5.17,1
5816,581,174.45,72.76,10.17,0.24,75.21,16.0,7.16,1
4877,540,152.71,65.26,10.53,0.29,63.79,15.92,6.2,1
3155,302,95.941,38.111,10.089,0.412,38.275,13.134,3.777,1
4173,205,74.18,28.89,9.04,0.47,29.27,12.0,3.2,1
6192,498,147.14,52.92,11.98,0.29,57.8,19.02,4.42,1
340,308,86.669,36.096,10.864,0.515,36.359,13.101,3.322,1
8200,493,160.37,61.3,10.24,0.24,65.31,15.79,5.99,1
9796,340,100.91,38.58,11.22,0.42,39.2,15.0,3.44,1
6091,492,143.3,56.34,11.12,0.3,55.58,14.02,5.07,1
5281,519,165.2,65.24,10.13,0.24,69.58,15.45,6.44,1
2367,327,111.255,44.443,9.368,0.332,48.052,12.623,4.744,1
3879,408,144.55,61.85,8.4,0.25,62.94,11.31,7.36,1
3028,252,88.225,31.063,10.329,0.407,32.802,14.142,3.007,1
3061,293,83.012,30.316,12.306,0.534,32.802,15.809,2.464,1
4883,545,150.61,58.9,11.78,0.3,61.77,18.33,5.0,1
3153,424,147.539,41.314,13.067,0.245,51.624,21.0,3.162,1
407,300,93.255,38.399,9.947,0.433,40.249,13.022,3.86,1
2270,405,148.853,40.2,12.827,0.23,44.822,18.821,3.134,1
8392,546,156.17,56.95,12.21,0.28,61.1,18.84,4.67,1
406,391,112.326,45.074,11.045,0.389,43.417,13.0,4.081,1
2082,417,154.752,54.77,9.694,0.219,60.539,16.1,5.65,1
8775,499,151.54,61.53,10.33,0.27,63.91,17.92,5.96,1
4453,373,119.64,42.79,11.1,0.33,46.62,15.04,3.86,1
4114,330,96.91,37.95,11.07,0.44,40.85,14.45,3.43,1
8269,521,154.99,66.68,9.95,0.27,66.29,15.01,6.7,1
7928,453,140.95,60.29,9.57,0.29,58.19,12.97,6.3,1
3423,241,96.083,36.688,8.364,0.328,37.162,11.931,4.387,1
4640,351,99.74,36.84,12.13,0.44,40.31,16.77,3.04,1
384,419,107.054,39.057,13.659,0.459,41.881,19.444,2.859,1
3911,318,114.43,44.43,9.11,0.31,47.27,12.0,4.88,1
3172,402,114.368,48.121,10.637,0.386,47.011,14.142,4.524,1
8876,318,102.12,44.14,9.17,0.38,44.2,11.96,4.81,1
8745,507,158.27,62.08,10.4,0.25,65.76,17.23,5.97,1
5404,354,102.67,41.28,10.92,0.42,42.06,14.71,3.78,1
2278,417,133.782,47.337,11.216,0.293,50.359,19.0,4.22,1
4423,398,116.61,49.49,10.24,0.37,49.52,12.72,4.83,1
6908,332,99.3,39.72,10.64,0.42,41.77,13.77,3.73,1
4476,471,156.41,52.34,11.46,0.24,56.4,19.09,4.57,1
3918,497,175.34,54.96,11.51,0.2,71.47,19.22,4.77,1
4938,443,135.88,44.37,12.71,0.3,51.55,19.6,3.49,1
4991,526,157.4,61.03,10.97,0.27,60.53,15.0,5.56,1
5787,432,133.78,54.02,10.18,0.3,54.82,14.96,5.31,1
6142,454,129.88,42.33,13.65,0.34,46.53,19.66,3.1,1
9540,328,102.23,43.98,9.5,0.39,43.83,12.7,4.63,1
8300,455,137.54,55.55,10.43,0.3,59.2,16.0,5.33,1
175,290,96.569,31.394,11.761,0.391,33.242,15.0,2.669,1
5286,495,147.34,58.91,10.7,0.29,61.52,16.97,5.51,1
4373,458,150.65,65.1,8.96,0.25,63.81,13.36,7.27,1
891,561,119.74,48.88,14.613,0.492,48.703,16.53,3.345,1
4200,304,85.15,35.12,11.02,0.53,36.07,13.44,3.19,1
9379,370,113.78,37.08,12.71,0.36,43.32,17.82,2.92,1
6488,362,112.61,39.74,11.6,0.36,44.38,17.77,3.43,1
4086,323,95.25,38.63,10.65,0.45,37.34,13.0,3.63,1
3805,586,193.2,72.93,10.23,0.2,82.3,15.75,7.13,1
2640,242,78.426,29.892,10.308,0.494,31.321,12.969,2.9,1
9423,309,100.81,38.51,10.22,0.38,39.92,13.99,3.77,1
4977,483,143.44,55.61,11.06,0.3,61.29,17.8,5.03,1
419,349,92.326,34.663,12.819,0.515,36.139,16.313,2.704,1
8881,513,146.02,58.9,11.09,0.3,57.57,14.8,5.31,1
7545,500,151.34,46.74,13.62,0.27,52.92,20.72,3.43,1
3809,502,168.85,56.15,11.38,0.22,70.77,19.4,4.93,1
5441,395,113.15,45.53,11.05,0.39,47.43,14.83,4.12,1
7596,514,158.51,55.64,11.76,0.26,64.63,18.2,4.73,1
4935,428,131.88,50.27,10.84,0.31,51.79,15.72,4.64,1
461,324,88.326,33.35,12.37,0.522,33.541,14.467,2.696,1
458,341,99.64,39.173,11.084,0.432,41.037,14.44,3.534,1
7572,379,117.2,52.91,9.12,0.35,51.09,13.04,5.8,1
3838,421,135.64,45.86,11.69,0.29,50.6,16.87,3.92,1
7180,353,106.23,39.82,11.29,0.39,42.54,16.19,3.53,1
8689,365,91.5,34.04,13.65,0.55,34.93,16.27,2.49,1
3158,308,105.296,40.523,9.677,0.349,41.881,13.154,4.187,1
475,321,95.296,40.374,10.123,0.444,41.231,13.182,3.988,1
4477,363,103.74,42.09,10.98,0.42,42.38,14.15,3.83,1
5022,351,103.05,36.26,12.32,0.42,40.8,16.67,2.94,1
5310,264,91.4,39.5,8.51,0.4,39.2,12.73,4.64,1
6881,311,78.91,31.76,12.47,0.63,32.8,14.35,2.55,1
4733,330,104.43,41.56,10.11,0.38,41.23,14.0,4.11,1
6605,325,95.15,34.78,11.9,0.45,37.7,15.12,2.92,1
5986,464,145.44,57.86,10.21,0.28,60.37,15.39,5.67,1
3181,428,165.865,54.323,10.032,0.195,61.62,17.634,5.415,1
8771,528,162.12,60.31,11.15,0.25,63.25,19.52,5.41,1
8656,385,102.67,37.76,12.98,0.46,38.91,14.32,2.91,1
4454,393,117.78,51.03,9.81,0.36,51.74,12.98,5.2,1
2896,265,78.184,29.898,11.285,0.545,31.385,14.426,2.649,1
6621,336,99.64,38.7,11.05,0.43,39.92,15.06,3.5,1
2130,312,109.841,31.586,12.577,0.325,39.825,19.755,2.512,1
2231,299,104.326,33.491,11.367,0.345,39.446,16.78,2.946,1
7528,512,143.74,57.19,11.4,0.31,60.53,16.98,5.02,1
4961,296,111.25,37.95,9.93,0.3,43.32,15.33,3.82,1
9336,435,124.85,51.1,10.84,0.35,52.33,16.81,4.71,1
8184,305,84.43,34.19,11.36,0.54,33.73,13.73,3.01,1
5361,371,108.81,39.72,11.89,0.39,42.72,17.39,3.34,1
4205,328,103.88,38.64,10.81,0.38,41.77,16.14,3.58,1
4776,425,126.51,41.36,13.08,0.33,47.51,17.19,3.16,1
3109,346,101.64,39.014,11.292,0.421,41.11,14.754,3.455,1
6164,488,135.05,52.89,11.75,0.34,57.43,17.93,4.5,1
2073,309,116.711,39.873,9.867,0.285,45.891,15.544,4.041,1
3188,478,176.953,48.717,12.493,0.192,61.188,20.917,3.9,1
6555,315,106.12,44.13,9.09,0.35,45.61,12.57,4.86,1
7669,550,163.2,54.51,12.85,0.26,60.67,22.66,4.24,1
8772,328,102.91,34.12,12.24,0.39,37.48,16.91,2.79,1
4871,527,158.37,64.17,10.46,0.26,66.64,15.93,6.14,1
4437,301,105.3,42.08,9.11,0.34,45.49,12.35,4.62,1
3020,278,88.669,25.658,13.795,0.444,29.682,18.627,1.86,1
5891,389,93.01,35.12,14.1,0.57,37.16,18.01,2.49,1
8426,384,107.64,42.55,11.49,0.42,43.32,14.53,3.7,1
4652,540,161.14,67.36,10.21,0.26,68.77,14.34,6.6,1
2118,326,102.083,36.246,11.452,0.393,39.319,14.0,3.165,1
180,480,158.451,65.071,9.392,0.24,65.947,15.389,6.928,1
3803,424,147.48,61.73,8.75,0.24,61.72,14.41,7.06,1
7698,498,151.44,58.19,10.9,0.27,59.94,15.33,5.34,1
2430,298,83.497,30.457,12.458,0.537,33.302,16.169,2.445,1
3889,573,184.21,72.47,10.07,0.21,75.0,17.4,7.2,1
156,503,161.296,57.757,11.089,0.243,60.299,15.793,5.209,1
4633,330,100.71,36.85,11.4,0.41,39.7,15.94,3.23,1
6182,449,137.54,42.18,13.55,0.3,50.09,20.68,3.11,1
4999,424,123.05,48.08,11.23,0.35,49.65,15.0,4.28,1
6345,209,78.33,29.07,9.16,0.43,30.0,13.44,3.17,1
5220,428,152.47,58.04,9.39,0.23,62.17,14.28,6.18,1
6120,264,95.5,34.89,9.63,0.36,36.67,13.0,3.62,1
4025,425,119.98,44.98,12.03,0.37,49.4,18.13,3.74,1
178,502,162.995,42.499,15.04,0.237,54.129,25.715,2.826,1
4499,395,117.64,40.98,12.27,0.36,45.65,15.45,3.34,1
5243,470,149.92,54.59,10.96,0.26,58.69,19.02,4.98,1
2378,331,113.196,37.94,11.108,0.325,44.385,15.945,3.415,1
4573,559,151.68,58.71,12.12,0.31,61.13,18.17,4.84,1
4330,520,168.99,44.14,15.0,0.23,64.47,24.41,2.94,1
3447,395,139.439,56.355,8.924,0.255,59.093,14.896,6.315,1
471,335,96.811,37.237,11.455,0.449,38.601,16.191,3.251,1
3867,511,192.85,79.63,8.17,0.17,81.3,12.26,9.75,1
4151,364,95.25,39.29,11.8,0.5,39.46,14.14,3.33,1
6628,251,82.91,35.23,9.07,0.46,34.66,12.49,3.88,1
6950,355,101.5,37.04,12.2,0.43,41.18,16.07,3.04,1
3795,532,183.48,73.83,9.17,0.2,79.48,15.98,8.05,1
4324,507,162.99,69.17,9.33,0.24,70.26,14.76,7.41,1
7580,549,158.85,62.84,11.12,0.27,64.85,16.24,5.65,1
4937,505,138.61,42.03,15.3,0.33,51.97,23.01,2.75,1
2333,207,78.083,31.001,8.502,0.427,32.802,11.514,3.646,1
5189,485,147.92,54.41,11.35,0.28,58.83,17.37,4.79,1
6046,428,120.37,47.78,11.4,0.37,48.84,16.24,4.19,1
5900,393,105.88,42.76,11.7,0.44,44.41,16.36,3.65,1
4854,496,138.91,55.15,11.45,0.32,58.69,13.97,4.82,1
7595,488,144.17,54.97,11.3,0.3,56.59,15.61,4.86,1
8003,464,124.12,48.84,12.1,0.38,51.26,17.05,4.04,1
5283,583,169.62,58.24,12.75,0.25,67.23,18.02,4.57,1
251,415,132.853,44.033,12.0,0.295,48.301,17.648,3.669,1
4602,427,142.61,55.47,9.8,0.26,59.46,15.15,5.66,1
6058,578,176.21,74.01,9.94,0.23,73.5,15.53,7.44,1
6207,276,81.74,34.22,10.27,0.52,34.99,12.97,3.33,1
5699,408,127.88,52.13,9.97,0.31,52.0,14.34,5.23,1
2170,352,90.912,33.522,13.37,0.535,36.249,16.25,2.507,1
3223,361,128.468,42.949,10.702,0.275,50.596,16.073,4.013,1
5161,530,147.54,56.65,11.91,0.31,60.07,15.0,4.76,1
4320,382,115.54,44.12,11.02,0.36,44.69,16.26,4.0,1
5856,297,94.33,31.85,11.87,0.42,34.71,15.92,2.68,1
3105,332,98.669,33.876,12.478,0.429,39.598,16.48,2.715,1
3097,295,89.74,32.219,11.658,0.46,34.828,16.444,2.764,1
8828,550,167.68,69.25,10.11,0.25,68.71,16.79,6.85,1
5553,298,93.11,36.68,10.34,0.43,38.08,14.58,3.55,1
6122,452,141.78,53.38,10.78,0.28,59.09,15.44,4.95,1
6688,402,131.78,41.9,12.21,0.29,47.3,17.65,3.43,1
5838,316,108.61,45.39,8.86,0.34,47.01,13.04,5.12,1
5292,530,158.61,51.83,13.02,0.26,60.21,20.5,3.98,1
7551,450,149.78,64.67,8.86,0.25,63.16,12.44,7.3,1
6256,403,101.4,41.47,12.37,0.49,40.82,16.09,3.35,1
2258,349,119.196,28.463,15.612,0.309,36.878,24.69,1.823,1
3955,502,165.44,56.51,11.31,0.23,66.49,17.09,5.0,1
174,433,139.196,38.573,14.293,0.281,44.922,19.13,2.699,1
5858,313,89.01,34.59,11.52,0.5,36.4,15.31,3.0,1
2161,345,98.225,34.183,12.85,0.449,37.336,16.757,2.66,1
5121,367,105.88,37.48,12.47,0.41,42.44,17.44,3.01,1
5345,481,146.33,64.42,9.51,0.28,64.5,14.0,6.78,1
3049,261,93.397,33.465,9.93,0.376,36.056,13.864,3.37,1
9898,272,88.23,38.14,9.08,0.44,38.29,12.48,4.2,1
7710,390,121.68,51.21,9.7,0.33,52.2,15.36,5.28,1
3190,428,156.267,42.094,12.946,0.22,55.444,22.627,3.251,1
4357,447,131.98,56.24,10.12,0.32,55.33,13.98,5.56,1
4433,474,140.95,59.64,10.12,0.3,59.2,13.66,5.89,1
5815,297,99.88,40.97,9.23,0.37,41.05,13.45,4.44,1
8144,326,103.3,39.69,10.46,0.38,41.88,15.77,3.8,1
6599,355,118.61,48.6,9.3,0.32,49.93,14.42,5.23,1
5048,381,106.95,42.54,11.4,0.42,44.82,14.42,3.73,1
3147,392,131.882,49.719,10.039,0.283,50.99,15.68,4.953,1
5884,226,82.53,33.91,8.49,0.42,33.73,11.0,4.0,1
4901,251,79.01,31.03,10.3,0.51,32.02,13.25,3.01,1
9543,196,66.18,24.35,10.25,0.56,25.71,13.92,2.38,1
6274,268,80.43,31.55,10.82,0.52,33.02,14.3,2.92,1
4016,209,71.25,26.26,10.13,0.52,28.43,13.44,2.59,1
4784,252,84.81,29.02,11.06,0.44,33.12,16.47,2.62,1
9348,249,65.25,21.19,14.97,0.73,21.84,17.12,1.42,1
3820,500,143.2,42.18,15.09,0.31,45.65,21.47,2.79,1
5153,362,114.61,39.71,11.61,0.35,44.2,17.2,3.42,1
4932,335,113.4,42.51,10.03,0.33,45.31,15.81,4.24,1
3910,426,150.23,57.04,9.51,0.24,64.28,14.0,6.0,1
4548,380,134.81,53.89,8.98,0.26,55.54,12.06,6.0,1
8830,403,143.24,62.69,8.19,0.25,65.6,11.96,7.66,1
4620,313,116.08,47.69,8.36,0.29,49.5,13.0,5.71,1
4456,530,143.1,45.52,14.82,0.33,49.41,22.13,3.07,1
8318,473,158.23,64.45,9.34,0.24,66.29,13.23,6.9,1
4559,409,129.98,52.93,9.84,0.3,53.76,14.14,5.38,1
4462,360,119.01,53.63,8.55,0.32,51.35,12.0,6.28,1
8280,376,130.75,52.23,9.17,0.28,53.15,14.67,5.7,1
2400,286,91.255,34.872,10.442,0.432,37.336,13.494,3.339,1
6121,351,118.57,42.45,10.53,0.31,46.69,15.76,4.03,1
4589,477,144.41,61.64,9.85,0.29,63.89,15.46,6.26,1
2494,287,94.912,33.254,10.989,0.4,38.013,16.326,3.026,1
7121,209,71.5,28.95,9.19,0.51,30.41,12.02,3.15,1
6009,278,105.2,43.01,8.23,0.32,44.6,12.56,5.23,1
8265,437,123.44,40.55,13.72,0.36,45.79,20.62,2.96,1
4197,449,108.47,38.24,14.95,0.48,39.92,18.9,2.56,1
9814,352,103.74,42.76,10.48,0.41,42.38,12.85,4.08,1
4146,360,103.5,40.28,11.38,0.42,44.28,16.12,3.54,1
9380,312,80.91,34.27,11.59,0.6,33.6,13.14,2.96,1
6613,269,84.77,34.1,10.04,0.47,33.54,12.0,3.4,1
8263,520,150.37,48.41,13.68,0.29,56.59,22.74,3.54,1
4450,376,118.12,49.72,9.63,0.34,49.4,14.2,5.16,1
4011,503,133.92,47.73,13.42,0.35,55.0,19.46,3.56,1
4319,557,159.92,60.34,11.75,0.27,63.07,19.28,5.13,1
254,538,173.723,69.292,9.886,0.224,72.139,15.958,7.009,1
8720,481,156.02,60.2,10.17,0.25,65.73,15.67,5.92,1
8714,300,89.01,35.53,10.75,0.48,38.08,13.65,3.3,1
3130,453,169.723,51.888,11.116,0.198,68.154,19.403,4.668,1
2252,379,150.024,36.479,13.228,0.212,50.488,24.568,2.758,1
6680,312,93.84,36.33,10.93,0.45,36.06,14.43,3.32,1
4647,391,116.47,43.5,11.44,0.36,47.8,17.4,3.8,1
3087,273,85.255,29.235,11.89,0.472,33.541,15.738,2.459,1
5447,403,125.1,54.24,9.46,0.32,53.01,12.6,5.73,1
4841,230,81.6,29.98,9.77,0.43,31.3,13.53,3.07,1
8694,376,98.67,39.17,12.22,0.49,40.8,15.99,3.2,1
2338,294,108.912,37.415,10.005,0.311,45.891,15.809,3.74,1
371,311,94.083,37.827,10.468,0.442,38.833,14.373,3.614,1
2542,284,87.255,27.67,13.068,0.469,31.89,17.507,2.117,1
8778,335,110.67,49.33,8.65,0.34,47.76,11.16,5.71,1
9943,415,133.1,57.06,9.26,0.29,56.8,13.4,6.16,1
5217,499,148.17,58.92,10.78,0.29,62.27,16.05,5.46,1
6080,369,114.57,44.85,10.48,0.35,46.24,14.74,4.28,1
6395,374,124.61,47.57,10.01,0.3,50.25,16.13,4.75,1
3083,303,97.397,41.141,9.377,0.401,42.438,13.139,4.387,1
6480,328,105.4,41.07,10.17,0.37,41.34,13.12,4.04,1
4356,405,116.02,48.62,10.61,0.38,50.99,15.3,4.58,1
160,497,148.468,48.636,13.011,0.283,56.321,19.0,3.738,1
3821,461,161.97,66.85,8.78,0.22,67.21,15.78,7.61,1
4378,507,150.85,57.95,11.14,0.28,63.91,15.87,5.2,1
8342,440,126.57,51.54,10.87,0.35,52.09,14.44,4.74,1
3074,216,76.669,26.53,10.366,0.462,31.401,14.142,2.559,1
6880,318,96.33,37.22,10.88,0.43,40.22,15.96,3.42,1
5949,568,143.34,55.61,13.01,0.35,56.86,18.66,4.28,1
2310,254,85.154,32.528,9.942,0.44,35.355,13.307,3.272,1
9438,276,78.77,28.48,12.34,0.56,29.43,13.78,2.31,1
6886,351,111.64,39.7,11.26,0.35,44.2,18.38,3.53,1
7061,342,99.64,37.3,11.67,0.43,36.4,15.02,3.2,1
3063,235,77.012,24.513,12.206,0.498,28.018,16.448,2.008,1
2362,275,97.054,36.619,9.562,0.367,41.231,14.268,3.83,1
8295,441,144.55,65.59,8.56,0.27,64.03,12.17,7.66,1
5144,222,69.36,26.45,10.69,0.58,28.23,13.7,2.47,1
5985,496,156.37,52.33,12.07,0.25,58.52,18.12,4.34,1
4348,470,148.61,54.58,10.96,0.27,60.41,15.4,4.98,1
8731,428,136.27,49.07,11.11,0.29,52.7,15.48,4.42,1
5881,360,103.6,46.11,9.94,0.42,43.74,11.0,4.64,1
3121,251,78.669,29.499,10.834,0.51,32.016,12.336,2.723,1
3225,287,93.154,35.338,10.341,0.416,36.497,13.409,3.417,1
4879,513,150.65,64.26,10.16,0.28,64.54,15.52,6.32,1
4069,489,156.12,53.75,11.58,0.25,62.8,17.36,4.64,1
