ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,germination
5423,177,49.7,18.26,12.34,0.9,19.42,12.73,1.48,0
2051,130,42.627,16.139,10.256,0.899,16.763,10.0,1.574,0
1634,106,37.799,14.144,9.542,0.932,14.318,9.0,1.482,0
8984,121,42.38,13.65,11.29,0.85,15.81,11.0,1.21,0
3638,207,60.43,22.86,11.53,0.71,23.41,12.07,1.98,0
6277,124,42.63,15.2,10.39,0.86,16.12,10.0,1.46,0
9289,157,46.28,16.39,12.19,0.92,17.49,12.73,1.34,0
1755,135,44.284,17.169,10.011,0.865,17.804,11.0,1.715,0
1192,131,43.213,16.584,10.058,0.882,17.088,10.0,1.649,0
7107,206,57.36,20.85,12.58,0.79,21.1,13.42,1.66,0
9811,164,53.36,18.01,11.6,0.72,20.4,13.0,1.55,0
5077,165,51.11,15.38,13.66,0.79,18.03,14.93,1.13,0
2019,140,45.698,17.288,10.311,0.842,18.439,11.314,1.677,0
667,184,53.698,19.787,11.84,0.802,21.932,13.435,1.671,0
7943,201,58.87,21.92,11.68,0.73,23.02,12.52,1.88,0
5871,123,41.46,13.39,11.7,0.9,14.87,12.0,1.14,0
4906,161,49.11,16.58,12.36,0.84,18.36,13.42,1.34,0
2681,141,46.87,17.444,10.292,0.807,18.385,11.0,1.695,0
1377,115,40.385,15.97,9.168,0.886,16.553,9.0,1.742,0
1147,113,39.213,14.72,9.774,0.923,15.264,10.0,1.506,0
2672,174,57.941,22.351,9.912,0.651,23.537,10.604,2.255,0
3528,130,42.63,14.18,11.67,0.9,15.81,12.52,1.21,0
1133,102,38.042,13.582,9.562,0.886,14.318,10.0,1.42,0
9753,183,52.53,19.38,12.02,0.83,19.92,12.37,1.61,0
3470,218,61.11,21.38,12.98,0.73,22.85,14.0,1.65,0
1860,163,49.113,18.333,11.321,0.849,19.235,12.0,1.619,0
5769,121,45.46,15.5,9.94,0.74,18.36,11.46,1.56,0
9971,109,38.04,12.15,11.42,0.95,13.04,12.0,1.06,0
648,170,49.698,17.765,12.184,0.865,18.439,12.0,1.458,0
163,157,48.042,17.633,11.337,0.855,18.385,12.0,1.555,0
1513,118,39.799,14.784,10.162,0.936,15.232,10.0,1.455,0
9525,212,60.28,22.07,12.23,0.73,23.02,13.58,1.8,0
6924,345,87.5,31.08,14.13,0.57,31.78,17.67,2.2,0
9080,178,53.11,19.7,11.51,0.79,20.25,12.44,1.71,0
6026,148,45.46,14.11,13.36,0.9,15.3,13.0,1.06,0
2341,162,47.698,15.797,13.057,0.895,17.029,14.0,1.21,0
9406,202,58.53,22.22,11.58,0.74,23.71,12.74,1.92,0
1568,128,42.284,16.05,10.154,0.9,16.763,10.752,1.581,0
5641,164,48.87,17.11,12.2,0.86,19.21,13.4,1.4,0
6370,110,38.04,12.5,11.2,0.96,13.6,11.93,1.12,0
8613,218,61.7,22.69,12.24,0.72,22.85,12.81,1.85,0
7387,224,59.11,22.2,12.85,0.81,22.36,13.56,1.73,0
8539,222,57.36,21.8,12.96,0.85,22.36,14.1,1.68,0
1466,134,45.698,17.834,9.567,0.806,18.601,10.539,1.864,0
2092,137,46.77,19.224,9.074,0.787,19.416,9.899,2.119,0
5001,170,48.53,16.84,12.85,0.91,18.03,13.86,1.31,0
9930,131,43.46,14.18,11.76,0.87,15.23,12.33,1.21,0
640,178,50.527,17.741,12.775,0.876,18.439,13.481,1.389,0
8243,193,55.36,18.93,12.98,0.79,20.0,13.95,1.46,0
9403,196,53.7,20.2,12.35,0.85,21.19,12.97,1.64,0
8565,237,69.6,23.25,12.98,0.61,26.4,16.13,1.79,0
9109,228,62.18,22.59,12.85,0.74,24.33,14.0,1.76,0
8045,213,55.94,20.17,13.44,0.86,21.4,14.8,1.5,0
7514,202,55.7,20.96,12.27,0.82,21.38,13.0,1.71,0
6195,111,38.38,12.72,11.11,0.95,14.21,11.0,1.14,0
1019,189,53.941,20.781,11.58,0.816,21.541,12.627,1.795,0
1727,148,45.456,17.343,10.866,0.9,18.028,11.0,1.596,0
6294,195,62.43,20.45,12.14,0.63,21.63,14.46,1.68,0
3514,174,50.04,17.02,13.01,0.87,17.72,13.0,1.31,0
1719,127,41.698,14.933,10.829,0.918,15.811,11.884,1.379,0
4665,143,44.87,14.39,12.65,0.89,15.65,13.0,1.14,0
6868,190,56.77,21.52,11.24,0.74,21.95,12.02,1.91,0
97,133,44.87,15.607,10.85,0.83,17.0,11.0,1.438,0
6584,228,68.08,25.8,11.25,0.62,26.93,12.96,2.29,0
930,164,49.941,16.256,12.845,0.826,18.028,14.0,1.266,0
8256,216,59.36,20.55,13.38,0.77,21.38,13.0,1.54,0
7966,227,66.28,28.15,10.27,0.65,28.16,11.6,2.74,0
7993,126,40.87,13.7,11.71,0.95,14.87,12.0,1.17,0
8959,102,36.38,12.24,10.61,0.97,13.42,10.0,1.15,0
9747,162,53.7,18.28,11.28,0.71,20.62,12.97,1.62,0
6339,243,69.84,25.38,12.19,0.63,27.02,14.34,2.08,0
8454,203,57.7,22.01,11.74,0.77,23.35,11.0,1.87,0
1367,108,39.213,14.015,9.811,0.883,15.264,10.59,1.428,0
6512,148,49.94,17.16,10.98,0.75,17.8,12.5,1.56,0
4091,120,40.38,12.68,12.05,0.92,14.42,12.0,1.05,0
5637,229,58.53,22.57,12.92,0.84,23.85,14.02,1.75,0
8908,122,42.38,15.02,10.34,0.85,17.8,11.0,1.45,0
8203,221,58.77,21.41,13.14,0.8,22.02,14.31,1.63,0
8078,126,41.46,15.16,10.58,0.92,15.81,11.0,1.43,0
576,166,50.527,19.228,10.992,0.817,20.0,11.8,1.749,0
636,157,46.284,16.146,12.381,0.921,17.205,12.728,1.304,0
1497,115,38.87,14.899,9.828,0.956,15.652,10.607,1.516,0
1223,119,40.87,14.556,10.409,0.895,15.0,11.094,1.398,0
4036,180,50.28,17.51,13.09,0.89,18.87,14.0,1.34,0
544,197,55.698,21.524,11.654,0.798,21.954,12.605,1.847,0
7487,186,52.87,19.16,12.36,0.84,19.92,12.0,1.55,0
613,201,56.042,21.802,11.739,0.804,21.84,12.0,1.857,0
1880,138,44.042,16.991,10.341,0.894,17.464,10.914,1.643,0
46,153,46.527,16.824,11.579,0.888,17.493,12.021,1.453,0
1215,109,38.385,14.691,9.447,0.93,14.866,9.0,1.555,0
7081,201,54.28,19.68,13.0,0.86,20.62,14.0,1.51,0
1827,116,39.456,14.149,10.439,0.936,15.264,11.314,1.355,0
1544,113,40.627,15.182,9.477,0.86,15.811,10.0,1.602,0
798,148,47.456,18.301,10.296,0.826,18.439,10.0,1.777,0
991,107,38.627,12.6,10.812,0.901,13.601,11.0,1.165,0
7905,183,52.04,19.38,12.03,0.85,19.92,12.0,1.61,0
7025,127,41.8,14.48,11.17,0.91,15.26,11.0,1.3,0
3261,152,52.284,18.852,10.266,0.699,19.925,12.0,1.836,0
4,167,50.527,19.013,11.183,0.822,19.849,12.021,1.7,0
9807,197,56.28,19.68,12.74,0.78,21.1,13.0,1.54,0
550,331,89.497,27.034,15.59,0.519,29.547,18.114,1.734,0
9352,208,55.7,21.16,12.52,0.84,22.67,13.74,1.69,0
3328,247,73.598,25.205,12.477,0.573,26.926,14.745,2.02,0
9710,229,60.77,20.88,13.96,0.78,22.2,16.27,1.5,0
2913,163,55.355,21.742,9.545,0.668,23.431,11.557,2.278,0
6303,289,79.25,29.0,12.69,0.58,30.81,16.18,2.29,0
743,156,47.698,16.63,11.944,0.862,17.493,12.758,1.392,0
2609,222,61.113,23.006,12.287,0.747,24.187,13.741,1.872,0
5463,138,43.7,14.42,12.19,0.91,15.81,12.73,1.18,0
8490,206,56.28,21.49,12.21,0.82,21.59,12.59,1.76,0
9319,267,73.5,20.93,16.24,0.62,25.71,18.32,1.29,0
9905,182,52.28,19.68,11.77,0.84,20.25,12.45,1.67,0
1293,149,45.698,15.639,12.131,0.897,16.553,12.869,1.289,0
9554,231,64.53,23.24,12.65,0.7,24.6,13.46,1.84,0
8437,223,61.11,23.2,12.24,0.75,24.19,12.97,1.9,0
5107,197,55.94,18.37,13.66,0.79,19.85,15.24,1.34,0
8408,224,60.04,22.91,12.45,0.78,24.04,12.0,1.84,0
4768,179,51.94,18.68,12.2,0.83,19.72,13.42,1.53,0
2556,211,64.426,24.62,10.912,0.639,26.401,13.313,2.256,0
3619,163,48.87,17.85,11.63,0.86,19.31,12.0,1.53,0
7343,146,44.63,16.48,11.28,0.92,17.49,12.0,1.46,0
8945,133,45.7,14.74,11.49,0.8,16.12,12.61,1.28,0
660,192,54.284,20.079,12.175,0.819,20.518,13.097,1.649,0
6595,178,54.04,20.22,11.21,0.77,21.63,12.0,1.8,0
3473,156,48.53,16.2,12.26,0.83,17.69,13.27,1.32,0
6912,217,58.28,21.03,13.14,0.8,22.14,14.0,1.6,0
2486,199,52.87,18.503,13.693,0.895,18.974,14.0,1.351,0
382,144,46.284,16.073,11.407,0.845,17.088,12.0,1.409,0
7908,209,58.18,21.52,12.36,0.78,21.95,14.23,1.74,0
6659,102,37.56,12.66,10.26,0.91,14.42,10.0,1.23,0
5521,163,50.87,16.94,12.25,0.79,18.87,13.1,1.38,0
9390,191,54.87,19.91,12.21,0.8,20.4,12.0,1.63,0
9601,226,58.18,21.33,13.49,0.84,21.84,14.58,1.58,0
3455,333,89.15,32.2,13.17,0.53,32.65,16.28,2.45,0
1819,160,48.284,18.358,11.097,0.862,18.868,12.017,1.654,0
6765,310,75.5,26.9,14.67,0.68,29.21,15.93,1.83,0
3696,195,55.7,21.19,11.72,0.79,21.95,12.33,1.81,0
1268,115,39.799,15.48,9.459,0.912,15.811,9.0,1.637,0
2963,189,59.598,18.721,12.854,0.669,20.396,15.0,1.456,0
8199,184,53.94,19.66,11.92,0.79,20.25,12.52,1.65,0
3654,203,55.01,21.23,12.18,0.84,21.47,12.73,1.74,0
8925,216,60.53,21.52,12.78,0.74,21.95,13.0,1.68,0
1767,143,45.456,16.515,11.025,0.87,17.464,11.375,1.498,0
7384,213,57.25,21.37,12.69,0.82,21.54,13.44,1.68,0
9681,145,46.04,15.3,12.06,0.86,17.03,12.73,1.27,0
6552,150,47.11,17.93,10.65,0.85,18.38,11.37,1.68,0
1847,127,40.87,15.167,10.662,0.955,15.811,11.0,1.423,0
3379,142,46.87,17.615,10.264,0.812,18.385,11.0,1.716,0
9055,153,47.36,17.91,10.88,0.86,18.44,11.31,1.65,0
9414,202,56.04,20.31,12.66,0.81,20.62,13.0,1.6,0
923,199,55.012,21.111,12.002,0.826,21.095,13.0,1.759,0
1224,111,38.87,14.685,9.624,0.923,15.264,9.899,1.526,0
6196,160,46.87,14.89,13.68,0.92,16.16,14.0,1.09,0
912,163,50.284,17.069,12.159,0.81,18.385,12.0,1.404,0
2033,194,57.113,21.086,11.714,0.747,22.204,12.587,1.8,0
530,172,49.698,18.786,11.657,0.875,19.647,12.0,1.612,0
9316,201,58.53,18.14,14.11,0.74,19.72,14.0,1.29,0
7282,229,63.84,22.06,13.22,0.71,23.09,14.0,1.67,0
5556,123,41.21,13.0,12.05,0.91,14.87,12.0,1.08,0
9599,123,42.87,15.27,10.26,0.84,16.4,11.18,1.49,0
7970,268,71.84,29.12,11.72,0.65,29.07,12.82,2.48,0
5079,118,40.87,12.46,12.05,0.89,13.6,12.73,1.03,0
3597,208,58.28,21.35,12.4,0.77,21.84,13.0,1.72,0
9285,176,54.77,16.67,13.44,0.74,19.42,14.68,1.24,0
2656,203,61.355,22.329,11.575,0.678,24.413,13.187,1.929,0
8534,218,57.6,21.65,12.82,0.83,22.47,13.6,1.69,0
9462,229,62.53,21.39,13.63,0.74,24.08,15.41,1.57,0
7336,189,60.53,20.29,11.86,0.65,21.63,13.56,1.71,0
9798,195,59.11,21.23,11.69,0.7,22.83,14.16,1.82,0
1264,128,43.213,16.285,10.008,0.861,17.0,10.672,1.627,0
3484,229,58.77,21.46,13.59,0.83,22.2,14.85,1.58,0
1453,102,37.799,14.086,9.22,0.897,15.264,10.0,1.528,0
1978,170,49.941,19.633,11.025,0.857,20.0,11.314,1.781,0
7713,158,47.7,17.75,11.34,0.87,18.6,12.48,1.57,0
2986,220,60.184,23.091,12.131,0.763,24.698,13.548,1.904,0
1879,123,42.527,15.829,9.894,0.855,16.401,10.607,1.6,0
9079,212,56.04,21.26,12.7,0.85,22.14,12.0,1.67,0
8685,141,55.11,15.57,11.53,0.58,20.81,13.1,1.35,0
7805,218,68.77,22.6,12.28,0.58,24.7,12.94,1.84,0
2447,202,52.527,18.813,13.671,0.92,19.723,14.849,1.376,0
7666,190,53.36,20.54,11.78,0.84,21.4,12.73,1.74,0
5981,201,56.53,21.93,11.67,0.79,22.8,12.68,1.88,0
5680,157,49.7,16.74,11.94,0.8,18.6,12.52,1.4,0
1389,114,40.042,14.986,9.685,0.893,15.811,10.733,1.547,0
7933,100,37.46,11.86,10.74,0.9,13.6,11.0,1.1,0
3357,145,46.527,16.442,11.229,0.842,17.205,12.075,1.464,0
3571,149,46.04,16.9,11.23,0.88,17.09,11.0,1.51,0
1503,120,40.042,14.959,10.214,0.941,15.652,11.0,1.465,0
7743,198,55.7,19.98,12.62,0.8,21.47,13.27,1.58,0
2575,195,62.284,24.642,10.075,0.632,24.739,11.672,2.446,0
9548,275,73.6,28.21,12.41,0.64,29.12,13.8,2.27,0
8653,238,67.11,19.44,15.59,0.66,21.54,17.0,1.25,0
4206,140,43.46,14.41,12.37,0.93,15.65,13.0,1.16,0
2034,185,51.941,19.666,11.978,0.862,20.591,12.758,1.642,0
5520,124,42.87,12.81,12.32,0.85,14.42,13.0,1.04,0
8259,212,58.53,22.67,11.9,0.78,23.02,12.97,1.9,0
3322,206,57.113,21.374,12.271,0.794,22.204,13.14,1.742,0
9041,116,40.04,14.18,10.42,0.91,15.0,11.0,1.36,0
1124,121,40.87,15.445,9.975,0.91,16.279,10.0,1.548,0
3102,149,44.87,15.861,11.961,0.93,16.643,12.659,1.326,0
9237,207,56.53,20.88,12.62,0.81,21.54,13.82,1.65,0
1962,111,38.87,14.256,9.914,0.923,14.866,10.607,1.438,0
9255,195,55.94,22.25,11.16,0.78,23.02,12.07,1.99,0
902,204,53.698,19.672,13.203,0.889,20.0,13.924,1.49,0
9726,222,59.36,21.72,13.01,0.79,23.02,14.18,1.67,0
8094,188,54.18,21.34,11.22,0.8,21.93,11.93,1.9,0
9967,169,49.36,17.92,12.01,0.87,18.38,12.73,1.49,0
1919,128,43.698,17.263,9.441,0.842,17.493,10.262,1.829,0
7768,149,49.36,16.52,11.49,0.77,17.46,13.0,1.44,0
7216,219,61.11,22.04,12.65,0.74,23.35,13.42,1.74,0
2108,187,54.87,21.18,11.241,0.781,21.587,12.0,1.884,0
4247,133,42.87,13.84,12.24,0.91,15.0,13.0,1.13,0
4888,167,50.87,16.0,13.29,0.81,17.49,13.0,1.2,0
7926,301,83.74,35.64,10.75,0.54,34.79,12.63,3.31,0
5374,118,39.56,12.96,11.6,0.95,14.42,11.0,1.12,0
2005,154,47.113,17.683,11.088,0.872,18.601,12.021,1.595,0
2907,204,61.113,23.612,11.0,0.686,24.698,12.854,2.146,0
2087,166,55.012,23.037,9.175,0.689,23.431,9.995,2.511,0
1805,235,77.841,30.027,9.965,0.487,29.428,11.54,3.013,0
1415,102,37.213,14.147,9.18,0.926,14.56,9.0,1.541,0
733,165,48.284,17.716,11.859,0.889,19.209,12.728,1.494,0
8961,209,57.36,22.66,11.74,0.8,23.43,12.8,1.93,0
5652,219,61.01,21.84,12.77,0.74,22.67,14.37,1.71,0
4208,222,57.7,20.82,13.58,0.84,22.09,13.0,1.53,0
1809,147,46.527,17.957,10.423,0.853,18.439,10.733,1.723,0
664,182,53.941,19.821,11.691,0.786,21.095,13.282,1.695,0
7122,200,59.7,18.76,13.58,0.71,20.0,15.36,1.38,0
9040,288,75.11,29.88,12.27,0.64,29.73,15.01,2.43,0
5571,156,49.36,14.85,13.37,0.8,16.49,14.6,1.11,0
159,114,39.698,13.781,10.532,0.909,14.765,11.314,1.308,0
529,153,46.87,17.019,11.446,0.875,17.804,12.728,1.487,0
6860,114,42.04,14.4,10.08,0.81,15.65,10.67,1.43,0
1705,127,43.456,15.549,10.399,0.845,16.125,11.0,1.495,0
3366,140,51.113,17.656,10.096,0.673,20.0,12.728,1.749,0
1845,148,46.87,16.339,11.533,0.847,17.889,12.748,1.417,0
8149,187,52.63,19.06,12.49,0.85,20.25,13.0,1.53,0
9151,115,42.38,13.43,10.9,0.8,16.64,11.0,1.23,0
7212,176,55.11,16.37,13.69,0.73,18.6,14.58,1.2,0
7756,161,49.46,17.76,11.54,0.83,19.24,12.5,1.54,0
2863,180,59.941,22.082,10.379,0.63,24.042,12.0,2.128,0
2601,214,64.284,22.61,12.051,0.651,24.187,14.546,1.876,0
9381,205,55.36,21.6,12.08,0.84,22.02,13.4,1.79,0
1569,102,38.385,15.183,8.554,0.87,15.297,8.0,1.775,0
7046,246,63.6,23.42,13.37,0.76,24.52,14.55,1.75,0
5503,163,48.28,15.33,13.54,0.88,16.76,14.0,1.13,0
562,190,61.113,21.463,11.271,0.639,22.825,13.987,1.904,0
3658,175,52.87,20.96,10.63,0.79,22.67,11.63,1.97,0
3575,124,42.63,16.22,9.74,0.86,17.09,10.0,1.67,0
1086,104,38.042,14.204,9.322,0.903,14.765,10.119,1.524,0
9966,114,40.63,13.3,10.91,0.87,14.87,11.18,1.22,0
7496,212,57.94,20.76,13.0,0.79,21.47,13.7,1.6,0
7750,264,72.18,28.83,11.66,0.64,29.15,13.86,2.47,0
575,138,44.284,15.742,11.162,0.884,16.643,12.494,1.41,0
3652,177,53.46,20.91,10.78,0.78,20.62,11.0,1.94,0
9377,303,78.33,28.49,13.54,0.62,29.07,15.56,2.1,0
1817,123,41.213,15.188,10.312,0.91,15.524,10.0,1.473,0
9934,204,55.21,20.62,12.59,0.84,21.47,12.0,1.64,0
9633,181,53.94,18.94,12.17,0.78,20.25,13.37,1.56,0
6343,140,50.77,15.7,11.36,0.68,18.03,12.73,1.38,0
9884,128,42.63,14.37,11.34,0.89,15.26,11.0,1.27,0
7642,187,53.46,19.85,11.99,0.82,21.19,12.0,1.66,0
9192,196,55.11,21.16,11.8,0.81,21.93,12.86,1.79,0
4812,142,46.87,15.01,12.05,0.81,16.64,13.56,1.25,0
1248,127,42.527,15.656,10.328,0.882,16.155,11.094,1.516,0
8175,396,113.88,33.16,15.2,0.38,35.51,20.46,2.18,0
5548,143,44.63,14.24,12.79,0.9,15.62,13.0,1.11,0
1282,113,39.456,13.923,10.334,0.912,14.56,10.733,1.347,0
2179,326,74.527,27.147,15.29,0.738,29.547,16.125,1.776,0
8612,102,36.97,12.82,10.13,0.94,13.89,10.0,1.27,0
3493,190,51.7,18.68,12.95,0.89,19.85,14.14,1.44,0
607,191,55.213,20.215,12.03,0.787,21.633,13.644,1.68,0
2918,142,47.456,17.281,10.462,0.792,19.416,11.628,1.652,0
5735,144,47.11,15.28,12.0,0.82,18.03,12.73,1.27,0
7179,207,58.77,22.42,11.75,0.75,23.02,13.02,1.91,0
853,205,53.456,18.602,14.032,0.902,19.698,14.0,1.326,0
8919,211,62.28,21.36,12.58,0.68,25.24,13.83,1.7,0
1561,117,40.87,15.42,9.661,0.88,16.155,10.672,1.596,0
6047,211,55.7,18.4,14.6,0.85,20.0,15.56,1.26,0
2805,147,46.527,18.242,10.26,0.853,18.601,11.2,1.778,0
9396,203,59.94,21.65,11.94,0.71,23.02,14.07,1.81,0
7502,190,53.7,19.85,12.19,0.83,20.62,12.97,1.63,0
4095,158,50.04,16.9,11.9,0.79,19.24,12.0,1.42,0
1168,108,38.042,13.969,9.844,0.938,14.765,10.607,1.419,0
3309,135,45.698,15.944,10.781,0.812,17.088,11.628,1.479,0
359,186,53.941,20.935,11.313,0.803,21.471,12.203,1.851,0
8152,175,49.7,18.99,11.73,0.89,20.0,12.65,1.62,0
1758,122,40.042,14.682,10.58,0.956,15.652,11.0,1.388,0
432,223,94.569,17.76,15.987,0.313,22.204,19.0,1.111,0
9688,159,49.21,18.1,11.18,0.82,19.72,11.64,1.62,0
6800,135,48.53,17.38,9.89,0.72,17.49,10.92,1.76,0
1252,129,44.042,17.024,9.648,0.836,17.263,10.0,1.764,0
6556,173,55.7,20.5,10.74,0.7,21.38,12.0,1.91,0
9101,186,52.04,20.12,11.77,0.86,20.25,12.0,1.71,0
892,197,54.527,19.307,12.991,0.833,20.224,13.0,1.486,0
4285,148,51.6,13.82,13.63,0.7,16.28,14.14,1.01,0
9954,262,64.53,22.19,15.03,0.79,23.32,16.0,1.48,0
7940,302,92.91,21.23,18.11,0.44,25.08,22.0,1.17,0
7626,331,83.84,32.04,13.15,0.59,31.58,14.97,2.44,0
6443,152,49.7,19.68,9.84,0.77,21.1,10.73,2.0,0
6038,374,88.67,32.77,14.53,0.6,34.18,16.55,2.25,0
8024,212,60.77,22.22,12.15,0.72,23.43,13.86,1.83,0
7726,233,64.28,23.6,12.57,0.71,25.55,13.37,1.88,0
3488,203,59.11,20.36,12.69,0.73,21.1,14.0,1.6,0
6212,266,73.11,27.59,12.27,0.63,28.44,14.0,2.25,0
3456,243,59.94,22.28,13.89,0.85,23.26,14.55,1.6,0
1589,125,42.042,16.146,9.857,0.889,16.279,10.0,1.638,0
1973,113,40.284,13.976,10.295,0.875,14.56,10.817,1.358,0
5675,306,69.36,24.45,15.94,0.8,26.42,16.76,1.53,0
1903,160,48.284,18.045,11.29,0.862,18.682,11.783,1.598,0
9407,222,59.36,22.62,12.5,0.79,23.35,13.34,1.81,0
2811,191,61.598,22.617,10.753,0.633,23.854,13.082,2.103,0
2200,284,67.012,24.968,14.483,0.795,25.554,15.882,1.724,0
4528,150,44.28,14.98,12.75,0.96,16.16,13.0,1.17,0
4055,311,73.25,25.27,15.67,0.73,26.31,17.22,1.61,0
9458,115,44.87,12.94,11.32,0.72,15.62,12.0,1.14,0
9232,120,40.87,13.58,11.25,0.9,15.0,12.02,1.21,0
1908,188,53.355,20.428,11.717,0.83,21.633,12.728,1.743,0
1592,106,38.627,13.854,9.742,0.893,14.765,10.672,1.422,0
1239,108,38.627,14.576,9.434,0.91,15.62,9.899,1.545,0
7165,178,53.11,17.83,12.71,0.79,18.68,13.0,1.4,0
9803,179,52.04,19.8,11.51,0.83,21.4,12.48,1.72,0
8410,183,54.53,17.16,13.58,0.77,18.36,14.0,1.26,0
7279,140,46.28,13.43,13.27,0.82,16.28,13.0,1.01,0
5558,132,42.04,13.72,12.25,0.94,15.56,12.73,1.12,0
1721,121,40.627,14.214,10.839,0.921,14.765,11.0,1.311,0
2439,200,54.184,20.406,12.479,0.856,20.616,12.962,1.635,0
4513,167,48.63,17.26,12.32,0.89,18.44,13.56,1.4,0
4803,268,68.53,23.22,14.69,0.72,26.25,15.54,1.58,0
791,104,37.799,12.212,10.843,0.915,13.416,11.0,1.126,0
1672,119,42.527,16.428,9.223,0.827,17.088,9.985,1.781,0
2561,137,43.213,15.872,10.99,0.922,17.205,12.0,1.444,0
1023,142,43.698,14.939,12.103,0.934,15.652,12.728,1.234,0
8194,131,44.04,15.43,10.81,0.85,17.8,12.02,1.43,0
9919,110,42.63,13.55,10.34,0.76,16.4,11.31,1.31,0
2847,190,52.87,19.729,12.262,0.854,20.809,13.0,1.609,0
4269,136,43.21,13.88,12.48,0.92,14.87,12.0,1.11,0
5669,167,47.7,16.06,13.24,0.92,16.64,13.82,1.21,0
2497,160,46.87,15.557,13.095,0.915,16.553,13.741,1.188,0
1347,119,41.698,15.638,9.689,0.86,16.125,10.539,1.614,0
7200,242,63.11,24.07,12.8,0.76,23.77,13.48,1.88,0
1046,172,53.113,20.659,10.601,0.766,21.932,11.557,1.949,0
1848,135,43.213,16.604,10.352,0.908,17.088,10.0,1.604,0
582,166,51.941,16.954,12.466,0.773,17.72,13.0,1.36,0
2670,179,60.527,21.119,10.792,0.614,23.259,12.279,1.957,0
1117,106,38.284,14.772,9.137,0.909,15.0,9.192,1.617,0
99,129,41.698,15.176,10.823,0.932,15.811,11.314,1.402,0
7471,163,47.46,17.41,11.92,0.91,18.03,12.0,1.46,0
1637,121,42.627,15.556,9.904,0.837,16.155,10.672,1.571,0
1446,102,41.698,13.613,9.54,0.737,14.765,10.607,1.427,0
7817,220,59.94,23.23,12.06,0.77,24.84,13.31,1.93,0
7652,351,86.33,28.41,15.73,0.59,30.81,20.0,1.81,0
2960,136,46.042,16.509,10.489,0.806,18.601,11.557,1.574,0
6975,188,55.36,22.21,10.78,0.77,23.35,11.31,2.06,0
8674,109,38.87,12.8,10.84,0.91,13.93,11.64,1.18,0
8518,180,54.77,20.8,11.02,0.75,21.26,12.4,1.89,0
2325,204,60.77,21.634,12.006,0.694,24.187,13.677,1.802,0
8950,242,65.84,25.23,12.21,0.7,27.2,13.56,2.07,0
9498,198,55.11,19.63,12.85,0.82,21.1,14.06,1.53,0
5750,194,57.94,22.29,11.08,0.73,23.6,13.11,2.01,0
1617,104,37.213,13.339,9.927,0.944,13.928,10.0,1.344,0
1129,117,40.627,14.488,10.282,0.891,15.0,11.0,1.409,0
6318,125,42.87,15.5,10.27,0.85,16.64,11.7,1.51,0
1594,114,40.385,15.56,9.328,0.878,15.811,9.0,1.668,0
1881,122,41.213,15.26,10.179,0.903,15.811,10.0,1.499,0
1360,141,46.284,17.354,10.345,0.827,18.028,11.068,1.678,0
922,199,56.426,20.321,12.468,0.785,21.095,14.142,1.63,0
1522,116,44.284,18.157,8.134,0.743,18.385,9.06,2.232,0
1487,142,45.698,17.975,10.058,0.854,18.358,10.667,1.787,0
9945,210,57.94,21.91,12.2,0.79,23.43,13.02,1.8,0
8255,251,69.01,24.42,13.09,0.66,27.46,14.49,1.87,0
8554,172,48.28,17.77,12.32,0.93,18.38,12.77,1.44,0
5474,163,49.7,16.31,12.72,0.83,18.11,13.0,1.28,0
3647,158,48.28,17.57,11.45,0.85,18.6,12.07,1.53,0
339,179,51.355,19.494,11.691,0.853,20.518,12.021,1.667,0
6968,198,56.77,21.39,11.78,0.77,22.02,13.54,1.82,0
7051,187,52.28,19.28,12.35,0.86,20.25,13.58,1.56,0
4659,206,56.28,18.82,13.94,0.82,20.12,14.0,1.35,0
3535,106,37.46,12.09,11.17,0.95,13.15,11.0,1.08,0
1536,120,41.456,15.787,9.678,0.877,16.155,10.286,1.631,0
608,184,61.598,21.916,10.69,0.609,25.0,12.203,2.05,0
2812,190,62.184,23.518,10.286,0.617,25.71,11.738,2.286,0
7483,208,55.11,20.12,13.16,0.86,21.02,13.82,1.53,0
4518,317,89.05,30.49,13.24,0.5,35.81,15.4,2.3,0
4111,137,45.46,14.44,12.08,0.83,15.65,13.0,1.19,0
5901,234,67.6,24.12,12.35,0.64,25.5,15.16,1.95,0
827,141,46.284,15.238,11.781,0.827,16.125,12.225,1.293,0
1760,119,40.042,14.69,10.314,0.933,15.264,11.0,1.424,0
9693,115,41.21,14.01,10.45,0.85,15.26,11.0,1.34,0
9010,177,55.36,17.09,13.19,0.73,18.97,14.44,1.3,0
4057,224,68.77,24.65,11.57,0.6,27.86,13.27,2.13,0
7442,195,57.6,21.97,11.3,0.74,23.02,12.47,1.94,0
5081,286,66.43,25.88,14.07,0.81,26.4,15.15,1.84,0
8994,201,56.87,22.67,11.29,0.78,22.56,11.0,2.01,0
6904,235,63.11,23.81,12.56,0.74,24.17,13.0,1.9,0
1852,125,42.042,15.881,10.022,0.889,17.029,10.607,1.585,0
7942,272,73.84,27.86,12.43,0.63,28.65,14.53,2.24,0
1098,106,39.698,15.305,8.819,0.845,15.811,9.436,1.736,0
993,147,46.284,16.139,11.597,0.862,17.088,12.33,1.392,0
7962,174,50.87,19.11,11.59,0.84,19.42,12.0,1.65,0
1552,120,40.042,14.908,10.249,0.941,15.652,10.733,1.455,0
