ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,conidium
1722,218,62.77,24.762,11.21,0.695,24.739,13.309,2.209,0.453,0.845,0
1723,116,39.799,14.376,10.274,0.92,14.866,10.0,1.399,0.715,0.947,1
1724,111,40.042,14.373,9.833,0.87,15.264,10.8,1.462,0.684,0.917,1
1725,100,36.627,13.273,9.593,0.937,13.601,10.0,1.384,0.723,0.917,1
1726,99,35.799,12.653,9.962,0.971,13.601,10.733,1.27,0.787,0.934,1
1727,141,45.113,17.41,10.312,0.871,17.493,11.068,1.688,0.592,0.91,1
1728,179,50.527,17.127,13.307,0.881,18.358,14.142,1.287,0.777,0.918,1
1729,114,38.042,13.156,11.033,0.99,13.892,11.314,1.192,0.839,0.942,1
1730,143,47.113,18.5,9.842,0.81,18.682,10.733,1.88,0.532,0.894,1
1731,140,44.87,16.251,10.969,0.874,16.763,11.597,1.482,0.675,0.915,1
1732,142,44.284,16.808,10.756,0.91,17.205,11.314,1.563,0.64,0.928,1
1733,81,31.799,10.735,9.607,1.0,11.662,9.899,1.117,0.895,0.936,1
1734,138,44.627,17.726,9.912,0.871,17.72,10.0,1.788,0.559,0.926,1
1735,113,38.87,13.16,10.933,0.94,14.318,11.628,1.204,0.831,0.911,1
1736,97,35.799,13.787,8.958,0.951,13.601,9.0,1.539,0.65,0.942,1
1737,133,42.87,15.928,10.632,0.909,16.553,11.18,1.498,0.668,0.927,1
1738,120,40.042,14.501,10.537,0.941,15.264,11.18,1.376,0.727,0.923,1
1739,110,38.627,13.96,10.033,0.926,14.56,10.0,1.391,0.719,0.928,1
1740,136,43.456,16.263,10.647,0.905,16.763,11.0,1.527,0.655,0.932,1
1741,131,42.284,16.092,10.365,0.921,16.553,11.068,1.553,0.644,0.923,1
1742,130,42.042,16.199,10.218,0.924,16.763,10.0,1.585,0.631,0.939,1
1743,96,35.799,13.029,9.381,0.941,13.601,9.0,1.389,0.72,0.937,1
1744,121,40.87,14.429,10.677,0.91,15.297,11.0,1.351,0.74,0.917,1
1745,143,44.284,16.522,11.02,0.916,17.464,11.0,1.499,0.667,0.929,1
1746,149,46.284,17.474,10.857,0.874,18.358,11.628,1.609,0.621,0.92,1
1747,142,44.527,15.436,11.713,0.9,16.763,12.728,1.318,0.759,0.919,1
1748,115,39.456,13.595,10.771,0.928,14.56,11.0,1.262,0.792,0.916,1
1749,131,42.87,16.194,10.3,0.896,16.643,10.976,1.572,0.636,0.923,1
1750,135,43.456,16.439,10.456,0.898,17.088,11.0,1.572,0.636,0.931,1
1751,116,40.627,15.208,9.712,0.883,15.811,10.286,1.566,0.639,0.924,1
1752,129,42.042,14.284,11.498,0.917,14.866,12.0,1.242,0.805,0.921,1
1753,120,40.627,15.175,10.069,0.914,15.811,11.0,1.507,0.664,0.934,1
1754,139,44.284,16.294,10.862,0.891,16.643,11.4,1.5,0.667,0.914,1
1755,123,42.042,16.096,9.73,0.874,16.763,10.0,1.654,0.605,0.925,1
1756,114,40.87,14.37,10.101,0.858,15.232,10.733,1.423,0.703,0.891,1
1757,135,43.113,16.71,10.286,0.913,17.464,11.18,1.625,0.616,0.925,1
1758,100,36.385,13.376,9.519,0.949,13.928,9.0,1.405,0.712,0.948,1
1759,225,78.083,28.677,9.99,0.464,28.844,12.544,2.871,0.348,0.768,0
1760,113,41.113,14.588,9.863,0.84,16.155,10.8,1.479,0.676,0.869,1
1761,143,45.698,17.6,10.345,0.86,18.385,11.18,1.701,0.588,0.92,1
1762,146,46.527,17.941,10.361,0.848,18.358,11.0,1.732,0.578,0.91,1
1763,109,37.799,13.505,10.276,0.959,13.928,10.0,1.314,0.761,0.944,1
1764,116,40.284,14.621,10.102,0.898,15.264,10.607,1.447,0.691,0.91,1
1765,122,41.698,15.678,9.908,0.882,16.553,10.607,1.582,0.632,0.917,1
1766,96,34.627,12.295,9.942,1.0,13.0,10.0,1.237,0.809,0.932,1
1768,148,46.042,17.427,10.813,0.877,17.889,11.628,1.612,0.62,0.931,1
1769,142,45.113,16.867,10.719,0.877,17.72,11.628,1.573,0.636,0.91,1
1770,140,44.284,16.061,11.099,0.897,16.643,11.8,1.447,0.691,0.915,1
1771,110,39.213,15.291,9.159,0.899,16.125,10.0,1.669,0.599,0.94,1
1772,98,36.87,14.524,8.591,0.906,15.0,9.192,1.69,0.592,0.912,1
1773,145,45.941,18.271,10.105,0.863,18.601,10.607,1.808,0.553,0.918,1
1774,68,29.799,11.597,7.466,0.962,12.083,8.0,1.553,0.644,0.913,1
1775,105,38.042,15.125,8.839,0.912,15.652,9.803,1.711,0.584,0.921,1
1776,122,40.87,15.296,10.155,0.918,16.155,11.0,1.506,0.664,0.917,1
1777,116,40.042,14.322,10.312,0.909,15.652,11.0,1.389,0.72,0.913,1
1778,104,38.042,14.888,8.894,0.903,15.264,9.803,1.674,0.597,0.92,1
1779,177,50.284,17.107,13.173,0.88,18.868,14.0,1.299,0.77,0.912,1
1780,99,37.698,15.376,8.198,0.875,15.811,8.485,1.876,0.533,0.908,1
1781,126,42.042,16.288,9.85,0.896,17.0,10.786,1.654,0.605,0.923,1
1782,119,40.87,16.116,9.402,0.895,16.643,9.899,1.714,0.583,0.93,1
1783,88,34.971,13.235,8.466,0.904,13.601,8.0,1.563,0.64,0.941,1
1784,118,40.87,15.777,9.523,0.888,16.553,10.286,1.657,0.604,0.915,1
1785,106,37.799,13.609,9.917,0.932,14.318,10.0,1.372,0.729,0.93,1
1786,104,38.627,14.877,8.901,0.876,15.264,9.61,1.671,0.598,0.908,1
1787,113,39.799,15.64,9.199,0.896,15.811,9.0,1.7,0.588,0.934,1
1788,114,41.213,16.005,9.069,0.843,16.279,9.0,1.765,0.567,0.923,1
1789,112,38.627,14.22,10.028,0.943,14.866,10.0,1.418,0.705,0.929,1
1790,87,33.799,12.03,9.208,0.957,12.649,9.0,1.306,0.765,0.935,1
1791,89,34.627,12.094,9.37,0.933,13.0,10.0,1.291,0.775,0.908,1
1792,62,28.971,10.726,7.36,0.928,11.18,7.906,1.457,0.686,0.912,1
1793,83,33.456,12.181,8.676,0.932,13.0,9.192,1.404,0.712,0.907,1
1794,213,64.284,27.943,9.706,0.648,26.926,10.354,2.879,0.347,0.889,0
1795,112,40.627,16.268,8.766,0.853,16.763,9.0,1.856,0.539,0.914,1
1796,211,52.87,16.48,16.302,0.949,18.028,16.0,1.011,0.989,0.95,0
1797,103,37.799,14.293,9.175,0.906,14.56,9.0,1.558,0.642,0.932,1
1798,116,40.627,15.511,9.522,0.883,15.811,9.944,1.629,0.614,0.921,1
1799,118,40.627,15.168,9.905,0.898,15.524,10.0,1.531,0.653,0.925,1
1800,112,41.213,15.891,8.974,0.829,15.811,9.0,1.771,0.565,0.929,1
1801,128,43.213,16.065,10.144,0.861,16.643,10.914,1.584,0.631,0.921,1
1802,107,37.799,14.389,9.468,0.941,14.56,9.0,1.52,0.658,0.951,1
1803,124,42.042,15.785,10.002,0.882,16.155,10.733,1.578,0.634,0.922,1
1804,83,32.627,11.936,8.854,0.98,12.53,9.192,1.348,0.742,0.927,1
1805,107,39.456,14.26,9.554,0.864,15.232,10.399,1.493,0.67,0.895,1
1806,184,58.426,25.71,9.112,0.677,25.0,10.049,2.821,0.354,0.876,0
1807,99,36.385,13.511,9.33,0.94,13.928,9.0,1.448,0.691,0.947,1
1808,98,36.87,13.908,8.972,0.906,14.765,9.899,1.55,0.645,0.895,1
1809,106,37.456,13.87,9.731,0.949,14.866,10.0,1.425,0.702,0.938,1
1810,122,41.698,15.768,9.852,0.882,16.763,10.733,1.601,0.625,0.904,1
1811,105,37.799,14.253,9.38,0.924,14.866,9.0,1.52,0.658,0.933,1
1812,131,42.87,14.492,11.51,0.896,15.264,12.333,1.259,0.794,0.907,1
1813,104,39.213,15.27,8.671,0.85,15.524,9.0,1.761,0.568,0.912,1
1814,117,40.284,15.495,9.614,0.906,15.811,9.899,1.612,0.62,0.921,1
1815,104,38.042,14.083,9.402,0.903,14.866,10.0,1.498,0.668,0.92,1
1816,107,38.042,13.95,9.766,0.929,14.765,10.607,1.428,0.7,0.922,1
1817,123,43.113,15.806,9.908,0.832,16.401,10.539,1.595,0.627,0.885,1
1818,106,38.385,14.417,9.361,0.904,14.866,9.0,1.54,0.649,0.938,1
1819,117,40.87,14.797,10.068,0.88,15.264,10.932,1.47,0.68,0.9,1
1820,94,35.799,13.079,9.151,0.922,13.928,9.0,1.429,0.7,0.926,1
1821,134,45.698,16.877,10.109,0.806,17.493,10.733,1.669,0.599,0.905,1
1822,114,39.456,13.901,10.441,0.92,14.422,11.18,1.331,0.751,0.916,1
1823,144,45.456,16.848,10.883,0.876,17.72,11.0,1.548,0.646,0.923,1
1824,100,37.456,12.293,10.357,0.896,13.601,11.0,1.187,0.843,0.893,1
1825,127,42.627,14.117,11.454,0.878,15.232,12.0,1.232,0.811,0.914,1
1826,144,44.87,16.475,11.129,0.899,17.205,11.926,1.48,0.676,0.926,1
1827,118,40.87,14.813,10.143,0.888,15.524,11.0,1.46,0.685,0.908,1
1828,202,53.113,18.731,13.731,0.9,20.248,14.849,1.364,0.733,0.924,0
1829,143,46.87,16.572,10.987,0.818,18.358,12.0,1.508,0.663,0.902,1
1830,91,33.799,11.685,9.916,1.0,12.53,10.0,1.178,0.849,0.933,1
1831,64,27.799,9.177,8.879,1.0,10.0,9.0,1.034,0.968,0.921,1
1832,101,36.042,13.122,9.8,0.977,13.928,10.0,1.339,0.747,0.927,1
1833,95,35.456,12.615,9.588,0.95,13.342,10.0,1.316,0.76,0.909,1
1834,99,35.799,13.545,9.306,0.971,13.928,9.0,1.456,0.687,0.943,1
1835,112,39.456,14.599,9.768,0.904,15.264,10.539,1.495,0.669,0.914,1
1836,141,45.113,17.419,10.306,0.871,18.028,11.094,1.69,0.592,0.916,1
1837,127,43.113,16.963,9.533,0.859,17.205,9.899,1.779,0.562,0.917,1
1838,125,41.456,15.206,10.466,0.914,15.811,11.0,1.453,0.688,0.916,1
1839,115,39.113,14.995,9.765,0.945,15.264,9.899,1.536,0.651,0.92,1
1840,115,40.042,14.116,10.373,0.901,14.866,11.0,1.361,0.735,0.913,1
1841,112,38.627,13.608,10.479,0.943,14.422,11.314,1.299,0.77,0.933,1
1842,253,73.598,30.19,10.67,0.587,29.411,12.027,2.829,0.353,0.853,0
1843,84,32.627,12.193,8.772,0.992,13.0,9.0,1.39,0.719,0.928,1
1844,130,43.113,16.653,9.94,0.879,17.0,10.539,1.675,0.597,0.906,1
1845,278,65.255,23.395,15.13,0.82,25.71,16.492,1.546,0.647,0.911,0
1846,124,41.456,15.506,10.182,0.907,16.155,11.0,1.523,0.657,0.915,1
1847,79,32.385,11.537,8.719,0.947,12.083,9.0,1.323,0.756,0.919,1
1848,104,38.042,12.774,10.366,0.903,14.213,11.0,1.232,0.811,0.916,1
1849,55,29.799,11.869,5.9,0.778,12.649,6.871,2.012,0.497,0.88,0
1850,105,38.042,14.113,9.473,0.912,14.765,10.286,1.49,0.671,0.921,1
1851,132,44.042,16.576,10.139,0.855,17.088,10.85,1.635,0.612,0.91,1
1852,84,32.971,11.028,9.699,0.971,12.207,10.0,1.137,0.879,0.939,1
1853,130,43.698,16.698,9.913,0.856,17.205,10.607,1.684,0.594,0.906,1
1854,142,44.527,17.326,10.435,0.9,17.889,11.314,1.66,0.602,0.919,1
1855,97,36.042,13.101,9.427,0.938,13.928,10.0,1.39,0.72,0.919,1
1856,121,40.284,14.783,10.421,0.937,15.264,11.094,1.419,0.705,0.92,1
1857,119,40.284,13.998,10.824,0.921,15.0,11.314,1.293,0.773,0.905,1
1858,129,42.627,16.415,10.006,0.892,16.763,10.0,1.641,0.61,0.928,1
1859,109,39.113,12.252,11.327,0.895,13.601,11.628,1.082,0.925,0.879,1
1860,143,44.284,16.588,10.976,0.916,17.493,11.314,1.511,0.662,0.938,1
1861,139,44.527,17.035,10.389,0.881,17.493,11.314,1.64,0.61,0.906,1
1862,142,45.698,16.403,11.022,0.854,17.088,12.127,1.488,0.672,0.896,1
1863,156,48.527,17.896,11.099,0.832,19.105,11.557,1.612,0.62,0.894,1
1864,138,43.355,14.342,12.251,0.923,15.297,12.728,1.171,0.854,0.908,1
1865,132,42.627,14.943,11.247,0.913,15.652,11.672,1.329,0.753,0.923,1
1866,265,66.669,25.85,13.053,0.749,26.401,14.142,1.98,0.505,0.895,0
1867,124,41.456,15.171,10.407,0.907,15.811,11.0,1.458,0.686,0.922,1
1868,128,43.355,16.756,9.726,0.856,17.205,9.899,1.723,0.58,0.898,1
1869,126,41.456,15.564,10.308,0.921,16.155,11.0,1.51,0.662,0.926,1
1870,120,40.627,14.002,10.912,0.914,15.0,11.628,1.283,0.779,0.927,1
1871,138,43.698,15.918,11.038,0.908,16.492,11.628,1.442,0.693,0.92,1
1872,134,44.527,15.437,11.052,0.849,16.155,11.628,1.397,0.716,0.896,1
1873,116,40.385,15.719,9.396,0.894,16.155,9.0,1.673,0.598,0.951,1
1874,145,44.527,16.532,11.168,0.919,17.0,11.314,1.48,0.676,0.927,1
1875,121,40.87,15.093,10.207,0.91,15.524,10.983,1.479,0.676,0.906,1
1876,130,42.87,15.956,10.374,0.889,16.643,11.314,1.538,0.65,0.915,1
1877,109,39.799,16.003,8.672,0.865,16.553,9.0,1.845,0.542,0.94,1
1878,101,37.213,13.711,9.379,0.917,14.422,9.985,1.462,0.684,0.922,1
1879,248,63.355,24.151,13.074,0.776,24.739,14.552,1.847,0.541,0.902,0
1880,137,45.113,17.532,9.949,0.846,17.804,10.6,1.762,0.567,0.913,1
1881,86,33.799,12.317,8.89,0.946,13.0,9.0,1.386,0.722,0.93,1
1882,136,44.284,16.199,10.689,0.871,16.553,11.18,1.515,0.66,0.913,1
1883,121,42.042,15.823,9.737,0.86,16.553,10.286,1.625,0.615,0.917,1
1884,117,40.284,14.662,10.16,0.906,15.264,10.607,1.443,0.693,0.914,1
1885,148,46.87,17.927,10.511,0.847,18.868,11.628,1.706,0.586,0.914,1
1886,90,35.213,12.952,8.848,0.912,13.601,9.707,1.464,0.683,0.918,1
1887,144,43.456,16.007,11.454,0.958,16.492,11.0,1.398,0.716,0.944,1
1888,128,42.042,16.027,10.169,0.91,16.763,10.0,1.576,0.634,0.941,1
1889,110,38.971,14.482,9.671,0.91,14.866,9.0,1.498,0.668,0.952,1
1890,106,37.456,13.856,9.74,0.949,14.422,9.899,1.423,0.703,0.934,1
1891,95,35.456,12.63,9.577,0.95,13.416,10.0,1.319,0.758,0.909,1
1892,106,39.213,15.366,8.783,0.866,15.811,9.0,1.749,0.572,0.926,1
1893,110,38.042,14.168,9.886,0.955,15.264,10.607,1.433,0.698,0.936,1
1897,475,123.296,33.047,18.301,0.393,40.522,26.666,1.806,0.554,0.682,0
1899,102,36.627,12.88,10.083,0.955,13.342,10.0,1.277,0.783,0.919,1
1900,128,42.284,16.245,10.033,0.9,16.643,10.607,1.619,0.618,0.924,1
1906,116,40.284,15.327,9.637,0.898,16.125,9.899,1.59,0.629,0.921,1
1908,112,38.627,14.492,9.84,0.943,15.232,10.0,1.473,0.679,0.929,1
1914,150,50.527,18.331,10.419,0.738,19.416,11.0,1.759,0.568,0.901,1
1915,92,36.284,13.272,8.826,0.878,14.142,9.192,1.504,0.665,0.889,1
1916,128,44.042,16.469,9.896,0.829,17.493,10.733,1.664,0.601,0.898,1
1918,124,42.527,16.073,9.823,0.862,16.401,10.607,1.636,0.611,0.895,1
1926,85,38.627,15.124,7.156,0.716,15.524,7.786,2.113,0.473,0.837,1
1928,135,46.87,18.072,9.511,0.772,18.682,10.543,1.9,0.526,0.888,1
1931,119,40.284,15.257,9.931,0.921,15.811,10.607,1.536,0.651,0.919,1
1932,139,47.113,17.044,10.384,0.787,18.974,11.0,1.641,0.609,0.911,1
1933,362,83.397,31.045,14.847,0.654,32.573,18.453,2.091,0.478,0.853,0
1935,146,49.698,19.151,9.707,0.743,20.224,10.667,1.973,0.507,0.866,1
1939,135,43.456,15.602,11.017,0.898,16.155,12.0,1.416,0.706,0.915,1
1940,331,79.497,22.367,18.842,0.658,25.06,19.956,1.187,0.842,0.845,0
1941,106,38.042,13.149,10.264,0.92,13.928,10.733,1.281,0.781,0.914,1
1942,91,34.627,12.083,9.589,0.954,12.649,10.0,1.26,0.794,0.919,1
1943,144,46.042,17.85,10.271,0.854,18.385,11.0,1.738,0.575,0.929,1
1944,119,40.87,15.437,9.815,0.895,16.155,10.733,1.573,0.636,0.919,1
1945,111,38.87,14.364,9.839,0.923,15.232,10.672,1.46,0.685,0.906,1
1946,130,43.456,16.7,9.912,0.865,17.088,10.429,1.685,0.594,0.909,1
1947,86,34.042,12.398,8.832,0.933,13.416,9.839,1.404,0.712,0.901,1
1948,127,41.456,15.801,10.233,0.929,16.553,11.0,1.544,0.648,0.941,1
1949,129,44.042,16.878,9.732,0.836,17.464,10.186,1.734,0.577,0.908,1
1950,74,30.385,10.305,9.143,1.0,11.18,9.0,1.127,0.887,0.937,1
1951,103,37.213,13.367,9.811,0.935,13.928,10.0,1.362,0.734,0.924,1
1952,133,44.627,17.54,9.655,0.839,18.028,10.0,1.817,0.55,0.924,1
1953,105,38.627,13.702,9.757,0.884,14.765,10.286,1.404,0.712,0.905,1
1954,100,36.87,13.6,9.362,0.924,14.318,10.262,1.453,0.688,0.901,1
1955,92,34.042,12.524,9.353,0.998,13.038,9.899,1.339,0.747,0.929,1
1956,125,42.042,16.489,9.652,0.889,16.492,10.0,1.708,0.585,0.916,1
1957,74,30.385,10.305,9.143,1.0,11.18,9.0,1.127,0.887,0.937,1
1958,109,38.627,13.606,10.2,0.918,14.422,11.0,1.334,0.75,0.92,1
1959,149,45.456,14.864,12.763,0.906,16.125,13.416,1.165,0.859,0.925,1
1960,123,40.627,15.27,10.256,0.936,15.811,10.0,1.489,0.672,0.946,1
1961,132,42.627,15.64,10.746,0.913,16.155,11.0,1.455,0.687,0.933,1
1962,261,70.77,29.72,11.182,0.655,29.155,12.605,2.658,0.376,0.876,0
1963,109,42.284,15.404,9.009,0.766,17.205,10.4,1.71,0.585,0.865,1
1964,118,39.698,14.274,10.526,0.941,14.765,11.314,1.356,0.737,0.911,1
1965,87,34.042,11.236,9.859,0.943,12.083,10.539,1.14,0.877,0.902,1
1966,100,36.627,13.6,9.362,0.937,14.318,10.0,1.453,0.688,0.926,1
1967,89,33.799,11.24,10.082,0.979,12.083,10.0,1.115,0.897,0.932,1
1968,130,41.456,15.731,10.522,0.951,16.553,11.0,1.495,0.669,0.939,1
1969,112,39.213,12.522,11.388,0.915,13.601,12.0,1.1,0.909,0.918,1
1970,51,25.556,9.293,6.988,0.981,9.849,7.0,1.33,0.752,0.927,1
1971,128,42.385,16.844,9.676,0.895,16.763,9.0,1.741,0.574,0.962,1
1972,133,43.698,16.216,10.443,0.875,17.088,11.49,1.553,0.644,0.911,1
1973,97,35.799,13.269,9.308,0.951,13.601,9.0,1.426,0.701,0.942,1
1974,118,41.456,16.423,9.149,0.863,16.763,9.617,1.795,0.557,0.904,1
1975,123,42.284,16.461,9.514,0.864,17.088,10.119,1.73,0.578,0.908,1
1976,123,41.456,15.879,9.863,0.899,16.155,10.399,1.61,0.621,0.918,1
1977,115,40.042,15.149,9.665,0.901,15.811,10.539,1.567,0.638,0.924,1
1978,137,46.284,18.702,9.327,0.804,19.313,9.803,2.005,0.499,0.907,1
1979,91,34.385,12.442,9.312,0.967,13.0,9.0,1.336,0.748,0.943,1
1980,136,44.042,16.852,10.275,0.881,17.263,10.0,1.64,0.61,0.925,1
1981,96,35.799,11.872,10.295,0.941,12.806,10.0,1.153,0.867,0.919,1
1982,117,40.527,15.03,9.912,0.895,15.652,10.607,1.516,0.659,0.897,1
1983,139,44.87,15.864,11.156,0.868,16.643,12.017,1.422,0.703,0.908,1
1984,133,42.042,15.896,10.653,0.946,16.553,11.0,1.492,0.67,0.94,1
1985,162,48.527,18.424,11.196,0.864,19.416,12.021,1.646,0.608,0.913,1
1986,160,49.113,18.422,11.058,0.834,19.235,11.885,1.666,0.6,0.901,1
1987,131,43.113,15.585,10.702,0.886,16.155,11.314,1.456,0.687,0.91,1
1988,112,39.456,14.83,9.616,0.904,15.62,9.899,1.542,0.648,0.926,1
1989,111,38.042,12.842,11.005,0.964,13.892,11.628,1.167,0.857,0.921,1
1990,122,42.042,15.452,10.053,0.867,16.401,11.094,1.537,0.651,0.91,1
1991,101,36.971,13.724,9.37,0.929,13.928,9.0,1.465,0.683,0.944,1
1992,102,36.87,13.456,9.652,0.943,14.318,9.899,1.394,0.717,0.923,1
1993,84,33.799,12.147,8.805,0.924,12.649,9.0,1.38,0.725,0.913,1
1994,119,40.87,15.197,9.97,0.895,15.811,10.733,1.524,0.656,0.922,1
1995,104,37.456,13.963,9.483,0.932,14.422,9.899,1.472,0.679,0.92,1
1996,118,39.456,14.658,10.25,0.953,15.524,10.0,1.43,0.699,0.937,1
1997,93,35.213,11.107,10.661,0.943,12.207,11.0,1.042,0.96,0.916,1
1998,122,40.87,15.77,9.85,0.918,16.763,10.0,1.601,0.625,0.931,1
1999,122,41.799,16.726,9.287,0.877,16.763,9.0,1.801,0.555,0.946,1
2000,126,41.456,15.453,10.382,0.921,16.155,10.914,1.488,0.672,0.92,1
2001,137,43.456,15.851,11.004,0.912,16.492,11.0,1.44,0.694,0.923,1
2002,126,41.456,15.624,10.268,0.921,16.553,11.0,1.522,0.657,0.93,1
2003,92,35.213,12.762,9.178,0.932,13.416,9.803,1.39,0.719,0.925,1
2004,125,42.385,15.979,9.96,0.874,16.155,10.0,1.604,0.623,0.936,1
2005,120,40.627,15.667,9.752,0.914,16.155,10.0,1.607,0.622,0.938,1
2006,126,42.284,16.01,10.02,0.886,16.553,10.733,1.598,0.626,0.916,1
2007,120,42.042,16.316,9.364,0.853,16.763,10.0,1.742,0.574,0.92,1
2008,118,41.113,15.875,9.464,0.877,16.553,10.286,1.677,0.596,0.901,1
2009,121,40.87,15.36,10.03,0.91,16.125,10.607,1.531,0.653,0.931,1
2010,134,44.527,17.431,9.788,0.849,18.028,10.607,1.781,0.562,0.912,1
2011,139,44.042,16.362,10.816,0.901,16.763,11.0,1.513,0.661,0.93,1
2012,102,38.042,14.654,8.862,0.886,15.264,9.839,1.653,0.605,0.915,1
2013,96,36.627,13.039,9.374,0.899,13.928,10.0,1.391,0.719,0.906,1
2014,129,42.527,16.951,9.69,0.896,17.205,9.899,1.749,0.572,0.921,1
2015,101,40.284,14.27,9.012,0.782,16.125,9.899,1.584,0.631,0.871,1
2016,124,41.799,15.607,10.116,0.892,15.811,10.0,1.543,0.648,0.936,1
2017,121,40.627,15.367,10.025,0.921,15.811,10.0,1.533,0.652,0.934,1
2018,104,38.87,14.225,9.309,0.865,15.133,10.0,1.528,0.654,0.9,1
2019,141,45.456,17.54,10.235,0.858,18.248,10.0,1.714,0.584,0.937,1
2020,95,36.042,13.279,9.109,0.919,13.892,9.899,1.458,0.686,0.918,1
2021,102,37.213,13.463,9.646,0.926,13.928,10.0,1.396,0.717,0.923,1
2022,134,43.698,16.704,10.214,0.882,17.088,11.068,1.635,0.611,0.915,1
2023,222,55.113,18.214,15.519,0.918,19.723,16.0,1.174,0.852,0.933,1
2024,137,44.87,17.246,10.115,0.855,17.72,10.59,1.705,0.586,0.91,1
2025,256,74.77,31.338,10.401,0.575,30.15,11.275,3.013,0.332,0.852,0
2026,133,43.456,16.823,10.066,0.885,17.464,10.752,1.671,0.598,0.93,1
2027,124,41.456,15.093,10.46,0.907,16.125,11.314,1.443,0.693,0.929,1
2028,91,34.042,12.619,9.182,0.987,13.416,9.899,1.374,0.728,0.929,1
2029,131,43.456,16.019,10.412,0.872,17.0,11.157,1.538,0.65,0.91,1
2030,141,44.284,16.427,10.929,0.904,17.205,11.713,1.503,0.665,0.916,1
2031,117,38.87,13.884,10.729,0.973,14.866,11.0,1.294,0.773,0.925,1
2032,128,43.213,15.722,10.366,0.861,16.279,10.0,1.517,0.659,0.928,1
2033,135,42.87,16.397,10.483,0.923,17.0,11.18,1.564,0.639,0.928,1
2034,83,32.627,11.743,8.999,0.98,12.53,9.192,1.305,0.766,0.927,1
2035,81,32.385,11.395,9.05,0.971,12.083,9.0,1.259,0.794,0.936,1
2036,99,36.042,13.238,9.522,0.958,13.928,10.0,1.39,0.719,0.917,1
2037,81,32.627,11.639,8.861,0.956,12.207,9.192,1.313,0.761,0.92,1
2038,83,33.213,12.107,8.728,0.946,12.806,9.192,1.387,0.721,0.922,1
2039,93,34.627,12.893,9.184,0.975,13.601,9.0,1.404,0.712,0.93,1
2040,89,34.042,12.417,9.126,0.965,13.038,9.707,1.361,0.735,0.913,1
2041,91,34.042,13.033,8.89,0.987,13.601,9.192,1.466,0.682,0.933,1
2042,89,35.698,13.749,8.242,0.878,13.892,8.485,1.668,0.599,0.899,1
2043,79,31.799,11.514,8.736,0.982,12.207,9.0,1.318,0.759,0.924,1
2044,93,35.213,13.11,9.032,0.943,13.928,9.0,1.452,0.689,0.935,1
2045,82,32.627,12.153,8.591,0.968,12.649,9.0,1.415,0.707,0.911,1
2046,88,34.87,12.621,8.878,0.909,13.416,9.192,1.422,0.703,0.898,1
2047,84,33.213,12.149,8.803,0.957,12.806,9.192,1.38,0.725,0.928,1
2048,80,32.627,11.679,8.721,0.944,12.649,9.0,1.339,0.747,0.914,1
2049,88,34.627,12.309,9.103,0.922,13.0,9.803,1.352,0.74,0.907,1
2050,76,31.799,12.12,7.984,0.944,12.806,8.485,1.518,0.659,0.927,1
2051,74,31.213,11.712,8.045,0.954,12.207,8.485,1.456,0.687,0.919,1
2052,79,33.213,12.468,8.068,0.9,13.038,8.875,1.545,0.647,0.903,1
2053,84,32.627,12.39,8.632,0.992,13.038,9.192,1.435,0.697,0.928,1
2054,74,33.456,13.453,7.004,0.831,13.601,7.778,1.921,0.521,0.881,1
2055,87,34.627,12.374,8.952,0.912,13.342,9.0,1.382,0.723,0.911,1
2056,90,35.456,13.238,8.656,0.9,13.601,9.192,1.529,0.654,0.909,1
2057,78,32.385,12.304,8.071,0.935,13.038,8.854,1.524,0.656,0.929,1
2058,72,30.971,11.036,8.307,0.943,11.402,8.0,1.329,0.753,0.923,1
2059,91,36.042,13.987,8.284,0.88,15.0,9.192,1.689,0.592,0.901,1
2060,84,33.213,11.808,9.058,0.957,12.53,9.806,1.304,0.767,0.918,1
2061,83,33.456,11.791,8.963,0.932,13.0,9.839,1.316,0.76,0.892,1
2062,79,31.799,11.461,8.776,0.982,12.083,9.0,1.306,0.766,0.929,1
2063,79,32.042,11.657,8.629,0.967,12.207,9.192,1.351,0.74,0.903,1
2064,91,35.213,13.09,8.852,0.922,13.928,9.0,1.479,0.676,0.924,1
2065,88,34.627,12.346,9.075,0.922,13.038,9.707,1.36,0.735,0.907,1
2066,102,38.042,15.198,8.545,0.886,15.524,9.0,1.779,0.562,0.911,1
2067,71,30.385,11.12,8.129,0.966,11.705,8.0,1.368,0.731,0.928,1
2068,87,33.799,12.87,8.607,0.957,13.416,9.0,1.495,0.669,0.93,1
2069,71,30.385,11.22,8.057,0.966,11.705,8.0,1.393,0.718,0.928,1
2070,82,33.799,12.39,8.426,0.902,13.038,8.944,1.47,0.68,0.911,1
2071,84,34.042,11.533,9.274,0.911,12.207,9.899,1.244,0.804,0.889,1
2072,80,31.799,11.237,9.065,0.994,12.207,9.0,1.24,0.807,0.93,1
2073,88,33.799,12.391,9.042,0.968,13.0,9.0,1.37,0.73,0.936,1
2074,83,32.627,12.284,8.603,0.98,13.0,9.0,1.428,0.7,0.922,1
2075,77,32.627,12.69,7.726,0.909,13.038,8.489,1.642,0.609,0.901,1
2076,84,33.799,12.35,8.66,0.924,13.0,9.0,1.426,0.701,0.903,1
