ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,conidium
8359,227,69.598,18.395,15.712,0.589,22.204,17.855,1.171,0.854,0.772,0
8360,113,41.113,15.991,8.997,0.84,16.401,9.707,1.777,0.563,0.89,1
8361,103,38.87,14.993,8.747,0.857,15.264,9.391,1.714,0.583,0.892,1
8362,89,36.042,13.776,8.226,0.861,14.422,9.192,1.675,0.597,0.908,1
8363,106,38.284,13.71,9.844,0.909,14.318,10.436,1.393,0.718,0.898,1
8364,98,36.627,13.121,9.51,0.918,13.928,10.0,1.38,0.725,0.916,1
8365,92,36.042,13.643,8.586,0.89,13.928,9.391,1.589,0.629,0.906,1
8366,125,43.698,17.626,9.029,0.823,18.028,9.707,1.952,0.512,0.912,1
8367,99,37.456,14.54,8.669,0.887,15.0,9.192,1.677,0.596,0.912,1
8368,94,36.87,13.863,8.634,0.869,14.422,9.192,1.606,0.623,0.895,1
8369,95,36.87,14.156,8.544,0.878,15.232,9.192,1.657,0.604,0.913,1
8370,103,37.799,14.378,9.121,0.906,14.866,9.0,1.576,0.634,0.936,1
8371,86,33.799,12.611,8.683,0.946,13.601,9.0,1.452,0.689,0.93,1
8372,100,37.799,14.861,8.568,0.88,15.232,9.0,1.734,0.577,0.926,1
8373,107,38.627,14.995,9.085,0.901,15.652,9.944,1.65,0.606,0.93,1
8374,101,37.456,14.657,8.774,0.905,15.232,9.47,1.67,0.599,0.91,1
8375,100,37.456,14.579,8.733,0.896,15.232,9.391,1.669,0.599,0.909,1
8376,99,37.213,13.694,9.205,0.898,14.422,9.944,1.488,0.672,0.917,1
8377,107,40.042,16.253,8.382,0.839,16.492,9.0,1.939,0.516,0.915,1
8378,98,37.698,14.651,8.516,0.867,15.264,9.192,1.72,0.581,0.891,1
8379,99,37.456,15.006,8.4,0.887,15.62,8.485,1.786,0.56,0.93,1
8380,120,43.456,16.594,9.208,0.799,17.263,10.0,1.802,0.555,0.896,1
8381,111,40.042,15.288,9.245,0.87,16.125,10.119,1.654,0.605,0.914,1
8382,113,41.113,16.756,8.586,0.84,17.0,9.192,1.952,0.512,0.911,1
8383,100,38.284,14.897,8.547,0.857,15.811,9.391,1.743,0.574,0.893,1
8384,103,37.456,13.705,9.569,0.923,14.318,10.0,1.432,0.698,0.907,1
8385,108,39.213,14.926,9.213,0.883,15.297,9.0,1.62,0.617,0.931,1
8386,104,38.87,14.82,8.935,0.865,15.264,9.899,1.659,0.603,0.897,1
8387,99,36.385,13.492,9.342,0.94,13.928,9.0,1.444,0.692,0.943,1
8388,109,40.527,16.405,8.46,0.834,16.401,8.485,1.939,0.516,0.908,1
8389,57,30.627,11.697,6.205,0.764,12.649,7.155,1.885,0.53,0.844,1
8390,57,28.385,10.61,6.84,0.889,11.662,7.766,1.551,0.645,0.891,1
8391,108,40.042,16.119,8.531,0.846,16.763,9.0,1.89,0.529,0.927,1
8392,101,38.042,14.072,9.139,0.877,14.765,9.803,1.54,0.649,0.898,1
8393,93,35.456,13.573,8.724,0.93,13.928,9.459,1.556,0.643,0.907,1
8394,100,36.627,14.456,8.808,0.937,14.866,9.0,1.641,0.609,0.93,1
8395,103,40.042,16.008,8.192,0.807,16.492,9.0,1.954,0.512,0.896,1
8396,101,39.456,15.774,8.153,0.815,16.125,8.913,1.935,0.517,0.898,1
8397,104,40.385,16.815,7.875,0.801,16.492,8.0,2.135,0.468,0.924,1
8398,80,33.456,12.627,8.067,0.898,13.038,8.485,1.565,0.639,0.899,1
8399,103,39.698,16.319,8.036,0.821,16.401,8.485,2.031,0.492,0.904,1
8400,96,36.284,13.831,8.838,0.916,14.422,9.192,1.565,0.639,0.901,1
8401,99,38.042,15.198,8.294,0.86,15.811,8.974,1.832,0.546,0.917,1
8402,105,38.042,14.037,9.524,0.912,14.866,10.0,1.474,0.678,0.917,1
8404,111,41.213,16.621,8.503,0.821,17.0,9.391,1.955,0.512,0.921,1
8405,140,48.527,20.053,8.889,0.747,20.125,9.391,2.256,0.443,0.897,1
8406,110,39.456,15.572,8.994,0.888,16.155,9.944,1.731,0.578,0.913,1
8407,111,40.627,16.241,8.702,0.845,16.763,9.0,1.866,0.536,0.925,1
8408,82,34.042,12.555,8.316,0.889,13.038,9.153,1.51,0.662,0.891,1
8409,99,37.213,14.278,8.829,0.898,14.866,9.0,1.617,0.618,0.925,1
8410,105,40.042,16.142,8.282,0.823,16.763,9.0,1.949,0.513,0.917,1
8411,61,27.556,9.526,8.154,1.0,10.296,8.0,1.168,0.856,0.938,1
8412,113,42.042,16.921,8.503,0.803,17.464,9.285,1.99,0.502,0.911,1
8413,249,108.811,23.487,13.499,0.264,27.295,16.816,1.74,0.575,0.69,0
8414,121,43.456,17.179,8.968,0.805,17.464,9.61,1.916,0.522,0.9,1
8415,99,37.698,14.993,8.407,0.875,15.264,8.485,1.783,0.561,0.917,1
8416,103,40.042,16.287,8.052,0.807,16.553,8.854,2.023,0.494,0.907,1
8418,109,39.698,14.873,9.331,0.869,15.524,10.286,1.594,0.627,0.886,1
8419,217,69.497,23.508,11.753,0.565,25.807,15.345,2.0,0.5,0.781,0
8420,112,39.456,15.2,9.382,0.904,15.811,10.0,1.62,0.617,0.911,1
8421,95,38.284,15.721,7.694,0.815,16.125,8.485,2.043,0.489,0.9,1
8422,93,36.385,14.354,8.249,0.883,14.866,8.0,1.74,0.575,0.939,1
8423,56,25.799,8.858,8.05,1.0,9.487,8.0,1.1,0.909,0.918,1
8424,105,38.87,15.297,8.74,0.873,15.652,9.391,1.75,0.571,0.909,1
8425,87,34.627,13.208,8.387,0.912,13.928,9.0,1.575,0.635,0.926,1
8426,110,39.456,15.399,9.095,0.888,16.125,9.899,1.693,0.591,0.928,1
8427,72,30.971,10.658,8.602,0.943,11.662,9.0,1.239,0.807,0.917,1
8428,107,40.284,16.145,8.439,0.829,16.643,9.192,1.913,0.523,0.903,1
8429,74,31.213,11.67,8.074,0.954,12.53,8.825,1.445,0.692,0.908,1
8430,93,37.213,15.131,7.825,0.844,15.652,8.497,1.934,0.517,0.925,1
8431,90,37.213,15.022,7.628,0.817,15.232,8.384,1.969,0.508,0.896,1
8432,110,40.284,16.757,8.358,0.852,17.029,8.485,2.005,0.499,0.928,1
8433,75,31.799,12.219,7.815,0.932,13.038,8.497,1.563,0.64,0.92,1
8434,115,41.698,16.951,8.638,0.831,17.205,9.37,1.962,0.51,0.898,1
8435,94,36.042,13.683,8.747,0.909,14.318,9.707,1.564,0.639,0.913,1
8436,103,39.456,15.83,8.284,0.831,16.643,8.944,1.911,0.523,0.904,1
8437,90,35.799,14.226,8.055,0.882,14.56,8.0,1.766,0.566,0.928,1
8438,95,37.799,14.465,8.362,0.836,14.866,8.974,1.73,0.578,0.9,1
8439,96,36.385,13.587,8.996,0.911,14.422,9.803,1.51,0.662,0.932,1
8440,54,26.971,9.994,6.88,0.933,10.817,7.778,1.453,0.688,0.908,1
8441,90,35.456,13.247,8.651,0.9,13.601,9.192,1.531,0.653,0.905,1
8442,69,33.456,11.44,7.679,0.775,13.153,9.0,1.49,0.671,0.841,1
8443,79,32.627,12.674,7.936,0.933,13.038,8.497,1.597,0.626,0.913,1
8444,86,34.385,13.484,8.121,0.914,13.601,8.0,1.66,0.602,0.93,1
8445,93,35.213,12.909,9.172,0.943,13.342,9.0,1.407,0.711,0.93,1
8446,94,39.456,16.057,7.454,0.759,16.125,8.05,2.154,0.464,0.874,1
8447,86,34.87,13.497,8.113,0.889,13.892,8.485,1.664,0.601,0.901,1
8448,111,40.284,15.283,9.248,0.86,15.811,10.0,1.653,0.605,0.91,1
8449,104,38.042,14.664,9.03,0.903,15.232,9.944,1.624,0.616,0.92,1
8450,108,40.284,16.004,8.592,0.836,16.401,9.192,1.863,0.537,0.908,1
8451,87,34.627,13.237,8.368,0.912,13.601,9.0,1.582,0.632,0.897,1
8452,51,28.971,11.664,5.567,0.764,12.207,6.641,2.095,0.477,0.843,0
8453,83,34.042,12.527,8.436,0.9,13.038,9.192,1.485,0.673,0.897,1
8454,76,32.627,11.98,8.077,0.897,13.0,8.854,1.483,0.674,0.899,1
8455,97,37.799,14.738,8.38,0.853,15.232,8.974,1.759,0.569,0.915,1
8456,97,37.213,14.888,8.295,0.88,15.232,8.825,1.795,0.557,0.915,1
8457,118,41.698,14.966,10.039,0.853,15.652,11.49,1.491,0.671,0.877,1
8458,90,36.284,13.998,8.186,0.859,14.422,9.0,1.71,0.585,0.874,1
8459,88,34.627,12.559,8.921,0.922,13.038,9.487,1.408,0.71,0.907,1
8460,103,39.213,14.83,8.843,0.842,15.524,9.0,1.677,0.596,0.916,1
8463,352,164.409,40.013,11.201,0.164,60.133,20.3,3.572,0.28,0.396,0
8468,196,104.083,29.983,8.323,0.227,39.812,17.271,3.602,0.278,0.477,0
8470,229,115.64,25.497,11.435,0.215,43.012,19.922,2.23,0.448,0.401,0
8473,243,109.539,25.239,12.259,0.254,32.558,21.657,2.059,0.486,0.455,0
8477,201,110.953,22.05,11.606,0.205,33.136,21.769,1.9,0.526,0.414,0
8478,198,99.497,30.426,8.286,0.251,38.275,15.205,3.672,0.272,0.481,0
8484,248,114.468,39.758,7.942,0.238,49.649,12.033,5.006,0.2,0.573,0
8487,70,37.113,10.469,8.513,0.639,12.369,10.114,1.23,0.813,0.769,1
8489,76,33.456,11.867,8.154,0.853,12.53,9.089,1.455,0.687,0.859,1
8491,223,110.61,39.225,7.239,0.229,49.82,11.792,5.419,0.185,0.545,0
8492,175,56.77,23.347,9.544,0.682,24.207,10.804,2.446,0.409,0.879,1
8493,54,27.799,10.067,6.83,0.878,11.18,7.0,1.474,0.678,0.878,1
8494,104,38.042,13.768,9.618,0.903,14.765,10.436,1.432,0.699,0.908,1
8495,141,44.284,16.145,11.12,0.904,16.492,11.7,1.452,0.689,0.916,1
8496,91,37.213,14.524,7.978,0.826,14.866,8.489,1.821,0.549,0.897,1
8497,132,44.87,17.423,9.647,0.824,18.028,10.461,1.806,0.554,0.907,1
8498,104,36.627,13.579,9.752,0.974,14.422,10.539,1.392,0.718,0.933,1
8499,121,41.456,16.101,9.568,0.885,16.492,10.0,1.683,0.594,0.917,1
8500,151,51.355,21.429,8.972,0.719,21.471,9.707,2.389,0.419,0.893,1
8501,335,91.497,41.029,10.396,0.503,39.0,12.333,3.947,0.253,0.84,0
8502,129,55.941,22.913,7.168,0.518,22.561,8.545,3.196,0.313,0.791,0
8503,131,44.627,18.197,9.166,0.827,18.439,9.0,1.985,0.504,0.939,1
8504,131,44.042,16.712,9.981,0.849,17.088,10.672,1.674,0.597,0.913,1
8505,159,51.355,21.46,9.434,0.758,21.932,10.171,2.275,0.44,0.903,1
8506,132,43.113,15.407,10.908,0.892,15.811,11.18,1.412,0.708,0.907,1
8507,118,40.042,15.076,9.966,0.925,15.524,10.0,1.513,0.661,0.925,1
8508,103,37.213,13.166,9.961,0.935,13.601,10.0,1.322,0.757,0.924,1
8509,126,42.284,16.271,9.86,0.886,17.088,10.672,1.65,0.606,0.91,1
8510,123,41.698,14.131,11.083,0.889,15.297,12.0,1.275,0.784,0.901,1
8511,123,40.87,14.783,10.594,0.925,15.264,11.314,1.395,0.717,0.921,1
8512,122,40.87,15.46,10.048,0.918,16.125,10.733,1.539,0.65,0.917,1
8513,153,48.284,19.04,10.232,0.825,19.313,11.18,1.861,0.537,0.913,1
8514,177,57.012,24.796,9.089,0.684,24.413,10.087,2.728,0.367,0.892,1
8515,136,44.87,16.686,10.378,0.849,17.464,11.18,1.608,0.622,0.904,1
8516,143,47.941,19.611,9.284,0.782,19.723,9.985,2.112,0.473,0.899,1
8517,110,38.627,14.174,9.881,0.926,14.866,10.0,1.434,0.697,0.932,1
8518,102,36.87,12.936,10.04,0.943,13.601,10.539,1.288,0.776,0.907,1
8519,135,42.87,13.988,12.289,0.923,14.866,12.965,1.138,0.879,0.918,1
8520,121,39.799,14.57,10.574,0.96,14.866,10.0,1.378,0.726,0.957,1
8521,162,46.87,17.258,11.952,0.927,18.028,12.0,1.444,0.693,0.942,1
8522,183,57.841,24.088,9.673,0.687,24.207,10.7,2.49,0.402,0.863,1
8523,113,40.042,13.564,10.607,0.886,14.422,12.0,1.279,0.782,0.886,1
8524,121,40.284,14.649,10.517,0.937,15.264,11.314,1.393,0.718,0.913,1
8525,179,50.527,17.979,12.676,0.881,19.105,13.435,1.418,0.705,0.916,1
8526,147,49.941,19.57,9.564,0.741,20.248,11.628,2.046,0.489,0.878,1
8527,131,43.698,17.086,9.762,0.862,17.493,10.607,1.75,0.571,0.916,1
8528,148,46.284,17.186,10.965,0.868,17.72,11.926,1.567,0.638,0.916,1
8529,167,55.456,24.458,8.694,0.682,23.77,9.123,2.813,0.355,0.91,1
8530,70,32.627,11.416,7.807,0.826,12.649,8.974,1.462,0.684,0.859,1
8531,212,58.527,21.563,12.518,0.778,22.847,13.864,1.723,0.581,0.898,1
8532,252,71.154,30.913,10.379,0.625,30.61,11.314,2.978,0.336,0.89,0
8533,224,65.698,28.158,10.129,0.652,27.295,10.738,2.78,0.36,0.882,1
8534,113,39.456,14.532,9.901,0.912,15.264,10.607,1.468,0.681,0.919,1
8535,166,47.113,16.314,12.956,0.94,17.263,13.0,1.259,0.794,0.938,1
8536,99,36.87,13.162,9.577,0.915,13.928,10.286,1.374,0.728,0.904,1
8537,110,40.042,15.128,9.258,0.862,15.811,10.0,1.634,0.612,0.913,1
8538,188,64.284,29.027,8.246,0.572,27.857,8.928,3.52,0.284,0.879,0
8539,172,48.77,18.369,11.922,0.909,18.868,12.021,1.541,0.649,0.927,1
8540,311,85.598,37.397,10.589,0.533,35.903,13.099,3.532,0.283,0.828,0
8541,113,39.698,14.631,9.834,0.901,15.264,10.607,1.488,0.672,0.9,1
8542,150,49.113,20.485,9.323,0.781,20.616,10.286,2.197,0.455,0.909,1
8543,164,52.042,20.478,10.197,0.761,21.095,10.0,2.008,0.498,0.919,1
8544,144,45.799,16.78,10.927,0.863,17.889,11.0,1.536,0.651,0.932,1
8545,150,50.77,21.481,8.891,0.731,21.401,9.707,2.416,0.414,0.901,1
8546,115,40.284,14.63,10.008,0.891,15.524,10.0,1.462,0.684,0.92,1
8547,174,63.012,23.129,9.579,0.551,24.739,12.224,2.415,0.414,0.77,0
8548,150,48.284,19.209,9.943,0.809,19.647,10.522,1.932,0.518,0.912,1
8549,207,64.912,26.058,10.114,0.617,25.807,11.314,2.576,0.388,0.835,0
8550,150,55.598,19.404,9.843,0.61,22.136,12.327,1.971,0.507,0.777,1
8552,113,38.627,14.798,9.723,0.952,15.652,10.0,1.522,0.657,0.942,1
8553,100,36.527,13.161,9.674,0.942,13.928,9.899,1.36,0.735,0.901,1
8554,117,39.456,14.375,10.363,0.944,15.232,11.0,1.387,0.721,0.921,1
8555,123,41.456,14.432,10.852,0.899,15.62,11.628,1.33,0.752,0.908,1
8556,119,44.87,17.007,8.909,0.743,18.601,10.419,1.909,0.524,0.859,1
8557,160,46.527,14.998,13.583,0.929,16.553,14.142,1.104,0.906,0.907,1
8558,115,41.456,15.991,9.156,0.841,17.029,9.899,1.746,0.573,0.909,1
8559,104,37.698,13.604,9.733,0.92,13.928,9.899,1.398,0.715,0.908,1
8560,113,40.042,14.905,9.653,0.886,15.811,10.0,1.544,0.648,0.919,1
8561,231,84.468,23.951,12.28,0.407,31.048,17.855,1.95,0.513,0.679,0
8563,439,109.296,29.978,18.645,0.462,34.525,22.587,1.608,0.622,0.714,0
8567,146,44.284,15.753,11.8,0.936,17.0,12.728,1.335,0.749,0.924,1
8568,206,58.426,20.816,12.6,0.758,22.472,13.864,1.652,0.605,0.896,1
8569,244,92.811,31.088,9.993,0.356,37.483,14.568,3.111,0.321,0.6,0
8570,195,57.841,22.861,10.86,0.732,23.022,11.8,2.105,0.475,0.876,1
8571,132,51.113,19.814,8.482,0.635,21.024,10.262,2.336,0.428,0.828,1
8572,126,46.87,19.197,8.357,0.721,19.698,9.099,2.297,0.435,0.89,1
8573,198,65.113,25.771,9.783,0.587,27.203,11.386,2.634,0.38,0.839,1
8575,103,36.87,13.615,9.632,0.952,14.318,10.262,1.414,0.707,0.916,1
8576,231,62.77,25.189,11.677,0.737,25.632,13.218,2.157,0.464,0.885,0
8577,321,80.326,34.439,11.868,0.625,34.0,13.127,2.902,0.345,0.883,0
8578,180,62.77,27.65,8.289,0.574,26.833,9.517,3.336,0.3,0.849,0
8579,146,49.355,16.303,11.403,0.753,17.493,13.416,1.43,0.699,0.866,1
8580,262,67.841,26.575,12.553,0.715,27.459,14.252,2.117,0.472,0.885,0
8581,143,47.113,18.761,9.705,0.81,19.235,10.733,1.933,0.517,0.905,1
8582,122,40.284,14.871,10.445,0.945,15.811,11.0,1.424,0.702,0.924,1
8583,131,42.87,15.704,10.621,0.896,16.643,11.314,1.479,0.676,0.923,1
8584,112,38.042,14.272,9.992,0.973,14.866,10.0,1.428,0.7,0.937,1
8585,157,48.284,18.92,10.566,0.846,19.235,11.371,1.791,0.558,0.924,1
8586,148,44.042,15.454,12.193,0.959,16.155,12.0,1.267,0.789,0.946,1
8587,124,40.042,14.38,10.979,0.972,14.866,11.0,1.31,0.764,0.936,1
8588,218,59.698,23.164,11.983,0.769,24.042,13.0,1.933,0.517,0.916,1
8589,96,36.627,13.218,9.248,0.899,13.892,10.119,1.429,0.7,0.91,1
8590,154,50.184,20.931,9.368,0.768,21.095,10.307,2.234,0.448,0.89,1
8591,242,65.841,22.704,13.572,0.702,24.698,15.28,1.673,0.598,0.845,0
8592,185,61.355,27.038,8.712,0.618,26.401,9.341,3.104,0.322,0.881,0
8593,136,45.698,17.36,9.975,0.818,17.889,10.733,1.74,0.575,0.895,1
8594,122,40.627,14.423,10.77,0.929,14.866,11.0,1.339,0.747,0.931,1
8595,163,48.87,18.562,11.181,0.858,19.849,12.021,1.66,0.602,0.934,1
8596,201,61.841,25.981,9.85,0.66,25.554,10.539,2.638,0.379,0.884,1
8597,197,59.113,24.175,10.376,0.708,24.042,11.327,2.33,0.429,0.895,1
8598,124,40.87,14.666,10.765,0.933,15.264,11.314,1.362,0.734,0.922,1
8599,84,33.456,11.993,8.918,0.943,12.53,9.192,1.345,0.744,0.908,1
8600,237,63.355,24.914,12.112,0.742,25.179,12.736,2.057,0.486,0.908,1
8601,95,35.213,12.569,9.624,0.963,13.416,10.0,1.306,0.766,0.931,1
8602,135,44.87,17.364,9.899,0.843,17.72,10.672,1.754,0.57,0.912,1
8603,164,58.083,25.903,8.061,0.611,25.0,8.902,3.213,0.311,0.87,1
8604,121,41.456,14.933,10.317,0.885,15.811,10.889,1.448,0.691,0.896,1
8605,65,28.385,10.095,8.198,1.0,10.77,8.0,1.231,0.812,0.935,1
8606,119,39.456,14.643,10.347,0.961,15.264,11.094,1.415,0.707,0.93,1
8607,119,40.042,13.339,11.359,0.933,14.318,11.0,1.174,0.852,0.937,1
8608,91,34.627,13.025,8.895,0.954,13.601,9.192,1.464,0.683,0.933,1
8609,186,55.598,22.824,10.376,0.756,23.022,11.314,2.2,0.455,0.907,1
8610,129,42.627,17.038,9.64,0.892,17.464,10.0,1.767,0.566,0.938,1
8611,105,38.042,14.042,9.521,0.912,14.765,10.262,1.475,0.678,0.905,1
8612,117,39.799,14.311,10.409,0.928,15.264,11.0,1.375,0.727,0.94,1
8613,155,46.87,18.187,10.851,0.887,18.788,11.628,1.676,0.597,0.931,1
8614,367,82.426,32.426,14.411,0.679,31.257,14.798,2.25,0.444,0.902,0
8615,147,46.87,17.986,10.406,0.841,18.385,11.068,1.728,0.579,0.91,1
8616,199,59.941,23.752,10.668,0.696,24.166,12.773,2.227,0.449,0.858,0
8617,129,42.284,16.185,10.148,0.907,16.643,11.2,1.595,0.627,0.915,1
8618,152,45.698,15.87,12.195,0.915,16.401,13.035,1.301,0.768,0.905,1
8619,110,38.042,13.984,10.015,0.955,14.765,10.607,1.396,0.716,0.936,1
8620,180,52.527,20.533,11.162,0.82,20.881,11.7,1.84,0.544,0.905,0
8621,180,55.113,22.425,10.22,0.745,22.561,11.0,2.194,0.456,0.907,1
8623,110,38.042,14.109,9.927,0.955,14.866,10.0,1.421,0.704,0.932,1
8624,109,37.456,12.959,10.709,0.976,13.892,11.314,1.21,0.826,0.92,1
8625,104,36.87,13.517,9.797,0.961,14.318,10.539,1.38,0.725,0.916,1
8626,160,52.87,22.646,8.996,0.719,22.136,9.459,2.517,0.397,0.909,1
8627,108,39.113,15.45,8.901,0.887,15.811,9.192,1.736,0.576,0.904,1
8628,220,65.012,17.708,15.818,0.654,21.84,17.0,1.12,0.893,0.837,0
8629,128,43.456,17.36,9.388,0.852,17.889,10.213,1.849,0.541,0.928,1
8630,169,48.284,16.726,12.865,0.911,18.028,14.0,1.3,0.769,0.918,1
8631,140,52.669,24.431,7.296,0.634,23.431,7.778,3.349,0.299,0.864,0
8632,109,37.213,13.443,10.324,0.989,14.422,11.0,1.302,0.768,0.944,1
8633,123,40.284,13.6,11.515,0.952,14.56,12.0,1.181,0.847,0.911,1
8634,103,36.627,13.173,9.955,0.965,13.601,10.0,1.323,0.756,0.924,1
8635,144,48.87,20.521,8.935,0.758,20.881,9.89,2.297,0.435,0.911,1
8636,102,36.284,13.333,9.741,0.974,13.892,9.899,1.369,0.731,0.919,1
8637,119,40.042,14.514,10.439,0.933,15.264,11.18,1.39,0.719,0.93,1
8638,107,38.042,14.054,9.694,0.929,14.765,10.286,1.45,0.69,0.926,1
8639,100,36.385,13.306,9.569,0.949,14.422,10.0,1.39,0.719,0.948,1
8640,115,38.87,14.039,10.429,0.956,14.866,11.0,1.346,0.743,0.92,1
8641,234,61.841,20.06,14.853,0.769,22.204,16.263,1.351,0.74,0.878,1
8642,151,48.77,19.443,9.888,0.798,20.248,11.068,1.966,0.509,0.891,1
8643,471,94.912,34.51,17.377,0.657,37.59,21.042,1.986,0.504,0.849,0
8644,279,73.255,28.779,12.343,0.653,29.155,13.582,2.332,0.429,0.861,0
8645,324,82.326,32.688,12.62,0.601,33.106,15.71,2.59,0.386,0.845,0
8646,267,69.598,23.761,14.307,0.693,25.298,16.0,1.661,0.602,0.86,0
8647,118,41.698,15.871,9.466,0.853,16.763,10.213,1.677,0.596,0.901,1
8648,137,45.213,18.436,9.462,0.842,18.439,9.0,1.948,0.513,0.948,1
8649,179,58.284,25.165,9.057,0.662,25.495,10.0,2.779,0.36,0.918,1
8650,147,56.184,25.161,7.439,0.585,24.597,8.31,3.382,0.296,0.862,1
8651,176,56.627,24.275,9.231,0.69,23.537,9.0,2.63,0.38,0.926,1
8652,122,43.213,17.408,8.923,0.821,17.464,9.0,1.951,0.513,0.928,1
8653,299,82.77,35.886,10.609,0.548,34.713,12.944,3.383,0.296,0.865,0
8654,285,76.083,31.528,11.51,0.619,31.765,13.545,2.739,0.365,0.877,0
8655,109,39.213,15.331,9.052,0.891,15.811,9.0,1.694,0.59,0.936,1
8656,203,57.941,21.848,11.83,0.76,22.847,13.0,1.847,0.541,0.892,1
8657,146,48.284,19.78,9.398,0.787,20.248,10.465,2.105,0.475,0.912,1
8658,140,46.284,18.472,9.65,0.821,18.974,10.357,1.914,0.522,0.912,1
8659,127,40.627,14.263,11.337,0.967,15.232,11.0,1.258,0.795,0.948,1
8660,140,45.113,14.567,12.237,0.864,15.652,13.825,1.19,0.84,0.881,1
8661,85,33.799,11.58,9.346,0.935,12.53,10.0,1.239,0.807,0.914,1
8662,139,48.184,19.379,9.133,0.752,19.416,9.899,2.122,0.471,0.883,1
8663,300,67.497,23.033,16.584,0.827,24.187,17.678,1.389,0.72,0.912,1
8664,140,44.042,15.813,11.272,0.907,17.205,12.021,1.403,0.713,0.933,1
8665,109,37.213,12.641,10.979,0.989,13.416,11.0,1.151,0.868,0.94,1
8666,298,81.941,33.615,11.287,0.558,33.956,14.0,2.978,0.336,0.851,0
8667,84,33.456,12.346,8.663,0.943,13.0,9.171,1.425,0.702,0.898,1
8668,116,40.627,14.675,10.064,0.883,15.264,10.733,1.458,0.686,0.913,1
8669,133,42.527,14.769,11.466,0.924,15.652,12.021,1.288,0.776,0.911,1
8670,127,43.456,17.409,9.289,0.845,18.385,10.0,1.874,0.534,0.941,1
8671,153,51.456,21.486,9.066,0.726,21.19,9.487,2.37,0.422,0.913,1
8672,132,41.456,15.413,10.905,0.965,16.155,11.0,1.413,0.708,0.946,1
8673,128,42.042,16.135,10.101,0.91,16.763,10.0,1.597,0.626,0.941,1
8674,119,44.042,17.468,8.674,0.771,17.889,9.171,2.014,0.497,0.895,1
8675,92,35.213,13.155,8.904,0.932,13.928,9.0,1.477,0.677,0.934,1
8676,229,74.184,30.106,9.685,0.523,31.048,12.101,3.108,0.322,0.763,0
8677,137,42.87,15.258,11.433,0.937,16.125,12.021,1.335,0.749,0.932,1
8678,83,34.042,12.106,8.729,0.9,12.649,9.0,1.387,0.721,0.912,1
8679,151,46.627,16.808,11.439,0.873,17.464,11.0,1.469,0.681,0.929,1
8680,96,35.213,12.841,9.519,0.973,13.601,9.899,1.349,0.741,0.941,1
8681,97,36.042,13.043,9.469,0.938,13.601,10.0,1.377,0.726,0.907,1
8682,155,53.456,22.853,8.636,0.682,22.804,9.371,2.646,0.378,0.909,1
8683,177,53.213,21.794,10.34,0.785,21.587,10.0,2.108,0.474,0.944,1
8684,144,44.284,14.788,12.398,0.923,15.652,13.0,1.193,0.838,0.911,1
8685,121,40.87,14.84,10.381,0.91,15.264,11.068,1.43,0.7,0.917,1
8686,114,38.627,13.68,10.611,0.96,14.422,11.314,1.289,0.776,0.934,1
8687,280,70.77,24.583,14.502,0.703,25.962,17.0,1.695,0.59,0.856,0
8688,201,54.87,21.126,12.114,0.839,21.84,12.0,1.744,0.573,0.935,1
8689,120,40.627,15.318,9.975,0.914,15.524,10.0,1.536,0.651,0.93,1
8690,135,44.527,17.73,9.695,0.856,18.439,9.899,1.829,0.547,0.922,1
8691,94,35.456,13.299,9.0,0.94,14.318,9.0,1.478,0.677,0.917,1
8692,141,44.87,16.985,10.57,0.88,17.464,11.0,1.607,0.622,0.913,1
8693,231,64.527,26.807,10.972,0.697,25.962,12.139,2.443,0.409,0.88,0
8694,171,57.456,25.14,8.661,0.651,24.515,9.276,2.903,0.344,0.888,0
8695,143,44.87,17.191,10.591,0.893,17.72,11.0,1.623,0.616,0.923,1
8696,91,34.87,12.762,9.079,0.94,13.416,9.899,1.406,0.711,0.901,1
8697,127,42.284,15.372,10.519,0.893,16.125,11.0,1.461,0.684,0.91,1
8698,282,67.255,25.496,14.083,0.783,25.495,15.055,1.81,0.552,0.898,1
8699,305,79.841,33.445,11.611,0.601,32.311,13.504,2.88,0.347,0.834,0
8700,112,40.284,14.323,9.956,0.867,15.232,10.607,1.439,0.695,0.9,1
8701,200,59.941,17.047,14.938,0.7,21.541,16.0,1.141,0.876,0.844,1
8702,146,48.184,20.293,9.16,0.79,20.248,9.899,2.215,0.451,0.898,1
8703,128,41.698,15.614,10.438,0.925,16.125,11.314,1.496,0.669,0.914,1
8704,139,53.213,24.207,7.311,0.617,23.345,7.623,3.311,0.302,0.897,1
8705,152,48.77,19.706,9.821,0.803,20.0,10.607,2.007,0.498,0.899,1
8706,258,69.255,29.012,11.323,0.676,28.231,12.522,2.562,0.39,0.879,0
8707,103,37.456,14.253,9.201,0.923,15.0,9.899,1.549,0.646,0.916,1
8708,132,43.113,17.516,9.595,0.892,18.028,9.899,1.826,0.548,0.93,1
8709,98,36.627,12.84,9.718,0.918,13.342,10.0,1.321,0.757,0.907,1
8710,154,50.284,21.309,9.202,0.765,21.541,10.119,2.316,0.432,0.925,1
8711,183,61.841,27.762,8.393,0.601,27.203,9.37,3.308,0.302,0.874,0
8712,123,41.456,15.425,10.153,0.899,16.125,10.733,1.519,0.658,0.921,1
