ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,germination
344,204,68.184,25.653,10.125,0.551,26.627,12.27,2.534,0.395,0.797,1
345,170,59.012,23.142,9.353,0.613,24.352,11.028,2.474,0.404,0.835,1
346,211,79.841,19.884,13.511,0.416,24.187,17.2,1.472,0.679,0.665,1
347,109,38.87,14.397,9.64,0.907,15.264,10.607,1.494,0.67,0.905,0
348,169,67.255,24.469,8.794,0.47,25.0,11.314,2.782,0.359,0.709,1
349,163,68.184,22.942,9.046,0.441,26.571,11.448,2.536,0.394,0.704,1
350,117,51.941,17.798,8.37,0.545,20.591,10.62,2.126,0.47,0.743,1
351,125,42.284,16.69,9.536,0.879,17.464,10.286,1.75,0.571,0.919,0
352,151,53.941,19.098,10.067,0.652,20.0,12.131,1.897,0.527,0.803,1
353,213,91.497,32.998,8.219,0.32,37.014,12.555,4.015,0.249,0.584,1
354,75,31.213,10.877,8.779,0.967,11.705,9.0,1.239,0.807,0.915,0
355,73,32.87,12.784,7.271,0.849,13.038,7.778,1.758,0.569,0.874,0
356,170,76.669,27.5,7.871,0.363,28.653,10.797,3.494,0.286,0.613,1
357,120,41.456,16.396,9.319,0.877,17.088,10.0,1.76,0.568,0.923,0
358,195,72.527,28.664,8.662,0.466,30.265,10.785,3.309,0.302,0.783,1
359,147,67.698,17.791,10.52,0.403,23.77,14.884,1.691,0.591,0.618,1
360,202,74.669,29.436,8.737,0.455,30.083,11.157,3.369,0.297,0.739,1
361,249,101.882,32.794,9.667,0.301,40.46,14.705,3.392,0.295,0.573,1
362,218,73.012,25.454,10.905,0.514,27.731,13.873,2.334,0.428,0.711,1
363,214,77.983,27.966,9.743,0.442,29.833,13.969,2.87,0.348,0.672,1
364,196,79.497,20.584,12.124,0.39,24.739,16.44,1.698,0.589,0.612,1
365,170,62.184,21.681,9.983,0.552,23.854,12.235,2.172,0.46,0.769,1
366,179,73.255,26.791,8.507,0.419,28.231,11.373,3.149,0.318,0.694,1
367,167,52.284,19.036,11.17,0.768,20.616,12.075,1.704,0.587,0.903,0
368,141,59.012,20.988,8.554,0.509,23.195,10.976,2.454,0.408,0.762,1
369,209,88.669,32.991,8.066,0.334,37.59,11.923,4.09,0.244,0.63,1
370,220,85.154,31.203,8.977,0.381,33.615,13.416,3.476,0.288,0.65,1
371,136,49.941,17.554,9.864,0.685,19.925,11.0,1.78,0.562,0.861,0
372,125,46.284,17.249,9.227,0.733,18.028,10.752,1.869,0.535,0.865,0
374,99,38.385,13.966,9.025,0.844,14.866,9.0,1.547,0.646,0.908,0
375,220,91.74,34.23,8.183,0.328,36.125,11.0,4.183,0.239,0.683,1
376,180,71.355,29.464,7.778,0.444,30.364,10.249,3.788,0.264,0.758,1
377,124,42.284,16.09,9.813,0.872,16.643,10.286,1.64,0.61,0.908,0
378,109,40.042,15.832,8.766,0.854,16.553,9.707,1.806,0.554,0.92,0
379,103,37.799,14.686,8.93,0.906,15.232,9.0,1.645,0.608,0.932,0
380,123,50.627,18.994,8.245,0.603,21.19,9.552,2.304,0.434,0.82,1
381,117,42.042,15.883,9.379,0.832,16.492,10.0,1.693,0.591,0.911,0
382,130,42.87,16.645,9.944,0.889,17.72,10.0,1.674,0.597,0.922,0
383,228,99.054,37.631,7.714,0.292,40.311,11.18,4.878,0.205,0.61,1
384,196,84.669,33.059,7.549,0.344,36.222,10.991,4.379,0.228,0.676,1
385,174,59.941,21.872,10.129,0.609,24.207,12.27,2.159,0.463,0.798,1
386,228,101.497,41.612,6.976,0.278,43.966,10.672,5.965,0.168,0.632,1
387,111,38.627,12.307,11.484,0.935,13.038,12.0,1.072,0.933,0.921,0
388,147,54.77,20.748,9.021,0.616,23.601,10.607,2.3,0.435,0.835,1
389,186,76.912,29.814,7.943,0.395,31.385,10.733,3.753,0.266,0.701,1
390,192,89.397,35.214,6.942,0.302,38.833,11.105,5.072,0.197,0.591,1
391,187,77.012,27.898,8.534,0.396,31.016,11.217,3.269,0.306,0.652,1
392,182,73.355,29.536,7.846,0.425,30.806,10.324,3.765,0.266,0.711,1
393,169,81.841,30.836,6.978,0.317,33.242,10.0,4.419,0.226,0.654,1
394,189,81.841,28.785,8.36,0.355,31.321,10.119,3.443,0.29,0.738,1
395,93,36.627,14.029,8.44,0.871,14.765,9.285,1.662,0.602,0.907,0
396,154,59.012,22.66,8.653,0.556,23.431,10.109,2.619,0.382,0.776,1
397,56,26.142,8.465,8.423,1.0,9.434,8.0,1.005,0.995,0.949,0
398,182,62.426,22.65,10.231,0.587,25.0,12.737,2.214,0.452,0.79,1
399,180,61.841,22.839,10.035,0.591,23.707,12.223,2.276,0.439,0.798,1
400,213,88.326,27.734,9.779,0.343,31.78,14.36,2.836,0.353,0.567,1
401,142,47.698,18.756,9.639,0.784,19.313,10.733,1.946,0.514,0.907,0
402,232,90.569,31.733,9.309,0.355,34.176,13.282,3.409,0.293,0.652,1
403,148,51.941,19.712,9.56,0.689,21.471,10.817,2.062,0.485,0.853,1
404,189,66.77,25.864,9.304,0.533,26.173,11.0,2.78,0.36,0.796,1
405,127,41.698,15.749,10.268,0.918,16.553,11.094,1.534,0.652,0.917,0
406,183,69.841,22.347,10.426,0.471,25.71,13.713,2.143,0.467,0.702,1
407,157,67.012,25.266,7.912,0.439,28.178,10.045,3.194,0.313,0.722,1
408,168,56.77,20.708,10.329,0.655,22.136,12.075,2.005,0.499,0.814,1
409,127,42.284,15.865,10.192,0.893,16.401,10.607,1.557,0.642,0.924,0
410,120,41.113,15.441,9.895,0.892,16.492,10.733,1.561,0.641,0.906,0
411,112,40.042,15.066,9.465,0.878,15.652,10.286,1.592,0.628,0.911,0
412,52,27.556,11.397,5.809,0.861,11.705,6.0,1.962,0.51,0.912,0
416,109,39.799,15.895,8.731,0.865,16.155,9.0,1.82,0.549,0.928,0
417,113,41.698,16.911,8.508,0.817,17.464,9.285,1.988,0.503,0.893,0
418,85,35.213,13.955,7.756,0.861,14.318,8.497,1.799,0.556,0.909,0
419,110,39.799,15.767,8.883,0.873,16.155,9.0,1.775,0.563,0.94,0
420,99,37.698,14.783,8.526,0.875,15.264,9.192,1.734,0.577,0.888,0
421,101,40.284,16.753,7.676,0.782,16.643,8.497,2.183,0.458,0.878,0
422,114,41.456,15.873,9.144,0.834,16.553,10.028,1.736,0.576,0.905,0
423,119,42.627,17.01,8.908,0.823,17.088,9.459,1.91,0.524,0.915,0
424,109,40.042,15.581,8.907,0.854,15.811,9.701,1.749,0.572,0.901,0
425,85,33.213,12.299,8.8,0.968,13.0,9.0,1.398,0.715,0.934,0
426,163,78.426,29.784,6.968,0.333,34.205,9.871,4.274,0.234,0.652,1
427,90,36.385,15.208,7.535,0.854,15.297,7.0,2.018,0.495,0.952,0
428,126,43.698,16.564,9.685,0.829,17.493,11.0,1.71,0.585,0.884,0
429,206,94.569,35.138,7.464,0.289,40.706,11.992,4.707,0.212,0.543,1
430,55,26.142,8.489,8.25,1.0,9.434,8.0,1.029,0.972,0.94,0
431,116,41.213,16.429,8.99,0.858,16.492,9.0,1.828,0.547,0.928,0
432,169,77.598,30.546,7.044,0.353,33.242,10.58,4.336,0.231,0.659,1
433,73,31.799,11.05,8.412,0.907,11.705,9.0,1.314,0.761,0.896,0
434,175,77.497,27.132,8.212,0.366,31.385,12.403,3.304,0.303,0.625,1
435,102,37.213,13.135,9.887,0.926,13.892,10.956,1.328,0.753,0.919,0
436,169,75.598,26.589,8.093,0.372,31.78,11.894,3.286,0.304,0.622,1
437,111,40.042,15.417,9.167,0.87,16.125,9.839,1.682,0.595,0.921,0
438,67,30.385,10.188,8.373,0.912,11.18,8.0,1.217,0.822,0.905,0
439,97,37.456,14.83,8.328,0.869,15.232,8.944,1.781,0.562,0.907,0
441,110,39.698,15.27,9.172,0.877,15.652,9.985,1.665,0.601,0.891,0
442,72,30.385,10.944,8.377,0.98,11.402,8.0,1.307,0.765,0.935,0
443,54,25.556,8.594,8.0,1.0,9.434,8.0,1.074,0.931,0.939,0
444,118,42.284,16.168,9.293,0.829,16.492,10.0,1.74,0.575,0.891,0
445,125,44.527,17.525,9.081,0.792,17.804,9.689,1.93,0.518,0.883,0
447,103,38.527,15.266,8.591,0.872,15.652,9.192,1.777,0.563,0.896,0
448,103,38.042,15.223,8.615,0.894,15.811,9.0,1.767,0.566,0.928,0
450,106,40.042,15.991,8.44,0.831,16.155,8.854,1.895,0.528,0.906,0
451,104,39.698,15.754,8.405,0.829,16.155,8.944,1.874,0.534,0.897,0
452,80,32.627,11.946,8.527,0.944,13.0,9.0,1.401,0.714,0.909,0
453,110,41.799,17.206,8.14,0.791,17.088,8.629,2.114,0.473,0.917,0
454,122,53.698,18.826,8.251,0.532,21.633,10.607,2.282,0.438,0.716,1
455,62,27.799,9.978,7.911,1.0,10.817,8.485,1.261,0.793,0.912,0
456,58,27.556,8.889,8.307,0.96,10.0,8.0,1.07,0.935,0.913,0
457,111,40.284,15.765,8.965,0.86,16.553,9.775,1.758,0.569,0.899,0
458,91,35.799,14.052,8.246,0.892,14.56,8.0,1.704,0.587,0.933,0
459,98,39.113,15.933,7.831,0.805,16.125,8.485,2.035,0.492,0.887,0
460,88,34.87,13.756,8.145,0.909,14.318,9.0,1.689,0.592,0.903,0
461,82,32.971,12.566,8.308,0.948,13.0,8.0,1.512,0.661,0.948,0
462,108,39.799,15.912,8.642,0.857,16.155,9.0,1.841,0.543,0.931,0
463,172,74.184,28.109,7.791,0.393,30.676,11.642,3.608,0.277,0.654,1
466,187,81.497,29.835,7.98,0.354,32.388,10.448,3.739,0.267,0.649,1
467,111,40.042,15.346,9.21,0.87,15.811,9.803,1.666,0.6,0.914,0
468,104,39.113,15.666,8.452,0.854,15.811,9.192,1.853,0.54,0.889,0
469,110,42.042,16.977,8.25,0.782,17.263,9.0,2.058,0.486,0.902,0
470,114,40.87,16.231,8.943,0.858,16.643,9.6,1.815,0.551,0.912,0
471,113,41.113,16.878,8.524,0.84,17.205,9.192,1.98,0.505,0.904,0
472,95,37.456,14.501,8.341,0.851,15.0,9.192,1.738,0.575,0.9,0
473,155,61.598,24.707,7.988,0.513,26.627,10.054,3.093,0.323,0.771,1
474,52,25.556,9.098,7.277,1.0,9.849,7.0,1.25,0.8,0.929,0
475,177,80.326,26.621,8.466,0.345,30.265,11.352,3.145,0.318,0.594,1
476,101,38.87,15.537,8.277,0.84,15.811,9.0,1.877,0.533,0.902,0
478,51,24.971,8.201,7.917,1.0,8.944,8.0,1.036,0.965,0.919,0
479,109,39.113,15.567,8.915,0.895,15.811,9.192,1.746,0.573,0.912,0
480,103,39.213,15.891,8.253,0.842,16.155,8.731,1.925,0.519,0.92,0
481,94,38.042,14.283,8.379,0.816,14.866,9.0,1.705,0.587,0.913,0
482,183,83.983,30.903,7.54,0.326,36.359,11.662,4.099,0.244,0.582,1
483,79,33.213,11.728,8.577,0.9,12.649,9.0,1.367,0.731,0.903,0
484,118,40.87,15.998,9.391,0.888,16.643,10.262,1.703,0.587,0.918,0
485,107,39.456,15.097,9.024,0.864,15.811,9.8,1.673,0.598,0.907,0
486,115,42.385,17.049,8.588,0.804,16.763,9.0,1.985,0.504,0.913,0
487,56,26.385,9.156,7.787,1.0,9.849,8.0,1.176,0.851,0.918,0
488,90,36.385,11.239,10.196,0.854,13.038,10.851,1.102,0.907,0.882,0
489,120,42.87,16.933,9.023,0.821,17.493,9.947,1.877,0.533,0.902,0
490,61,27.799,9.109,8.526,0.992,9.849,8.944,1.068,0.936,0.91,0
491,111,39.698,15.651,9.03,0.885,15.811,9.8,1.733,0.577,0.902,0
492,111,40.87,15.302,9.236,0.835,15.652,10.462,1.657,0.604,0.884,0
493,185,80.669,31.873,7.39,0.357,34.015,11.322,4.313,0.232,0.624,1
494,173,84.083,33.259,6.623,0.307,36.401,10.436,5.022,0.199,0.623,1
495,215,112.811,44.853,6.103,0.212,49.041,10.123,7.349,0.136,0.522,1
496,211,104.811,41.632,6.453,0.241,45.541,11.385,6.452,0.155,0.545,1
497,158,66.184,24.221,8.306,0.453,27.459,11.258,2.916,0.343,0.715,1
498,186,92.912,33.941,6.977,0.271,40.311,11.573,4.864,0.206,0.554,1
499,180,83.397,33.01,6.943,0.325,36.401,10.32,4.755,0.21,0.637,1
500,174,83.255,31.269,7.085,0.315,35.735,11.234,4.413,0.227,0.628,1
501,169,65.698,26.779,8.035,0.492,26.683,9.718,3.333,0.3,0.768,1
502,167,75.598,30.537,6.963,0.367,32.985,10.006,4.386,0.228,0.686,1
503,209,105.397,40.103,6.636,0.236,45.277,10.505,6.044,0.165,0.52,1
504,172,81.74,30.471,7.187,0.323,34.409,11.221,4.24,0.236,0.579,1
505,201,111.64,39.151,6.537,0.203,46.519,12.043,5.989,0.167,0.451,1
507,223,110.125,44.853,6.33,0.231,48.877,10.101,7.086,0.141,0.549,1
508,261,156.711,35.361,9.398,0.134,57.14,16.901,3.763,0.266,0.315,1
510,190,84.225,35.206,6.871,0.337,38.013,9.748,5.123,0.195,0.692,1
512,181,85.255,29.711,7.757,0.313,35.171,12.127,3.83,0.261,0.55,1
513,189,100.468,38.792,6.203,0.235,43.417,9.391,6.253,0.16,0.538,1
514,143,47.113,18.315,9.941,0.81,18.868,11.314,1.842,0.543,0.908,0
516,200,86.326,31.679,8.038,0.337,35.228,12.206,3.941,0.254,0.597,1
517,192,84.426,32.793,7.455,0.338,35.468,11.33,4.399,0.227,0.606,1
518,163,71.497,29.642,7.001,0.401,30.887,9.775,4.234,0.236,0.701,1
519,156,74.083,28.291,7.021,0.357,32.249,9.941,4.03,0.248,0.687,1
520,184,90.184,31.72,7.386,0.284,38.21,10.945,4.295,0.233,0.595,1
521,218,88.711,38.459,7.217,0.348,39.825,10.332,5.329,0.188,0.708,1
522,221,111.983,38.906,7.232,0.221,47.539,11.588,5.379,0.186,0.496,1
523,204,93.882,37.606,6.907,0.291,41.231,10.381,5.445,0.184,0.625,1
524,112,49.355,19.876,7.175,0.578,21.401,8.875,2.77,0.361,0.836,1
525,198,87.983,35.006,7.202,0.321,36.715,9.901,4.861,0.206,0.622,1
526,197,95.983,29.761,8.428,0.269,36.249,13.697,3.531,0.283,0.486,1
527,196,101.255,40.905,6.101,0.24,45.354,9.836,6.705,0.149,0.625,1
528,202,82.669,35.103,7.327,0.371,36.249,10.322,4.791,0.209,0.713,1
531,205,112.811,28.481,9.164,0.202,43.081,16.18,3.108,0.322,0.389,1
532,114,54.527,21.785,6.663,0.482,22.136,9.638,3.27,0.306,0.706,1
534,185,74.912,29.682,7.936,0.414,32.202,11.443,3.74,0.267,0.67,1
535,195,79.012,30.851,8.048,0.393,30.463,10.027,3.834,0.261,0.724,1
537,177,66.527,27.768,8.116,0.503,28.443,9.588,3.421,0.292,0.808,1
538,101,38.284,15.03,8.556,0.866,15.62,9.192,1.757,0.569,0.894,0
539,65,28.385,9.563,8.654,1.0,10.296,9.0,1.105,0.905,0.929,0
540,106,40.042,16.197,8.333,0.831,16.155,8.854,1.944,0.514,0.902,0
541,121,42.284,15.901,9.689,0.85,16.492,10.436,1.641,0.609,0.903,0
542,117,41.113,16.169,9.213,0.87,16.643,9.899,1.755,0.57,0.9,0
543,96,37.456,14.8,8.259,0.86,15.264,8.8,1.792,0.558,0.901,0
544,56,26.385,8.858,8.05,1.0,9.487,8.0,1.1,0.909,0.918,0
545,99,38.042,15.056,8.372,0.86,15.62,9.153,1.798,0.556,0.917,0
546,84,33.213,11.779,9.08,0.957,12.53,9.803,1.297,0.771,0.918,0
547,90,35.213,13.975,8.2,0.912,14.318,8.731,1.704,0.587,0.918,0
548,105,39.456,15.379,8.693,0.848,16.155,9.391,1.769,0.565,0.913,0
549,97,36.87,14.778,8.357,0.897,15.0,8.485,1.768,0.566,0.924,0
550,114,40.87,15.825,9.172,0.858,16.763,9.864,1.725,0.58,0.912,0
551,87,35.213,13.471,8.223,0.882,13.928,8.974,1.638,0.61,0.906,0
552,102,37.799,14.735,8.814,0.897,15.232,9.0,1.672,0.598,0.936,0
553,104,38.284,14.54,9.107,0.892,15.232,10.118,1.596,0.626,0.893,0
554,103,38.87,15.474,8.475,0.857,15.811,9.192,1.826,0.548,0.907,0
555,124,42.042,16.244,9.719,0.882,17.0,10.733,1.671,0.598,0.929,0
556,110,40.042,16.112,8.692,0.862,16.553,9.216,1.854,0.539,0.913,0
557,90,37.213,15.049,7.615,0.817,15.652,8.497,1.976,0.506,0.909,0
558,115,42.385,17.623,8.308,0.804,17.464,8.0,2.121,0.471,0.939,0
559,112,40.627,15.886,8.977,0.853,16.155,9.803,1.77,0.565,0.918,0
560,115,40.284,16.499,8.875,0.891,17.029,9.192,1.859,0.538,0.927,0
561,111,40.87,15.669,9.02,0.835,16.155,9.839,1.737,0.576,0.895,0
562,109,40.284,15.628,8.881,0.844,16.125,9.707,1.76,0.568,0.901,0
563,108,39.456,14.573,9.436,0.872,14.866,10.0,1.544,0.648,0.904,0
564,100,37.799,14.887,8.552,0.88,15.232,9.0,1.741,0.574,0.93,0
565,109,40.627,16.086,8.628,0.83,16.492,9.0,1.864,0.536,0.908,0
566,61,29.799,11.368,6.832,0.863,11.705,7.452,1.664,0.601,0.878,0
567,95,37.213,14.638,8.263,0.862,15.264,9.285,1.772,0.564,0.913,0
568,108,39.698,14.958,9.193,0.861,15.264,9.839,1.627,0.615,0.885,0
570,117,42.042,16.626,8.96,0.832,17.088,9.656,1.856,0.539,0.921,0
571,72,31.213,10.772,8.51,0.929,11.662,9.171,1.266,0.79,0.9,0
572,110,39.799,16.681,8.396,0.873,16.763,8.0,1.987,0.503,0.952,0
573,136,44.284,16.676,10.384,0.871,17.464,11.628,1.606,0.623,0.898,0
574,119,42.284,16.527,9.168,0.836,16.643,9.707,1.803,0.555,0.902,0
575,108,39.456,14.927,9.212,0.872,15.652,9.839,1.62,0.617,0.911,0
576,145,52.527,19.532,9.452,0.66,21.633,11.385,2.066,0.484,0.824,1
577,100,37.456,14.476,8.795,0.896,15.0,9.192,1.646,0.608,0.917,0
578,114,40.042,15.599,9.305,0.893,16.155,10.0,1.676,0.597,0.919,0
579,116,40.627,15.599,9.468,0.883,15.811,10.0,1.648,0.607,0.921,0
580,118,41.456,16.523,9.093,0.863,17.263,9.0,1.817,0.55,0.922,0
581,105,40.284,16.597,8.055,0.813,17.0,8.8,2.06,0.485,0.905,0
583,98,38.87,15.09,8.269,0.815,15.264,9.153,1.825,0.548,0.879,0
584,84,35.213,13.908,7.69,0.851,14.318,8.497,1.808,0.553,0.908,0
585,100,38.87,14.704,8.659,0.832,15.811,9.391,1.698,0.589,0.909,0
586,99,38.284,16.03,7.864,0.849,16.401,8.485,2.038,0.491,0.904,0
587,64,29.213,10.482,7.774,0.942,11.18,8.485,1.348,0.742,0.895,0
588,56,26.971,9.002,7.921,0.967,9.849,8.0,1.136,0.88,0.911,0
589,149,65.598,24.256,7.821,0.435,26.926,11.051,3.101,0.322,0.688,1
591,66,28.385,9.846,8.535,1.0,10.817,9.0,1.154,0.867,0.93,0
592,50,24.728,8.586,7.415,1.0,9.434,7.0,1.158,0.864,0.952,0
593,109,40.284,16.376,8.475,0.844,16.643,9.089,1.932,0.518,0.901,0
594,100,38.627,15.51,8.209,0.842,15.811,8.825,1.889,0.529,0.901,0
596,114,41.698,16.365,8.869,0.824,16.643,9.6,1.845,0.542,0.898,0
597,95,37.799,15.19,7.963,0.836,15.297,8.0,1.908,0.524,0.918,0
598,155,66.326,27.935,7.065,0.443,29.069,9.581,3.954,0.253,0.743,1
599,106,39.698,15.772,8.557,0.845,15.811,9.153,1.843,0.543,0.902,0
600,108,41.113,16.906,8.134,0.803,17.205,8.485,2.078,0.481,0.9,0
601,93,37.456,14.735,8.036,0.833,15.264,8.875,1.834,0.545,0.894,0
602,52,25.799,9.02,7.341,0.982,9.849,7.778,1.229,0.814,0.897,0
603,103,39.698,15.777,8.312,0.821,16.125,9.153,1.898,0.527,0.888,0
604,94,37.213,14.381,8.322,0.853,14.765,8.944,1.728,0.579,0.908,0
605,102,38.042,12.4,10.474,0.886,13.892,11.0,1.184,0.845,0.891,0
606,88,35.799,14.018,7.993,0.863,14.318,8.489,1.754,0.57,0.912,0
607,110,47.456,18.889,7.415,0.614,19.647,8.667,2.548,0.393,0.821,1
608,62,28.627,10.298,7.666,0.951,10.817,8.4,1.343,0.744,0.879,0
609,200,72.083,24.199,10.523,0.484,28.425,12.457,2.3,0.435,0.765,1
612,87,35.213,13.143,8.428,0.882,13.601,8.825,1.56,0.641,0.902,0
613,86,35.213,12.113,9.04,0.872,13.416,10.0,1.34,0.746,0.887,0
614,99,38.042,14.942,8.436,0.86,15.232,8.944,1.771,0.565,0.912,0
615,76,32.728,12.976,7.457,0.892,13.0,7.0,1.74,0.575,0.956,0
616,166,66.912,28.107,7.52,0.466,29.069,9.878,3.738,0.268,0.77,1
618,81,32.385,11.156,9.244,0.971,11.705,9.0,1.207,0.829,0.931,0
619,53,25.799,8.797,7.671,1.0,9.487,8.0,1.147,0.872,0.906,0
620,101,38.385,15.663,8.21,0.861,15.811,8.0,1.908,0.524,0.944,0
621,93,37.213,13.991,8.463,0.844,14.142,8.974,1.653,0.605,0.899,0
622,153,51.456,20.955,9.296,0.726,20.616,10.0,2.254,0.444,0.908,0
623,55,26.627,9.031,7.754,0.975,9.849,8.485,1.165,0.859,0.88,0
624,111,52.284,19.524,7.239,0.51,21.378,9.61,2.697,0.371,0.738,1
625,64,28.385,9.53,8.551,0.998,10.296,9.0,1.114,0.897,0.921,0
626,88,36.385,14.748,7.597,0.835,14.866,8.0,1.941,0.515,0.917,0
627,97,38.042,15.198,8.126,0.842,15.524,8.825,1.87,0.535,0.894,0
628,96,38.284,15.515,7.878,0.823,15.652,8.497,1.969,0.508,0.897,0
629,91,37.213,14.783,7.838,0.826,15.264,8.497,1.886,0.53,0.905,0
630,64,28.142,9.812,8.305,1.0,10.817,8.0,1.181,0.846,0.955,0
631,108,38.627,14.981,9.179,0.91,15.524,9.0,1.632,0.613,0.939,0
632,232,100.125,32.785,9.01,0.291,39.051,14.709,3.639,0.275,0.528,1
633,102,39.113,15.164,8.564,0.838,15.652,9.192,1.771,0.565,0.891,0
634,122,43.941,17.478,8.887,0.794,17.493,9.43,1.967,0.508,0.878,0
635,170,58.527,25.283,8.561,0.624,25.08,9.656,2.953,0.339,0.879,0
636,113,40.627,16.105,8.933,0.86,16.553,9.487,1.803,0.555,0.919,0
637,103,38.627,15.47,8.477,0.867,15.811,9.0,1.825,0.548,0.912,0
638,94,36.627,14.654,8.167,0.88,15.264,8.944,1.794,0.557,0.926,0
640,105,39.456,15.525,8.612,0.848,15.811,9.459,1.803,0.555,0.905,0
641,100,38.385,15.425,8.254,0.853,15.524,8.0,1.869,0.535,0.935,0
642,101,39.213,15.715,8.183,0.825,15.811,8.731,1.92,0.521,0.914,0
643,99,38.87,15.508,8.128,0.823,16.125,8.944,1.908,0.524,0.904,0
644,73,33.799,12.871,7.221,0.803,14.213,8.485,1.782,0.561,0.885,0
645,86,34.385,13.303,8.231,0.914,13.601,8.0,1.616,0.619,0.935,0
646,101,39.456,16.025,8.025,0.815,16.401,8.8,1.997,0.501,0.898,0
648,101,38.284,14.795,8.692,0.866,15.0,9.192,1.702,0.588,0.902,0
652,55,26.385,9.885,7.085,0.993,10.817,7.778,1.395,0.717,0.917,0
653,94,37.456,14.387,8.319,0.842,15.0,9.192,1.729,0.578,0.895,0
654,91,36.042,13.955,8.303,0.88,14.318,8.854,1.681,0.595,0.905,0
655,59,26.971,9.5,7.907,1.0,10.296,8.0,1.201,0.832,0.937,0
656,94,36.385,14.976,7.991,0.892,15.232,8.0,1.874,0.534,0.94,0
657,53,26.385,9.677,6.973,0.957,10.296,7.603,1.388,0.721,0.898,0
658,100,38.042,14.715,8.653,0.868,15.232,9.285,1.701,0.588,0.909,0
659,100,39.698,14.911,8.539,0.797,16.125,9.192,1.746,0.573,0.87,0
660,50,24.728,8.586,7.415,1.0,9.434,7.0,1.158,0.864,0.952,0
661,93,36.627,15.06,7.863,0.871,15.652,8.875,1.915,0.522,0.921,0
662,102,38.284,14.936,8.695,0.875,15.264,9.192,1.718,0.582,0.903,0
663,51,25.799,8.916,7.283,0.963,9.849,7.778,1.224,0.817,0.887,0
664,99,40.284,14.474,8.709,0.767,15.264,10.464,1.662,0.602,0.835,0
665,157,50.284,19.972,10.009,0.78,20.616,10.786,1.995,0.501,0.905,0
666,96,38.627,15.152,8.067,0.809,15.811,8.731,1.878,0.532,0.893,0
667,104,39.213,15.204,8.709,0.85,15.652,9.391,1.746,0.573,0.912,0
668,116,40.042,13.146,11.235,0.909,14.318,12.0,1.17,0.855,0.91,0
669,82,34.042,13.478,7.746,0.889,13.892,8.485,1.74,0.575,0.906,0
670,124,45.698,14.796,10.671,0.746,16.401,12.652,1.387,0.721,0.864,0
671,95,38.042,14.868,8.135,0.825,15.232,8.944,1.828,0.547,0.888,0
672,76,31.799,12.313,7.859,0.944,13.038,8.485,1.567,0.638,0.933,0
673,105,39.456,15.765,8.48,0.848,16.125,8.944,1.859,0.538,0.917,0
674,92,35.213,11.155,10.501,0.932,12.53,11.0,1.062,0.941,0.915,0
675,85,35.213,13.781,7.853,0.861,14.318,8.0,1.755,0.57,0.914,0
676,99,38.284,15.348,8.213,0.849,15.652,8.918,1.869,0.535,0.892,0
678,97,36.627,13.596,9.084,0.909,14.56,9.0,1.497,0.668,0.928,0
679,107,40.042,16.166,8.427,0.839,16.553,8.944,1.918,0.521,0.915,0
680,83,34.042,12.797,8.258,0.9,13.601,8.854,1.55,0.645,0.902,0
681,59,27.213,10.501,7.154,1.0,11.18,7.778,1.468,0.681,0.915,0
682,103,38.385,15.486,8.469,0.878,15.524,8.0,1.829,0.547,0.949,0
683,76,34.385,12.794,7.564,0.808,13.601,8.0,1.692,0.591,0.884,0
685,105,38.385,14.59,9.163,0.896,14.866,9.0,1.592,0.628,0.933,0
686,86,35.456,13.415,8.162,0.86,14.213,8.485,1.644,0.608,0.896,0
687,93,35.213,13.178,8.986,0.943,13.892,9.8,1.467,0.682,0.93,0
688,110,41.213,16.757,8.358,0.814,16.763,8.974,2.005,0.499,0.917,0
689,85,35.456,14.288,7.574,0.85,15.0,8.485,1.886,0.53,0.895,0
690,91,35.799,14.187,8.167,0.892,14.56,8.0,1.737,0.576,0.933,0
691,95,38.87,15.019,8.053,0.79,15.232,8.929,1.865,0.536,0.86,0
692,91,35.456,13.056,8.875,0.91,13.601,9.192,1.471,0.68,0.905,0
693,105,38.971,15.743,8.492,0.869,15.524,8.0,1.854,0.539,0.95,0
694,86,35.799,14.451,7.577,0.843,14.56,8.0,1.907,0.524,0.91,0
695,95,35.799,13.766,8.787,0.932,14.318,9.0,1.567,0.638,0.931,0
696,116,43.113,17.074,8.65,0.784,17.889,9.707,1.974,0.507,0.885,0
697,91,36.284,15.059,7.694,0.869,15.264,8.4,1.957,0.511,0.901,0
698,105,39.456,15.43,8.664,0.848,16.125,9.707,1.781,0.562,0.905,0
699,70,30.142,10.648,8.37,0.968,11.662,8.0,1.272,0.786,0.952,0
700,56,26.142,9.049,7.88,1.0,10.0,8.0,1.148,0.871,0.949,0
702,99,37.698,15.408,8.181,0.875,15.811,8.485,1.883,0.531,0.912,0
703,100,38.627,15.248,8.35,0.842,15.524,8.878,1.826,0.548,0.909,0
704,82,34.042,12.835,8.135,0.889,13.601,8.854,1.578,0.634,0.901,0
705,174,60.77,21.627,10.244,0.592,24.042,12.333,2.111,0.474,0.811,1
706,82,34.971,13.952,7.483,0.843,14.318,7.0,1.865,0.536,0.932,0
707,92,36.627,14.985,7.817,0.862,15.524,8.0,1.917,0.522,0.915,0
708,93,36.385,13.98,8.47,0.883,14.318,8.878,1.651,0.606,0.921,0
